Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Marshall Islands,2012,Both sexes,30.97 [24.69-38.17]
Marshall Islands,2012,Male,34.54 [27.44-42.68]
Marshall Islands,2012,Female,27.17 [21.56-33.74]
Marshall Islands,2011,Both sexes,31.3 [25.58-37.8]
Marshall Islands,2011,Male,34.93 [28.43-42.33]
Marshall Islands,2011,Female,27.47 [22.36-33.44]
Marshall Islands,2010,Both sexes,31.53 [26.36-37.34]
Marshall Islands,2010,Male,35.16 [29.26-41.79]
Marshall Islands,2010,Female,27.69 [23-33.07]
Marshall Islands,2009,Both sexes,31.69 [26.94-36.91]
Marshall Islands,2009,Male,35.33 [29.93-41.28]
Marshall Islands,2009,Female,27.85 [23.55-32.72]
Marshall Islands,2008,Both sexes,31.83 [27.48-36.72]
Marshall Islands,2008,Male,35.5 [30.45-41.07]
Marshall Islands,2008,Female,28.04 [23.98-32.63]
Marshall Islands,2007,Both sexes,32.03 [27.86-36.7]
Marshall Islands,2007,Male,35.68 [30.82-41.1]
Marshall Islands,2007,Female,28.21 [24.27-32.7]
Marshall Islands,2006,Both sexes,32.22 [28.14-36.8]
Marshall Islands,2006,Male,35.84 [31.1-41.2]
Marshall Islands,2006,Female,28.41 [24.55-32.8]
Marshall Islands,2005,Both sexes,32.42 [28.37-37.06]
Marshall Islands,2005,Male,36.01 [31.33-41.47]
Marshall Islands,2005,Female,28.6 [24.75-32.97]
Marshall Islands,2004,Both sexes,32.61 [28.52-37.33]
Marshall Islands,2004,Male,36.2 [31.47-41.62]
Marshall Islands,2004,Female,28.81 [24.96-33.2]
Marshall Islands,2003,Both sexes,32.8 [28.66-37.53]
Marshall Islands,2003,Male,36.41 [31.63-41.77]
Marshall Islands,2003,Female,28.98 [25.04-33.4]
Marshall Islands,2002,Both sexes,32.97 [28.82-37.68]
Marshall Islands,2002,Male,36.57 [31.74-41.97]
Marshall Islands,2002,Female,29.15 [25.19-33.6]
Marshall Islands,2001,Both sexes,33.08 [28.92-37.83]
Marshall Islands,2001,Male,36.71 [31.86-42.16]
Marshall Islands,2001,Female,29.25 [25.3-33.7]
Marshall Islands,2000,Both sexes,33.1 [28.99-37.83]
Marshall Islands,2000,Male,36.74 [31.96-42.07]
Marshall Islands,2000,Female,29.29 [25.41-33.76]
Marshall Islands,1999,Both sexes,33.1 [28.99-37.8]
Marshall Islands,1999,Male,36.75 [31.97-42.06]
Marshall Islands,1999,Female,29.29 [25.45-33.72]
Marshall Islands,1998,Both sexes,33.07 [28.98-37.73]
Marshall Islands,1998,Male,36.68 [31.97-42.01]
Marshall Islands,1998,Female,29.26 [25.4-33.69]
Marshall Islands,1997,Both sexes,33.07 [29.02-37.65]
Marshall Islands,1997,Male,36.68 [31.93-41.92]
Marshall Islands,1997,Female,29.25 [25.43-33.63]
Marshall Islands,1996,Both sexes,33.2 [29.2-37.73]
Marshall Islands,1996,Male,36.83 [32.11-42.18]
Marshall Islands,1996,Female,29.39 [25.57-33.8]
Marshall Islands,1995,Both sexes,33.59 [29.51-38.17]
Marshall Islands,1995,Male,37.22 [32.51-42.62]
Marshall Islands,1995,Female,29.75 [25.87-34.19]
Marshall Islands,1994,Both sexes,34.2 [30.06-38.99]
Marshall Islands,1994,Male,37.9 [33.08-43.4]
Marshall Islands,1994,Female,30.32 [26.35-34.86]
Marshall Islands,1993,Both sexes,35.17 [30.85-40.1]
Marshall Islands,1993,Male,38.92 [33.95-44.67]
Marshall Islands,1993,Female,31.19 [27.06-35.87]
Marshall Islands,1992,Both sexes,36.33 [31.82-41.51]
Marshall Islands,1992,Male,40.18 [34.98-46.22]
Marshall Islands,1992,Female,32.26 [27.89-37.1]
Marshall Islands,1991,Both sexes,37.62 [32.85-43.07]
Marshall Islands,1991,Male,41.59 [36.05-47.91]
Marshall Islands,1991,Female,33.45 [28.92-38.62]
Marshall Islands,1990,Both sexes,39.02 [33.95-44.67]
Marshall Islands,1990,Male,43.06 [37.25-49.62]
Marshall Islands,1990,Female,34.68 [29.96-40.12]
Marshall Islands,1989,Both sexes,40.34 [35.04-46.29]
Marshall Islands,1989,Male,44.54 [38.42-51.38]
Marshall Islands,1989,Female,35.92 [30.93-41.63]
Marshall Islands,1988,Both sexes,41.65 [36.18-47.81]
Marshall Islands,1988,Male,45.96 [39.64-53.04]
Marshall Islands,1988,Female,37.15 [31.94-43.02]
Marshall Islands,1987,Both sexes,42.9 [37.25-49.29]
Marshall Islands,1987,Male,47.32 [40.75-54.65]
Marshall Islands,1987,Female,38.3 [32.96-44.3]
Marshall Islands,1986,Both sexes,44.12 [38.26-50.6]
Marshall Islands,1986,Male,48.61 [41.86-56.15]
Marshall Islands,1986,Female,39.4 [33.86-45.47]
Marshall Islands,1985,Both sexes,45.21 [39.26-51.88]
Marshall Islands,1985,Male,49.81 [42.85-57.47]
Marshall Islands,1985,Female,40.37 [34.8-46.63]
Marshall Islands,1984,Both sexes,46.3 [40.21-52.96]
Marshall Islands,1984,Male,50.98 [43.95-58.74]
Marshall Islands,1984,Female,41.36 [35.68-47.66]
Marshall Islands,1983,Both sexes,47.31 [41.27-54.11]
Marshall Islands,1983,Male,52.11 [45.08-59.89]
Marshall Islands,1983,Female,42.3 [36.57-48.76]
Marshall Islands,1982,Both sexes,48.33 [42.28-55.14]
Marshall Islands,1982,Male,53.17 [46.18-60.99]
Marshall Islands,1982,Female,43.25 [37.5-49.74]
Marshall Islands,1981,Both sexes,49.21 [43.26-56.06]
Marshall Islands,1981,Male,54.1 [47.25-61.88]
Marshall Islands,1981,Female,44.08 [38.32-50.6]
Marshall Islands,1980,Both sexes,49.94 [44.02-56.71]
Marshall Islands,1980,Male,54.85 [48.2-62.61]
Marshall Islands,1980,Female,44.72 [39.06-51.34]
Marshall Islands,1979,Both sexes,50.57 [44.77-57.29]
Marshall Islands,1979,Male,55.52 [48.85-63.29]
Marshall Islands,1979,Female,45.31 [39.69-51.92]
Marshall Islands,1978,Both sexes,51.08 [45.3-57.83]
Marshall Islands,1978,Male,56.07 [49.4-63.88]
Marshall Islands,1978,Female,45.83 [40.09-52.37]
Marshall Islands,1977,Both sexes,51.56 [45.75-58.27]
Marshall Islands,1977,Male,56.55 [49.89-64.31]
Marshall Islands,1977,Female,46.25 [40.54-52.79]
Marshall Islands,1976,Both sexes,51.97 [46.16-58.79]
Marshall Islands,1976,Male,57.01 [50.27-64.8]
Marshall Islands,1976,Female,46.65 [40.92-53.23]
Marshall Islands,1975,Both sexes,52.46 [46.64-59.33]
Marshall Islands,1975,Male,57.57 [50.79-65.37]
Marshall Islands,1975,Female,47.04 [41.35-53.76]
Marshall Islands,1974,Both sexes,53.15 [47.29-59.96]
Marshall Islands,1974,Male,58.3 [51.46-66.1]
Marshall Islands,1974,Female,47.7 [42-54.39]
Marshall Islands,1973,Both sexes,54.11 [48.29-60.85]
Marshall Islands,1973,Male,59.32 [52.51-67.06]
Marshall Islands,1973,Female,48.63 [42.88-55.26]
Marshall Islands,1972,Both sexes,55.42 [49.58-62.13]
Marshall Islands,1972,Male,60.74 [53.93-68.52]
Marshall Islands,1972,Female,49.81 [44.07-56.42]
Marshall Islands,1971,Both sexes,57.05 [51.15-63.73]
Marshall Islands,1971,Male,62.49 [55.6-70.25]
Marshall Islands,1971,Female,51.3 [45.44-57.9]
Marshall Islands,1970,Both sexes,58.89 [52.9-65.77]
Marshall Islands,1970,Male,64.43 [57.49-72.47]
Marshall Islands,1970,Female,53.07 [46.97-59.75]
Marshall Islands,1969,Both sexes,60.92 [54.67-68.01]
Marshall Islands,1969,Male,66.62 [59.31-74.9]
Marshall Islands,1969,Female,54.97 [48.54-61.95]
Marshall Islands,1968,Both sexes,63.1 [56.44-70.38]
Marshall Islands,1968,Male,68.91 [61.27-77.55]
Marshall Islands,1968,Female,56.98 [50.27-64.35]
Marshall Islands,1967,Both sexes,65.31 [58.26-73]
Marshall Islands,1967,Male,71.32 [63.24-80.24]
Marshall Islands,1967,Female,59.04 [52.06-66.72]
Marshall Islands,1966,Both sexes,67.62 [60.24-75.74]
Marshall Islands,1966,Male,73.78 [65.23-83.05]
Marshall Islands,1966,Female,61.19 [53.92-69.23]
Marshall Islands,1965,Both sexes,70.03 [62.32-78.47]
Marshall Islands,1965,Male,76.33 [67.4-86]
Marshall Islands,1965,Female,63.41 [55.76-71.82]
Marshall Islands,1964,Both sexes,72.59 [64.39-81.52]
Marshall Islands,1964,Male,79.06 [69.55-89.18]
Marshall Islands,1964,Female,65.83 [57.58-74.59]
Marshall Islands,1963,Both sexes,75.47 [66.44-85.07]
Marshall Islands,1963,Male,82.1 [71.74-92.91]
Marshall Islands,1963,Female,68.43 [59.47-77.93]
Marshall Islands,1962,Both sexes,78.53 [68.3-89.22]
Marshall Islands,1962,Male,85.4 [73.69-97.46]
Marshall Islands,1962,Female,71.31 [61.22-81.92]
Marshall Islands,1961,Both sexes,81.85 [69.67-94.64]
Marshall Islands,1961,Male,88.85 [75.39-103.1]
Marshall Islands,1961,Female,74.47 [62.72-86.85]
Marshall Islands,1960,Both sexes,85.36 [70.96-100.9]
Marshall Islands,1960,Male,92.58 [76.69-110.1]
Marshall Islands,1960,Female,77.75 [63.85-92.74]
Marshall Islands,1959,Both sexes,88.98 [71.76-108.5]
Marshall Islands,1959,Male,96.42 [77.28-118.1]
Marshall Islands,1959,Female,81.22 [64.78-99.48]
Mauritania,2019,Both sexes,50.14 [30.33-81.43]
Mauritania,2019,Male,55.41 [33.47-89.79]
Mauritania,2019,Female,44.65 [26.97-73.1]
Mauritania,2018,Both sexes,51.38 [31.86-81.68]
Mauritania,2018,Male,56.74 [35.16-90.28]
Mauritania,2018,Female,45.71 [28.33-73.15]
Mauritania,2017,Both sexes,52.6 [33.4-82.34]
Mauritania,2017,Male,58.01 [36.86-90.74]
Mauritania,2017,Female,46.9 [29.64-73.62]
Mauritania,2016,Both sexes,53.84 [35.02-82.4]
Mauritania,2016,Male,59.2 [38.5-90.95]
Mauritania,2016,Female,47.95 [31.12-73.85]
Mauritania,2015,Both sexes,55.03 [36.76-82.54]
Mauritania,2015,Male,60.6 [40.45-91.27]
Mauritania,2015,Female,49.24 [32.6-73.95]
Mauritania,2014,Both sexes,56.4 [38.55-82.55]
Mauritania,2014,Male,62.17 [42.36-90.96]
Mauritania,2014,Female,50.33 [34.24-73.84]
Mauritania,2013,Both sexes,57.63 [40.37-82.41]
Mauritania,2013,Male,63.52 [44.4-91.04]
Mauritania,2013,Female,51.56 [35.9-73.78]
Mauritania,2012,Both sexes,58.96 [42.44-82.3]
Mauritania,2012,Male,64.99 [46.72-90.89]
Mauritania,2012,Female,52.65 [37.76-73.6]
Mauritania,2011,Both sexes,60.3 [44.54-81.98]
Mauritania,2011,Male,66.51 [48.99-90.4]
Mauritania,2011,Female,53.79 [39.64-73.4]
Mauritania,2010,Both sexes,61.67 [46.73-81.61]
Mauritania,2010,Male,67.92 [51.46-89.86]
Mauritania,2010,Female,54.98 [41.76-72.89]
Mauritania,2009,Both sexes,62.86 [49.11-81.37]
Mauritania,2009,Male,69.27 [54.04-89.64]
Mauritania,2009,Female,56.13 [43.79-72.82]
Mauritania,2008,Both sexes,64.1 [51.34-80.87]
Mauritania,2008,Male,70.65 [56.43-89.12]
Mauritania,2008,Female,57.15 [45.6-72.52]
Mauritania,2007,Both sexes,65.26 [53.5-80.26]
Mauritania,2007,Male,71.88 [58.84-88.73]
Mauritania,2007,Female,58.3 [47.54-71.96]
Mauritania,2006,Both sexes,66.37 [55.54-79.64]
Mauritania,2006,Male,73.16 [61.05-88.17]
Mauritania,2006,Female,59.3 [49.4-71.57]
Mauritania,2005,Both sexes,67.29 [57.54-79.01]
Mauritania,2005,Male,74.14 [63.16-87.56]
Mauritania,2005,Female,60.09 [51.19-70.89]
Mauritania,2004,Both sexes,67.97 [59.23-78.51]
Mauritania,2004,Male,74.92 [64.98-86.84]
Mauritania,2004,Female,60.79 [52.71-70.46]
Mauritania,2003,Both sexes,68.49 [60.71-77.73]
Mauritania,2003,Male,75.46 [66.62-85.93]
Mauritania,2003,Female,61.15 [53.88-69.68]
Mauritania,2002,Both sexes,68.76 [61.77-76.81]
Mauritania,2002,Male,75.76 [67.83-84.95]
Mauritania,2002,Female,61.41 [54.89-69]
Mauritania,2001,Both sexes,68.99 [62.65-76.1]
Mauritania,2001,Male,76 [68.74-84.4]
Mauritania,2001,Female,61.59 [55.54-68.43]
Mauritania,2000,Both sexes,69.16 [63.32-75.66]
Mauritania,2000,Male,76.24 [69.53-83.93]
Mauritania,2000,Female,61.74 [56.1-67.95]
Mauritania,1999,Both sexes,69.31 [63.85-75.4]
Mauritania,1999,Male,76.38 [70.08-83.56]
Mauritania,1999,Female,61.89 [56.43-67.73]
Mauritania,1998,Both sexes,69.38 [64.13-75.24]
Mauritania,1998,Male,76.43 [70.41-83.32]
Mauritania,1998,Female,61.94 [56.79-67.54]
Mauritania,1997,Both sexes,69.42 [64.37-74.97]
Mauritania,1997,Male,76.44 [70.63-83.18]
Mauritania,1997,Female,61.99 [57-67.48]
Mauritania,1996,Both sexes,69.43 [64.48-74.83]
Mauritania,1996,Male,76.46 [70.73-82.97]
Mauritania,1996,Female,62.03 [57.15-67.33]
Mauritania,1995,Both sexes,69.42 [64.5-74.67]
Mauritania,1995,Male,76.37 [70.64-82.7]
Mauritania,1995,Female,62.05 [57.27-67.3]
Mauritania,1994,Both sexes,69.47 [64.53-74.73]
Mauritania,1994,Male,76.38 [70.64-82.7]
Mauritania,1994,Female,62.15 [57.36-67.37]
Mauritania,1993,Both sexes,69.62 [64.61-74.93]
Mauritania,1993,Male,76.54 [70.75-82.89]
Mauritania,1993,Female,62.3 [57.4-67.58]
Mauritania,1992,Both sexes,69.97 [64.87-75.44]
Mauritania,1992,Male,76.88 [71.03-83.32]
Mauritania,1992,Female,62.64 [57.55-68]
Mauritania,1991,Both sexes,70.55 [65.3-76.11]
Mauritania,1991,Male,77.56 [71.52-84.09]
Mauritania,1991,Female,63.18 [57.98-68.67]
Mauritania,1990,Both sexes,71.42 [66.03-77.17]
Mauritania,1990,Male,78.53 [72.32-85.27]
Mauritania,1990,Female,63.98 [58.68-69.64]
Mauritania,1989,Both sexes,72.63 [67.27-78.47]
Mauritania,1989,Male,79.82 [73.61-86.64]
Mauritania,1989,Female,65.11 [59.76-70.88]
Mauritania,1988,Both sexes,74.23 [68.86-80.02]
Mauritania,1988,Male,81.58 [75.5-88.34]
Mauritania,1988,Female,66.56 [61.21-72.34]
Mauritania,1987,Both sexes,76.24 [71.03-81.94]
Mauritania,1987,Male,83.74 [77.7-90.38]
Mauritania,1987,Female,68.38 [63.17-74.01]
Mauritania,1986,Both sexes,78.58 [73.52-84.07]
Mauritania,1986,Male,86.23 [80.26-92.68]
Mauritania,1986,Female,70.51 [65.41-76.07]
Mauritania,1985,Both sexes,81.11 [76.1-86.53]
Mauritania,1985,Male,88.95 [83.04-95.29]
Mauritania,1985,Female,72.83 [67.79-78.25]
Mauritania,1984,Both sexes,83.64 [78.6-89.05]
Mauritania,1984,Male,91.66 [85.71-97.98]
Mauritania,1984,Female,75.16 [70.1-80.58]
Mauritania,1983,Both sexes,85.98 [80.98-91.36]
Mauritania,1983,Male,94.21 [88.18-100.6]
Mauritania,1983,Female,77.33 [72.26-82.87]
Mauritania,1982,Both sexes,88.18 [83.21-93.53]
Mauritania,1982,Male,96.55 [90.57-103]
Mauritania,1982,Female,79.36 [74.23-84.9]
Mauritania,1981,Both sexes,90.23 [85.28-95.68]
Mauritania,1981,Male,98.8 [92.83-105.2]
Mauritania,1981,Female,81.29 [76.06-86.83]
Mauritania,1980,Both sexes,92.28 [87.16-97.82]
Mauritania,1980,Male,100.9 [94.89-107.5]
Mauritania,1980,Female,83.19 [77.87-88.78]
Mauritania,1979,Both sexes,94.29 [89.06-100]
Mauritania,1979,Male,103.1 [96.9-109.8]
Mauritania,1979,Female,85.1 [79.56-90.78]
Mauritania,1978,Both sexes,96.37 [90.93-102.2]
Mauritania,1978,Male,105.3 [98.8-112.2]
Mauritania,1978,Female,87.05 [81.4-92.92]
Mauritania,1977,Both sexes,98.39 [92.68-104.4]
Mauritania,1977,Male,107.4 [100.6-114.6]
Mauritania,1977,Female,88.91 [83.07-95.13]
Mauritania,1976,Both sexes,100.1 [94.17-106.5]
Mauritania,1976,Male,109.2 [102.1-116.6]
Mauritania,1976,Female,90.59 [84.51-97.03]
Mauritania,1975,Both sexes,101.5 [95.33-108]
Mauritania,1975,Male,110.6 [103.3-118.1]
Mauritania,1975,Female,91.92 [85.67-98.64]
Mauritania,1974,Both sexes,102.4 [96.19-109]
Mauritania,1974,Male,111.5 [104.2-119.2]
Mauritania,1974,Female,92.73 [86.46-99.55]
Mauritania,1973,Both sexes,102.9 [96.56-109.4]
Mauritania,1973,Male,112 [104.6-119.8]
Mauritania,1973,Female,93.26 [86.76-100.1]
Mauritania,1972,Both sexes,103.1 [96.61-109.9]
Mauritania,1972,Male,112.2 [104.7-120.2]
Mauritania,1972,Female,93.53 [86.84-100.6]
Mauritania,1971,Both sexes,103.5 [96.79-110.7]
Mauritania,1971,Male,112.5 [104.7-120.9]
Mauritania,1971,Female,93.98 [86.98-101.3]
Mauritania,1970,Both sexes,104.4 [97.37-111.9]
Mauritania,1970,Male,113.5 [105.2-122.2]
Mauritania,1970,Female,94.84 [87.62-102.5]
Mauritania,1969,Both sexes,105.8 [98.58-113.7]
Mauritania,1969,Male,114.9 [106.3-123.9]
Mauritania,1969,Female,96.23 [88.75-104.3]
Mauritania,1968,Both sexes,107.9 [100.2-116.1]
Mauritania,1968,Male,117 [108-126.4]
Mauritania,1968,Female,98.15 [90.47-106.7]
Mauritania,1967,Both sexes,110.4 [102.3-119]
Mauritania,1967,Male,119.6 [110.1-129.3]
Mauritania,1967,Female,100.5 [92.43-109.6]
Mauritania,1966,Both sexes,113 [104.4-122.4]
Mauritania,1966,Male,122.4 [112.4-132.9]
Mauritania,1966,Female,103.2 [94.48-112.7]
Mauritania,1965,Both sexes,115.8 [106.5-126]
Mauritania,1965,Male,125.3 [114.5-136.6]
Mauritania,1965,Female,105.8 [96.55-116.1]
Mauritania,1964,Both sexes,118.5 [108.7-129.5]
Mauritania,1964,Male,128.2 [116.7-140.4]
Mauritania,1964,Female,108.4 [98.54-119.4]
Mauritania,1963,Both sexes,121.3 [110.9-133.1]
Mauritania,1963,Male,130.9 [119-144.1]
Mauritania,1963,Female,111 [100.8-122.7]
Mauritania,1962,Both sexes,124 [113.1-136.9]
Mauritania,1962,Male,133.8 [121.3-148.2]
Mauritania,1962,Female,113.8 [103-126.4]
Mauritania,1961,Both sexes,126.9 [115.4-140.5]
Mauritania,1961,Male,136.7 [123.6-152.2]
Mauritania,1961,Female,116.6 [105.2-130.1]
Mauritania,1960,Both sexes,129.8 [117.6-144.5]
Mauritania,1960,Male,139.7 [125.8-156.4]
Mauritania,1960,Female,119.4 [107.4-133.9]
Mauritania,1959,Both sexes,132.8 [119.6-148.7]
Mauritania,1959,Male,142.7 [127.9-160.6]
Mauritania,1959,Female,122.2 [109.3-137.9]
Mauritania,1958,Both sexes,135.5 [121.6-152.8]
Mauritania,1958,Male,145.5 [130-164.6]
Mauritania,1958,Female,124.9 [111.3-141.6]
Mauritania,1957,Both sexes,138.2 [123.5-156.5]
Mauritania,1957,Male,148.3 [131.8-168.5]
Mauritania,1957,Female,127.5 [113.2-145.2]
Mauritania,1956,Both sexes,140.8 [125.3-159.8]
Mauritania,1956,Male,151.1 [133.7-172.2]
Mauritania,1956,Female,129.9 [115.1-148.5]
Mauritania,1955,Both sexes,143.2 [127.4-162.9]
Mauritania,1955,Male,153.7 [135.9-175.6]
Mauritania,1955,Female,132.3 [116.9-151.2]
Mauritania,1954,Both sexes,145.7 [129.5-165.7]
Mauritania,1954,Male,156.2 [138.1-178.6]
Mauritania,1954,Female,134.5 [118.9-153.9]
Mauritania,1953,Both sexes,147.9 [131.5-168.3]
Mauritania,1953,Male,158.7 [140.2-181.4]
Mauritania,1953,Female,136.7 [120.9-156.1]
Mauritania,1952,Both sexes,150.3 [133.5-170.9]
Mauritania,1952,Male,161.2 [142.4-184]
Mauritania,1952,Female,138.8 [122.7-158.3]
Mauritania,1951,Both sexes,152.4 [135.6-172.8]
Mauritania,1951,Male,163.4 [144.4-186.7]
Mauritania,1951,Female,140.9 [124.3-160.4]
Mauritania,1950,Both sexes,154.5 [137.4-174.7]
Mauritania,1950,Male,165.6 [146.4-188.6]
Mauritania,1950,Female,142.9 [126-162.3]
Mauritius,2019,Both sexes,14.27 [12.93-15.83]
Mauritius,2019,Male,15.71 [14.19-17.49]
Mauritius,2019,Female,12.76 [11.49-14.23]
Mauritius,2018,Both sexes,13.68 [12.75-14.68]
Mauritius,2018,Male,15.06 [13.98-16.21]
Mauritius,2018,Female,12.23 [11.32-13.21]
Mauritius,2017,Both sexes,13.16 [12.27-14.11]
Mauritius,2017,Male,14.47 [13.44-15.58]
Mauritius,2017,Female,11.76 [10.89-12.69]
Mauritius,2016,Both sexes,12.81 [11.97-13.72]
Mauritius,2016,Male,14.1 [13.13-15.16]
Mauritius,2016,Female,11.45 [10.65-12.34]
Mauritius,2015,Both sexes,12.75 [11.9-13.66]
Mauritius,2015,Male,14.04 [13.05-15.09]
Mauritius,2015,Female,11.39 [10.57-12.28]
Mauritius,2014,Both sexes,12.93 [12.14-13.76]
Mauritius,2014,Male,14.25 [13.33-15.22]
Mauritius,2014,Female,11.54 [10.79-12.37]
Mauritius,2013,Both sexes,13.09 [12.23-13.98]
Mauritius,2013,Male,14.44 [13.47-15.48]
Mauritius,2013,Female,11.67 [10.85-12.52]
Mauritius,2012,Both sexes,12.95 [12.17-13.79]
Mauritius,2012,Male,14.31 [13.42-15.29]
Mauritius,2012,Female,11.53 [10.78-12.33]
Mauritius,2011,Both sexes,12.65 [11.92-13.44]
Mauritius,2011,Male,13.98 [13.14-14.9]
Mauritius,2011,Female,11.25 [10.52-12.01]
Mauritius,2010,Both sexes,12.45 [11.66-13.29]
Mauritius,2010,Male,13.77 [12.87-14.72]
Mauritius,2010,Female,11.07 [10.3-11.86]
Mauritius,2009,Both sexes,12.52 [11.82-13.26]
Mauritius,2009,Male,13.86 [13.04-14.72]
Mauritius,2009,Female,11.11 [10.42-11.85]
Mauritius,2008,Both sexes,12.75 [12-13.56]
Mauritius,2008,Male,14.15 [13.26-15.06]
Mauritius,2008,Female,11.28 [10.55-12.05]
Mauritius,2007,Both sexes,13 [12.28-13.75]
Mauritius,2007,Male,14.43 [13.59-15.3]
Mauritius,2007,Female,11.48 [10.8-12.23]
Mauritius,2006,Both sexes,13.2 [12.5-13.95]
Mauritius,2006,Male,14.68 [13.84-15.56]
Mauritius,2006,Female,11.64 [10.96-12.38]
Mauritius,2005,Both sexes,13.37 [12.62-14.16]
Mauritius,2005,Male,14.9 [14.03-15.84]
Mauritius,2005,Female,11.77 [11.04-12.54]
Mauritius,2004,Both sexes,13.52 [12.85-14.23]
Mauritius,2004,Male,15.09 [14.3-15.94]
Mauritius,2004,Female,11.87 [11.22-12.56]
Mauritius,2003,Both sexes,13.81 [13.07-14.6]
Mauritius,2003,Male,15.43 [14.56-16.37]
Mauritius,2003,Female,12.1 [11.39-12.85]
Mauritius,2002,Both sexes,14.38 [13.67-15.13]
Mauritius,2002,Male,16.11 [15.26-16.99]
Mauritius,2002,Female,12.57 [11.88-13.29]
Mauritius,2001,Both sexes,15.3 [14.56-16.08]
Mauritius,2001,Male,17.17 [16.29-18.11]
Mauritius,2001,Female,13.32 [12.61-14.06]
Mauritius,2000,Both sexes,16.56 [15.71-17.45]
Mauritius,2000,Male,18.66 [17.64-19.71]
Mauritius,2000,Female,14.37 [13.57-15.2]
Mauritius,1999,Both sexes,18.08 [17.28-18.93]
Mauritius,1999,Male,20.38 [19.42-21.41]
Mauritius,1999,Female,15.67 [14.9-16.48]
Mauritius,1998,Both sexes,19.46 [18.54-20.45]
Mauritius,1998,Male,21.94 [20.83-23.14]
Mauritius,1998,Female,16.85 [15.95-17.82]
Mauritius,1997,Both sexes,20.22 [19.33-21.16]
Mauritius,1997,Male,22.83 [21.75-23.96]
Mauritius,1997,Female,17.46 [16.6-18.38]
Mauritius,1996,Both sexes,20.28 [19.39-21.2]
Mauritius,1996,Male,22.93 [21.87-24.03]
Mauritius,1996,Female,17.5 [16.66-18.39]
Mauritius,1995,Both sexes,19.87 [18.94-20.84]
Mauritius,1995,Male,22.48 [21.36-23.64]
Mauritius,1995,Female,17.13 [16.25-18.05]
Mauritius,1994,Both sexes,19.24 [18.45-20.07]
Mauritius,1994,Male,21.78 [20.83-22.78]
Mauritius,1994,Female,16.58 [15.8-17.38]
Mauritius,1993,Both sexes,18.71 [17.86-19.6]
Mauritius,1993,Male,21.18 [20.13-22.24]
Mauritius,1993,Female,16.13 [15.32-16.98]
Mauritius,1992,Both sexes,18.54 [17.76-19.37]
Mauritius,1992,Male,20.99 [20.04-21.99]
Mauritius,1992,Female,15.97 [15.22-16.77]
Mauritius,1991,Both sexes,18.91 [18.14-19.75]
Mauritius,1991,Male,21.42 [20.47-22.45]
Mauritius,1991,Female,16.29 [15.52-17.09]
Mauritius,1990,Both sexes,20.02 [19.15-20.96]
Mauritius,1990,Male,22.66 [21.6-23.79]
Mauritius,1990,Female,17.24 [16.39-18.13]
Mauritius,1989,Both sexes,21.8 [20.96-22.68]
Mauritius,1989,Male,24.66 [23.63-25.71]
Mauritius,1989,Female,18.79 [17.97-19.66]
Mauritius,1988,Both sexes,23.55 [22.53-24.61]
Mauritius,1988,Male,26.6 [25.42-27.88]
Mauritius,1988,Female,20.33 [19.35-21.37]
Mauritius,1987,Both sexes,24.37 [23.39-25.41]
Mauritius,1987,Male,27.51 [26.34-28.76]
Mauritius,1987,Female,21.06 [20.1-22.09]
Mauritius,1986,Both sexes,24.34 [23.37-25.35]
Mauritius,1986,Male,27.45 [26.27-28.66]
Mauritius,1986,Female,21.07 [20.13-22.06]
Mauritius,1985,Both sexes,24.23 [23.17-25.32]
Mauritius,1985,Male,27.29 [26.02-28.58]
Mauritius,1985,Female,21.03 [20.02-22.06]
Mauritius,1984,Both sexes,24.6 [23.67-25.55]
Mauritius,1984,Male,27.65 [26.53-28.8]
Mauritius,1984,Female,21.38 [20.48-22.33]
Mauritius,1983,Both sexes,25.68 [24.67-26.75]
Mauritius,1983,Male,28.81 [27.58-30.1]
Mauritius,1983,Female,22.38 [21.41-23.43]
Mauritius,1982,Both sexes,27.73 [26.76-28.73]
Mauritius,1982,Male,31.02 [29.87-32.25]
Mauritius,1982,Female,24.24 [23.28-25.25]
Mauritius,1981,Both sexes,30.48 [29.51-31.42]
Mauritius,1981,Male,34.04 [32.87-35.22]
Mauritius,1981,Female,26.71 [25.75-27.69]
Mauritius,1980,Both sexes,33.19 [32.07-34.3]
Mauritius,1980,Male,36.99 [35.63-38.33]
Mauritius,1980,Female,29.2 [28.1-30.34]
Mauritius,1979,Both sexes,35.32 [34.31-36.33]
Mauritius,1979,Male,39.31 [38.08-40.57]
Mauritius,1979,Female,31.11 [30.08-32.18]
Mauritius,1978,Both sexes,37.17 [36.02-38.36]
Mauritius,1978,Male,41.31 [39.93-42.76]
Mauritius,1978,Female,32.8 [31.62-34.03]
Mauritius,1977,Both sexes,39.3 [38.17-40.42]
Mauritius,1977,Male,43.59 [42.24-44.98]
Mauritius,1977,Female,34.78 [33.62-35.96]
Mauritius,1976,Both sexes,42.35 [41.19-43.51]
Mauritius,1976,Male,46.94 [45.51-48.4]
Mauritius,1976,Female,37.53 [36.32-38.78]
Mauritius,1975,Both sexes,47.26 [45.87-48.65]
Mauritius,1975,Male,52.26 [50.58-53.95]
