Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Maldives,2015,Female,7.81 [7.21-8.43]
Maldives,2014,Both sexes,9.3 [8.71-9.9]
Maldives,2014,Male,10.21 [9.5-10.94]
Maldives,2014,Female,8.33 [7.72-8.97]
Maldives,2013,Both sexes,9.9 [9.31-10.52]
Maldives,2013,Male,10.9 [10.17-11.64]
Maldives,2013,Female,8.85 [8.21-9.5]
Maldives,2012,Both sexes,10.53 [9.9-11.16]
Maldives,2012,Male,11.59 [10.84-12.37]
Maldives,2012,Female,9.4 [8.74-10.08]
Maldives,2011,Both sexes,11.19 [10.55-11.86]
Maldives,2011,Male,12.35 [11.56-13.16]
Maldives,2011,Female,9.98 [9.29-10.7]
Maldives,2010,Both sexes,11.94 [11.25-12.64]
Maldives,2010,Male,13.18 [12.35-14.04]
Maldives,2010,Female,10.63 [9.91-11.4]
Maldives,2009,Both sexes,12.79 [12.07-13.55]
Maldives,2009,Male,14.13 [13.25-15.06]
Maldives,2009,Female,11.37 [10.61-12.2]
Maldives,2008,Both sexes,13.79 [13.01-14.65]
Maldives,2008,Male,15.26 [14.28-16.3]
Maldives,2008,Female,12.25 [11.43-13.15]
Maldives,2007,Both sexes,15 [14.1-15.98]
Maldives,2007,Male,16.6 [15.51-17.79]
Maldives,2007,Female,13.31 [12.38-14.31]
Maldives,2006,Both sexes,16.45 [15.39-17.62]
Maldives,2006,Male,18.21 [16.95-19.61]
Maldives,2006,Female,14.59 [13.51-15.76]
Maldives,2005,Both sexes,18.19 [16.93-19.62]
Maldives,2005,Male,20.15 [18.65-21.85]
Maldives,2005,Female,16.14 [14.88-17.52]
Maldives,2004,Both sexes,20.88 [19.34-22.61]
Maldives,2004,Male,23.04 [21.22-25.11]
Maldives,2004,Female,18.59 [17.06-20.25]
Maldives,2003,Both sexes,22.68 [20.9-24.64]
Maldives,2003,Male,25.08 [23-27.39]
Maldives,2003,Female,20.16 [18.45-22.03]
Maldives,2002,Both sexes,25.42 [23.32-27.66]
Maldives,2002,Male,28.09 [25.65-30.74]
Maldives,2002,Female,22.61 [20.63-24.8]
Maldives,2001,Both sexes,28.44 [26.09-30.96]
Maldives,2001,Male,31.37 [28.62-34.31]
Maldives,2001,Female,25.37 [23.1-27.82]
Maldives,2000,Both sexes,31.61 [29.04-34.43]
Maldives,2000,Male,34.8 [31.77-38.08]
Maldives,2000,Female,28.27 [25.78-31.04]
Maldives,1999,Both sexes,34.87 [32.07-37.95]
Maldives,1999,Male,38.33 [34.99-41.86]
Maldives,1999,Female,31.25 [28.52-34.3]
Maldives,1998,Both sexes,38.16 [35.09-41.44]
Maldives,1998,Male,41.85 [38.31-45.68]
Maldives,1998,Female,34.25 [31.28-37.52]
Maldives,1997,Both sexes,41.43 [38.17-44.94]
Maldives,1997,Male,45.4 [41.62-49.52]
Maldives,1997,Female,37.25 [34.09-40.78]
Maldives,1996,Both sexes,44.69 [41.17-48.47]
Maldives,1996,Male,48.86 [44.82-53.25]
Maldives,1996,Female,40.26 [36.85-44.04]
Maldives,1995,Both sexes,47.88 [44.09-51.83]
Maldives,1995,Male,52.28 [47.98-56.91]
Maldives,1995,Female,43.18 [39.55-47.2]
Maldives,1994,Both sexes,50.95 [47.03-55.09]
Maldives,1994,Male,55.6 [51.04-60.46]
Maldives,1994,Female,46.02 [42.17-50.22]
Maldives,1993,Both sexes,53.96 [49.88-58.31]
Maldives,1993,Male,58.83 [54.03-63.93]
Maldives,1993,Female,48.79 [44.74-53.27]
Maldives,1992,Both sexes,56.95 [52.62-61.57]
Maldives,1992,Male,62 [57.04-67.44]
Maldives,1992,Female,51.57 [47.3-56.25]
Maldives,1991,Both sexes,59.93 [55.42-64.92]
Maldives,1991,Male,65.2 [59.97-70.94]
Maldives,1991,Female,54.35 [49.86-59.36]
Maldives,1990,Both sexes,62.97 [58.2-68.32]
Maldives,1990,Male,68.48 [62.81-74.57]
Maldives,1990,Female,57.19 [52.39-62.56]
Maldives,1989,Both sexes,66.13 [61.01-71.78]
Maldives,1989,Male,71.87 [65.81-78.23]
Maldives,1989,Female,60.14 [55.01-65.93]
Maldives,1988,Both sexes,69.41 [63.95-75.55]
Maldives,1988,Male,75.39 [68.96-82.29]
Maldives,1988,Female,63.19 [57.75-69.36]
Maldives,1987,Both sexes,72.91 [67.01-79.44]
Maldives,1987,Male,79.09 [72.27-86.41]
Maldives,1987,Female,66.44 [60.65-73.06]
Maldives,1986,Both sexes,76.65 [70.28-83.52]
Maldives,1986,Male,82.97 [75.7-90.77]
Maldives,1986,Female,69.93 [63.64-76.82]
Maldives,1985,Both sexes,80.53 [73.76-87.78]
Maldives,1985,Male,87.13 [79.41-95.42]
Maldives,1985,Female,73.58 [66.86-80.91]
Maldives,1984,Both sexes,84.63 [77.34-92.43]
Maldives,1984,Male,91.39 [83.13-100.4]
Maldives,1984,Female,77.51 [70.18-85.25]
Maldives,1983,Both sexes,89 [81.01-97.37]
Maldives,1983,Male,95.96 [86.99-105.7]
Maldives,1983,Female,81.55 [73.68-90.01]
Maldives,1982,Both sexes,93.53 [84.97-102.7]
Maldives,1982,Male,100.7 [90.98-111.2]
Maldives,1982,Female,85.87 [77.32-95.14]
Maldives,1981,Both sexes,98.31 [89.1-108.1]
Maldives,1981,Male,105.7 [95.35-117.1]
Maldives,1981,Female,90.39 [81.34-100.4]
Maldives,1980,Both sexes,103.4 [93.55-114.2]
Maldives,1980,Male,111.1 [99.99-123.3]
Maldives,1980,Female,95.26 [85.52-106.3]
Maldives,1979,Both sexes,108.8 [98.28-120.4]
Maldives,1979,Male,116.7 [104.7-130.2]
Maldives,1979,Female,100.4 [89.95-112.3]
Maldives,1978,Both sexes,114.6 [103.2-127.7]
Maldives,1978,Male,122.7 [109.9-138]
Maldives,1978,Female,105.9 [94.66-119.3]
Maldives,1977,Both sexes,120.7 [108.2-135.7]
Maldives,1977,Male,129.2 [115.5-146.3]
Maldives,1977,Female,111.9 [99.51-126.9]
Maldives,1976,Both sexes,127.4 [113.4-144.1]
Maldives,1976,Male,136.2 [120.9-155]
Maldives,1976,Female,118.3 [104.5-134.6]
Maldives,1975,Both sexes,134.6 [119-153.2]
Maldives,1975,Male,143.7 [126.6-164.5]
Maldives,1975,Female,125 [109.5-143.1]
Maldives,1974,Both sexes,142.1 [124.8-163.2]
Maldives,1974,Male,151.6 [132.7-175.1]
Maldives,1974,Female,132.1 [115.2-152.3]
Maldives,1973,Both sexes,149.6 [130.6-173.7]
Maldives,1973,Male,159.6 [139-186.2]
Maldives,1973,Female,139.4 [120.6-162.6]
Maldives,1972,Both sexes,157.6 [136.5-184]
Maldives,1972,Male,167.8 [144.8-197]
Maldives,1972,Female,146.6 [125.9-172.3]
Maldives,1971,Both sexes,164.9 [141.7-194.1]
Maldives,1971,Male,175.7 [150.5-207.5]
Maldives,1971,Female,153.5 [130.8-181.6]
Maldives,1970,Both sexes,171.8 [146.4-204]
Maldives,1970,Male,183.2 [155.6-217.9]
Maldives,1970,Female,160 [135.4-190.8]
Maldives,1969,Both sexes,178.5 [150.9-213.7]
Maldives,1969,Male,190.3 [160.4-228.5]
Maldives,1969,Female,166.1 [139.7-199.4]
Maldives,1968,Both sexes,184.9 [155.1-223.4]
Maldives,1968,Male,197.2 [164.6-239]
Maldives,1968,Female,171.9 [143.5-208.9]
Maldives,1967,Both sexes,191.1 [158.8-233.5]
Maldives,1967,Male,203.9 [168.4-249.8]
Maldives,1967,Female,177.7 [146.8-218.3]
Maldives,1966,Both sexes,197.4 [161.9-244.1]
Maldives,1966,Male,210.5 [171.8-260.5]
Maldives,1966,Female,183.7 [149.6-228.5]
Maldives,1965,Both sexes,203.8 [164.7-255.3]
Maldives,1965,Male,217.1 [174.5-273.3]
Maldives,1965,Female,189.5 [152.1-238.6]
Mali,2019,Both sexes,60.21 [51.48-70.54]
Mali,2019,Male,65.5 [55.85-76.95]
Mali,2019,Female,54.62 [46.52-64.23]
Mali,2018,Both sexes,61.79 [53.89-70.95]
Mali,2018,Male,67.22 [58.25-77.38]
Mali,2018,Female,56.11 [48.69-64.64]
Mali,2017,Both sexes,63.49 [56.09-71.67]
Mali,2017,Male,68.96 [60.65-78.1]
Mali,2017,Female,57.66 [50.77-65.43]
Mali,2016,Both sexes,65.2 [58.32-72.67]
Mali,2016,Male,70.76 [63.1-79.16]
Mali,2016,Female,59.18 [52.74-66.35]
Mali,2015,Both sexes,66.95 [60.59-73.83]
Mali,2015,Male,72.62 [65.52-80.43]
Mali,2015,Female,60.83 [54.85-67.56]
Mali,2014,Both sexes,68.75 [62.96-75.14]
Mali,2014,Male,74.54 [68.03-81.73]
Mali,2014,Female,62.57 [57.04-68.85]
Mali,2013,Both sexes,70.64 [65.3-76.56]
Mali,2013,Male,76.54 [70.43-83.2]
Mali,2013,Female,64.41 [59.22-70.23]
Mali,2012,Both sexes,72.6 [67.67-78.07]
Mali,2012,Male,78.59 [72.86-84.9]
Mali,2012,Female,66.23 [61.3-71.73]
Mali,2011,Both sexes,74.6 [69.96-79.83]
Mali,2011,Male,80.71 [75.32-86.77]
Mali,2011,Female,68.16 [63.4-73.31]
Mali,2010,Both sexes,76.7 [72.22-81.72]
Mali,2010,Male,82.91 [77.64-88.71]
Mali,2010,Female,70.12 [65.49-75.28]
Mali,2009,Both sexes,78.85 [74.44-83.81]
Mali,2009,Male,85.17 [79.92-90.85]
Mali,2009,Female,72.19 [67.65-77.17]
Mali,2008,Both sexes,81.04 [76.74-85.94]
Mali,2008,Male,87.48 [82.37-93.12]
Mali,2008,Female,74.28 [69.8-79.18]
Mali,2007,Both sexes,83.32 [79.03-88.18]
Mali,2007,Male,89.89 [84.73-95.49]
Mali,2007,Female,76.48 [72-81.33]
Mali,2006,Both sexes,85.68 [81.36-90.5]
Mali,2006,Male,92.26 [87.21-97.88]
Mali,2006,Female,78.75 [74.23-83.61]
Mali,2005,Both sexes,88.11 [83.79-92.94]
Mali,2005,Male,94.82 [89.74-100.5]
Mali,2005,Female,81.07 [76.55-85.94]
Mali,2004,Both sexes,90.62 [86.27-95.5]
Mali,2004,Male,97.43 [92.29-103.2]
Mali,2004,Female,83.5 [78.95-88.43]
Mali,2003,Both sexes,93.25 [88.88-98.17]
Mali,2003,Male,100.3 [95.09-106]
Mali,2003,Female,85.92 [81.35-90.91]
Mali,2002,Both sexes,96 [91.51-101]
Mali,2002,Male,103.2 [97.86-109]
Mali,2002,Female,88.45 [83.85-93.55]
Mali,2001,Both sexes,98.74 [94.08-103.9]
Mali,2001,Male,106.1 [100.7-112.1]
Mali,2001,Female,91.01 [86.33-96.18]
Mali,2000,Both sexes,101.5 [96.63-106.8]
Mali,2000,Male,108.9 [103.3-115]
Mali,2000,Female,93.64 [88.82-98.98]
Mali,1999,Both sexes,104.1 [99-109.5]
Mali,1999,Male,111.7 [105.9-117.9]
Mali,1999,Female,96.01 [91.07-101.5]
Mali,1998,Both sexes,106.4 [101.2-112]
Mali,1998,Male,114.2 [108.3-120.5]
Mali,1998,Female,98.12 [93.05-103.7]
Mali,1997,Both sexes,108.4 [103.2-114.1]
Mali,1997,Male,116.4 [110.5-122.9]
Mali,1997,Female,99.97 [94.79-105.6]
Mali,1996,Both sexes,110.2 [105-116]
Mali,1996,Male,118.4 [112.5-124.9]
Mali,1996,Female,101.5 [96.39-107.3]
Mali,1995,Both sexes,111.8 [106.6-117.5]
Mali,1995,Male,120.1 [114.2-126.5]
Mali,1995,Female,103 [97.86-108.8]
Mali,1994,Both sexes,113.3 [108-119]
Mali,1994,Male,121.7 [115.7-128.1]
Mali,1994,Female,104.4 [99.14-110]
Mali,1993,Both sexes,114.7 [109.3-120.5]
Mali,1993,Male,123.3 [117.2-129.8]
Mali,1993,Female,105.8 [100.4-111.5]
Mali,1992,Both sexes,116.2 [110.6-122.1]
Mali,1992,Male,124.9 [118.7-131.5]
Mali,1992,Female,107.2 [101.7-112.9]
Mali,1991,Both sexes,117.9 [112.2-123.9]
Mali,1991,Male,126.7 [120.3-133.4]
Mali,1991,Female,108.7 [103.1-114.6]
Mali,1990,Both sexes,119.8 [114-126]
Mali,1990,Male,128.7 [122.1-135.6]
Mali,1990,Female,110.5 [104.8-116.7]
Mali,1989,Both sexes,122 [116-128.3]
Mali,1989,Male,130.9 [124.1-137.9]
Mali,1989,Female,112.6 [106.8-119]
Mali,1988,Both sexes,124.4 [118.2-130.9]
Mali,1988,Male,133.4 [126.5-140.6]
Mali,1988,Female,114.9 [108.9-121.4]
Mali,1987,Both sexes,127 [120.6-133.7]
Mali,1987,Male,135.9 [128.8-143.5]
Mali,1987,Female,117.6 [111.3-124.2]
Mali,1986,Both sexes,129.8 [123.1-136.8]
Mali,1986,Male,138.7 [131.3-146.5]
Mali,1986,Female,120.4 [113.9-127.4]
Mali,1985,Both sexes,132.8 [125.9-140.2]
Mali,1985,Male,142 [134.2-150.2]
Mali,1985,Female,123.2 [116.4-130.6]
Mali,1984,Both sexes,136.1 [128.8-143.6]
Mali,1984,Male,145.5 [137.4-154.1]
Mali,1984,Female,126.1 [119-133.6]
Mali,1983,Both sexes,139.4 [131.9-147.3]
Mali,1983,Male,149.1 [140.7-158.2]
Mali,1983,Female,129.3 [121.7-137.1]
Mali,1982,Both sexes,142.9 [135.1-151.2]
Mali,1982,Male,152.8 [144.2-162.2]
Mali,1982,Female,132.5 [124.6-140.6]
Mali,1981,Both sexes,146.5 [138.2-155.1]
Mali,1981,Male,156.6 [147.5-166.3]
Mali,1981,Female,135.8 [127.4-144.5]
Mali,1980,Both sexes,150.1 [141.4-159.2]
Mali,1980,Male,160.4 [150.8-170.7]
Mali,1980,Female,139.1 [130.3-148.1]
Mali,1979,Both sexes,153.6 [144.5-163.2]
Mali,1979,Male,164.3 [154.2-175.2]
Mali,1979,Female,142.3 [133.3-151.9]
Mali,1978,Both sexes,157.3 [147.8-167.6]
Mali,1978,Male,168.3 [157.5-179.7]
Mali,1978,Female,145.8 [136.2-155.9]
Mali,1977,Both sexes,161 [150.9-171.8]
Mali,1977,Male,172.3 [160.9-184.3]
Mali,1977,Female,149.2 [139.1-160]
Mali,1976,Both sexes,164.7 [154.1-176]
Mali,1976,Male,176.3 [164.3-189.1]
Mali,1976,Female,152.6 [142.1-163.9]
Mali,1975,Both sexes,168.4 [157.2-180.6]
Mali,1975,Male,180.3 [167.6-193.9]
Mali,1975,Female,155.9 [145-168]
Mali,1974,Both sexes,172 [160.1-184.9]
Mali,1974,Male,183.9 [170.8-198.5]
Mali,1974,Female,159.1 [147.6-172]
Mali,1973,Both sexes,175.2 [162.6-188.7]
Mali,1973,Male,187.6 [173.8-202.7]
Mali,1973,Female,162 [149.8-175.5]
Mali,1972,Both sexes,178.3 [165-192.4]
Mali,1972,Male,190.9 [176.2-206.7]
Mali,1972,Female,164.8 [152.1-179.1]
Mali,1971,Both sexes,181.1 [167.1-195.9]
Mali,1971,Male,194 [178.6-210.4]
Mali,1971,Female,167.4 [153.8-182.2]
Mali,1970,Both sexes,183.7 [168.9-199.6]
Mali,1970,Male,196.9 [180.4-214.4]
Mali,1970,Female,169.8 [155.4-185.6]
Mali,1969,Both sexes,186.2 [170.3-203.1]
Mali,1969,Male,199.7 [182-218.5]
Mali,1969,Female,172.1 [156.6-188.9]
Mali,1968,Both sexes,188.9 [171.9-207.3]
Mali,1968,Male,202.3 [183.6-222.7]
Mali,1968,Female,174.6 [157.9-192.6]
Mali,1967,Both sexes,191.6 [173.4-211.7]
Mali,1967,Male,205.3 [184.9-227.6]
Mali,1967,Female,177.2 [159.3-196.7]
Mali,1966,Both sexes,194.6 [174.4-217]
Mali,1966,Male,208.3 [185.9-233.2]
Mali,1966,Female,179.9 [160.4-201.4]
Mali,1965,Both sexes,197.5 [175.3-222.7]
Mali,1965,Male,211.4 [186.9-239.4]
Mali,1965,Female,182.7 [161.3-206.8]
Mali,1964,Both sexes,200.7 [175.8-228.9]
Mali,1964,Male,214.9 [187.5-246.3]
Mali,1964,Female,185.6 [162-212.6]
Mali,1963,Both sexes,203.9 [175.9-236.4]
Mali,1963,Male,218.5 [187.7-254.1]
Mali,1963,Female,188.8 [162.3-219]
Malta,2019,Both sexes,6.08 [4.83-7.64]
Malta,2019,Male,6.6 [5.24-8.29]
Malta,2019,Female,5.54 [4.39-6.98]
Malta,2018,Both sexes,6.15 [5.04-7.48]
Malta,2018,Male,6.66 [5.45-8.12]
Malta,2018,Female,5.6 [4.58-6.84]
Malta,2017,Both sexes,6.17 [5.21-7.3]
Malta,2017,Male,6.69 [5.63-7.92]
Malta,2017,Female,5.62 [4.72-6.68]
Malta,2016,Both sexes,6.15 [5.32-7.09]
Malta,2016,Male,6.66 [5.75-7.7]
Malta,2016,Female,5.6 [4.84-6.51]
Malta,2015,Both sexes,6.11 [5.41-6.89]
Malta,2015,Male,6.61 [5.83-7.49]
Malta,2015,Female,5.57 [4.9-6.32]
Malta,2014,Both sexes,6.06 [5.44-6.74]
Malta,2014,Male,6.57 [5.87-7.34]
Malta,2014,Female,5.53 [4.93-6.19]
Malta,2013,Both sexes,6.02 [5.46-6.65]
Malta,2013,Male,6.52 [5.88-7.23]
Malta,2013,Female,5.5 [4.94-6.12]
Malta,2012,Both sexes,5.99 [5.45-6.6]
Malta,2012,Male,6.49 [5.87-7.18]
Malta,2012,Female,5.46 [4.94-6.06]
Malta,2011,Both sexes,5.97 [5.43-6.56]
Malta,2011,Male,6.46 [5.86-7.14]
Malta,2011,Female,5.44 [4.93-6.04]
Malta,2010,Both sexes,5.95 [5.4-6.55]
Malta,2010,Male,6.44 [5.83-7.12]
Malta,2010,Female,5.43 [4.91-6.02]
Malta,2009,Both sexes,5.93 [5.39-6.53]
Malta,2009,Male,6.42 [5.81-7.1]
Malta,2009,Female,5.41 [4.89-6]
Malta,2008,Both sexes,5.92 [5.38-6.51]
Malta,2008,Male,6.41 [5.8-7.08]
Malta,2008,Female,5.4 [4.88-5.99]
Malta,2007,Both sexes,5.92 [5.38-6.51]
Malta,2007,Male,6.41 [5.79-7.07]
Malta,2007,Female,5.41 [4.89-5.99]
Malta,2006,Both sexes,5.93 [5.4-6.51]
Malta,2006,Male,6.43 [5.81-7.08]
Malta,2006,Female,5.42 [4.9-5.99]
Malta,2005,Both sexes,5.97 [5.43-6.56]
Malta,2005,Male,6.46 [5.85-7.12]
Malta,2005,Female,5.46 [4.93-6.02]
Malta,2004,Both sexes,6.04 [5.49-6.61]
Malta,2004,Male,6.53 [5.91-7.2]
Malta,2004,Female,5.51 [4.98-6.09]
Malta,2003,Both sexes,6.13 [5.58-6.73]
Malta,2003,Male,6.64 [6.02-7.31]
Malta,2003,Female,5.6 [5.06-6.19]
Malta,2002,Both sexes,6.26 [5.71-6.87]
Malta,2002,Male,6.78 [6.15-7.47]
Malta,2002,Female,5.72 [5.18-6.32]
Malta,2001,Both sexes,6.44 [5.88-7.05]
Malta,2001,Male,6.97 [6.34-7.67]
Malta,2001,Female,5.89 [5.32-6.48]
Malta,2000,Both sexes,6.66 [6.09-7.27]
Malta,2000,Male,7.24 [6.59-7.95]
Malta,2000,Female,6.05 [5.49-6.65]
Malta,1999,Both sexes,6.92 [6.34-7.54]
Malta,1999,Male,7.53 [6.87-8.25]
Malta,1999,Female,6.29 [5.73-6.9]
Malta,1998,Both sexes,7.22 [6.64-7.86]
Malta,1998,Male,7.85 [7.18-8.58]
Malta,1998,Female,6.56 [5.99-7.18]
Malta,1997,Both sexes,7.55 [6.96-8.2]
Malta,1997,Male,8.23 [7.56-8.97]
Malta,1997,Female,6.83 [6.25-7.46]
Malta,1996,Both sexes,7.9 [7.3-8.55]
Malta,1996,Male,8.62 [7.93-9.36]
Malta,1996,Female,7.15 [6.56-7.79]
Malta,1995,Both sexes,8.26 [7.65-8.91]
Malta,1995,Male,9.01 [8.31-9.76]
Malta,1995,Female,7.47 [6.87-8.12]
Malta,1994,Both sexes,8.62 [8-9.29]
Malta,1994,Male,9.42 [8.71-10.2]
Malta,1994,Female,7.77 [7.15-8.43]
Malta,1993,Both sexes,8.97 [8.34-9.67]
Malta,1993,Male,9.81 [9.08-10.61]
Malta,1993,Female,8.08 [7.45-8.76]
Malta,1992,Both sexes,9.32 [8.67-10.03]
Malta,1992,Male,10.2 [9.45-11.02]
Malta,1992,Female,8.39 [7.75-9.1]
Malta,1991,Both sexes,9.67 [9.01-10.38]
Malta,1991,Male,10.6 [9.83-11.45]
Malta,1991,Female,8.69 [8.04-9.4]
Malta,1990,Both sexes,10.03 [9.36-10.77]
Malta,1990,Male,11 [10.21-11.86]
Malta,1990,Female,9.03 [8.36-9.74]
Malta,1989,Both sexes,10.43 [9.74-11.16]
Malta,1989,Male,11.42 [10.62-12.3]
Malta,1989,Female,9.38 [8.7-10.11]
Malta,1988,Both sexes,10.84 [10.14-11.59]
Malta,1988,Male,11.89 [11.07-12.79]
Malta,1988,Female,9.74 [9.04-10.49]
Malta,1987,Both sexes,11.31 [10.58-12.07]
Malta,1987,Male,12.4 [11.55-13.29]
Malta,1987,Female,10.16 [9.42-10.92]
Malta,1986,Both sexes,11.81 [11.08-12.57]
Malta,1986,Male,12.96 [12.07-13.88]
Malta,1986,Female,10.59 [9.84-11.37]
Malta,1985,Both sexes,12.32 [11.57-13.1]
Malta,1985,Male,13.53 [12.63-14.47]
Malta,1985,Female,11.05 [10.28-11.87]
Malta,1984,Both sexes,12.84 [12.08-13.65]
Malta,1984,Male,14.12 [13.2-15.08]
Malta,1984,Female,11.5 [10.73-12.35]
Malta,1983,Both sexes,13.37 [12.59-14.2]
Malta,1983,Male,14.7 [13.76-15.67]
Malta,1983,Female,11.97 [11.18-12.84]
Malta,1982,Both sexes,13.89 [13.09-14.75]
Malta,1982,Male,15.28 [14.33-16.28]
Malta,1982,Female,12.43 [11.62-13.31]
Malta,1981,Both sexes,14.41 [13.61-15.31]
Malta,1981,Male,15.86 [14.88-16.9]
Malta,1981,Female,12.9 [12.06-13.79]
Malta,1980,Both sexes,14.98 [14.14-15.89]
Malta,1980,Male,16.49 [15.47-17.56]
Malta,1980,Female,13.4 [12.54-14.34]
Malta,1979,Both sexes,15.61 [14.73-16.55]
Malta,1979,Male,17.18 [16.14-18.28]
Malta,1979,Female,13.96 [13.06-14.91]
Malta,1978,Both sexes,16.32 [15.41-17.28]
Malta,1978,Male,17.95 [16.86-19.09]
Malta,1978,Female,14.61 [13.67-15.59]
Malta,1977,Both sexes,17.13 [16.17-18.11]
Malta,1977,Male,18.84 [17.68-20.02]
Malta,1977,Female,15.33 [14.34-16.34]
Malta,1976,Both sexes,18.04 [17.07-19.06]
Malta,1976,Male,19.84 [18.64-21.07]
Malta,1976,Female,16.15 [15.15-17.21]
Malta,1975,Both sexes,19.05 [18.04-20.12]
Malta,1975,Male,20.93 [19.7-22.21]
Malta,1975,Female,17.07 [16.04-18.19]
Malta,1974,Both sexes,20.13 [19.09-21.23]
Malta,1974,Male,22.11 [20.84-23.44]
Malta,1974,Female,18.05 [16.98-19.2]
Malta,1973,Both sexes,21.28 [20.19-22.41]
Malta,1973,Male,23.37 [22.06-24.75]
Malta,1973,Female,19.07 [17.96-20.26]
Malta,1972,Both sexes,22.45 [21.32-23.62]
Malta,1972,Male,24.65 [23.3-26.07]
Malta,1972,Female,20.14 [18.97-21.36]
Malta,1971,Both sexes,23.64 [22.48-24.84]
Malta,1971,Male,25.95 [24.55-27.4]
Malta,1971,Female,21.23 [20.02-22.5]
Malta,1970,Both sexes,24.85 [23.64-26.07]
Malta,1970,Male,27.27 [25.8-28.74]
Malta,1970,Female,22.3 [21.06-23.61]
Malta,1969,Both sexes,26.03 [24.83-27.29]
Malta,1969,Male,28.57 [27.09-30.08]
Malta,1969,Female,23.39 [22.11-24.71]
Malta,1968,Both sexes,27.21 [25.99-28.47]
Malta,1968,Male,29.82 [28.33-31.39]
Malta,1968,Female,24.46 [23.15-25.82]
Malta,1967,Both sexes,28.32 [27.06-29.62]
Malta,1967,Male,31.03 [29.5-32.63]
Malta,1967,Female,25.46 [24.14-26.87]
Malta,1966,Both sexes,29.34 [28.06-30.64]
Malta,1966,Male,32.14 [30.58-33.72]
Malta,1966,Female,26.41 [25.04-27.81]
Malta,1965,Both sexes,30.25 [28.98-31.59]
Malta,1965,Male,33.14 [31.57-34.75]
Malta,1965,Female,27.23 [25.86-28.67]
Malta,1964,Both sexes,31.08 [29.82-32.42]
Malta,1964,Male,34.02 [32.48-35.64]
Malta,1964,Female,28 [26.62-29.42]
Malta,1963,Both sexes,31.92 [30.65-33.24]
Malta,1963,Male,34.92 [33.34-36.56]
Malta,1963,Female,28.75 [27.4-30.2]
Malta,1962,Both sexes,32.9 [31.61-34.22]
Malta,1962,Male,35.97 [34.39-37.62]
Malta,1962,Female,29.66 [28.26-31.11]
Malta,1961,Both sexes,34.21 [32.93-35.54]
Malta,1961,Male,37.4 [35.83-39.07]
Malta,1961,Female,30.85 [29.41-32.33]
Malta,1960,Both sexes,36.12 [34.81-37.47]
Malta,1960,Male,39.47 [37.83-41.22]
Malta,1960,Female,32.56 [31.07-34.1]
Malta,1959,Both sexes,38.93 [37.55-40.35]
Malta,1959,Male,42.51 [40.81-44.34]
Malta,1959,Female,35.12 [33.56-36.74]
Malta,1958,Both sexes,42.9 [41.44-44.4]
Malta,1958,Male,46.77 [44.91-48.77]
Malta,1958,Female,38.8 [37.13-40.54]
Malta,1957,Both sexes,48.38 [46.81-50.01]
Malta,1957,Male,52.67 [50.59-54.86]
Malta,1957,Female,43.85 [41.99-45.79]
Malta,1956,Both sexes,55.51 [53.83-57.27]
Malta,1956,Male,60.25 [57.97-62.68]
Malta,1956,Female,50.52 [48.43-52.68]
Malta,1955,Both sexes,63.82 [61.97-65.74]
Malta,1955,Male,69.08 [66.46-71.81]
Malta,1955,Female,58.3 [55.97-60.7]
Malta,1954,Both sexes,72.27 [70.33-74.31]
Malta,1954,Male,78.02 [75.1-81.01]
Malta,1954,Female,66.24 [63.65-68.9]
Malta,1953,Both sexes,79.9 [77.87-82.05]
Malta,1953,Male,86 [82.9-89.31]
Malta,1953,Female,73.44 [70.63-76.42]
Malta,1952,Both sexes,85.71 [83.5-87.97]
Malta,1952,Male,92.12 [88.76-95.63]
Malta,1952,Female,78.97 [75.83-82.23]
Malta,1951,Both sexes,89.18 [86.56-91.82]
Malta,1951,Male,95.79 [91.99-99.66]
Malta,1951,Female,82.25 [78.64-85.84]
Malta,1950,Both sexes,90.92 [87.13-94.77]
Malta,1950,Male,97.62 [92.83-102.5]
Malta,1950,Female,83.88 [79.51-88.53]
Marshall Islands,2019,Both sexes,26.39 [16.95-39.9]
Marshall Islands,2019,Male,29.45 [18.92-44.61]
Marshall Islands,2019,Female,23.18 [14.8-35.07]
Marshall Islands,2018,Both sexes,27.16 [17.96-39.85]
Marshall Islands,2018,Male,30.3 [20-44.57]
Marshall Islands,2018,Female,23.84 [15.69-35.22]
Marshall Islands,2017,Both sexes,27.88 [19.05-39.76]
Marshall Islands,2017,Male,31.09 [21.24-44.36]
Marshall Islands,2017,Female,24.49 [16.74-35.04]
Marshall Islands,2016,Both sexes,28.6 [20.21-39.63]
Marshall Islands,2016,Male,31.88 [22.5-44.21]
Marshall Islands,2016,Female,25.1 [17.69-34.94]
Marshall Islands,2015,Both sexes,29.29 [21.34-39.25]
Marshall Islands,2015,Male,32.7 [23.83-44.01]
Marshall Islands,2015,Female,25.72 [18.64-34.7]
Marshall Islands,2014,Both sexes,29.96 [22.47-38.98]
Marshall Islands,2014,Male,33.39 [24.99-43.57]
Marshall Islands,2014,Female,26.26 [19.63-34.39]
Marshall Islands,2013,Both sexes,30.49 [23.62-38.59]
Marshall Islands,2013,Male,34.01 [26.29-43.16]
Marshall Islands,2013,Female,26.78 [20.6-33.97]
