Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Madagascar,1994,Male,144.9 [134.9-156]
Madagascar,1994,Female,130.2 [121.2-140.1]
Madagascar,1993,Both sexes,142.4 [133-153.1]
Madagascar,1993,Male,149.7 [139.5-161.2]
Madagascar,1993,Female,134.8 [125.5-145]
Madagascar,1992,Both sexes,147.3 [137.4-158.1]
Madagascar,1992,Male,154.6 [144.1-166.3]
Madagascar,1992,Female,139.5 [129.7-150]
Madagascar,1991,Both sexes,152.2 [141.9-163.3]
Madagascar,1991,Male,159.7 [148.8-171.7]
Madagascar,1991,Female,144.2 [134.1-155.1]
Madagascar,1990,Both sexes,157.3 [146.9-168.8]
Madagascar,1990,Male,165 [153.8-177.2]
Madagascar,1990,Female,149.3 [138.9-160.7]
Madagascar,1989,Both sexes,162.7 [151.8-174.8]
Madagascar,1989,Male,170.5 [158.8-183.3]
Madagascar,1989,Female,154.5 [143.9-166.1]
Madagascar,1988,Both sexes,167.8 [156.5-180.5]
Madagascar,1988,Male,175.8 [163.6-189.3]
Madagascar,1988,Female,159.5 [148.4-171.7]
Madagascar,1987,Both sexes,172.3 [160.6-185.5]
Madagascar,1987,Male,180.5 [167.8-194.6]
Madagascar,1987,Female,163.7 [152.2-176.5]
Madagascar,1986,Both sexes,175.9 [163.6-189.7]
Madagascar,1986,Male,184.3 [171.1-199]
Madagascar,1986,Female,167.1 [155.1-180.6]
Madagascar,1985,Both sexes,178.2 [165.5-192.5]
Madagascar,1985,Male,186.6 [173.1-201.9]
Madagascar,1985,Female,169.4 [157-183.2]
Madagascar,1984,Both sexes,179.1 [166.2-193.6]
Madagascar,1984,Male,187.4 [173.8-203.1]
Madagascar,1984,Female,170.3 [157.8-184.3]
Madagascar,1983,Both sexes,178.7 [165.7-193.3]
Madagascar,1983,Male,187 [173.2-202.5]
Madagascar,1983,Female,170 [157.3-184.1]
Madagascar,1982,Both sexes,177.2 [164.2-191.6]
Madagascar,1982,Male,185.4 [171.6-200.7]
Madagascar,1982,Female,168.5 [155.7-182.7]
Madagascar,1981,Both sexes,175 [161.7-189.5]
Madagascar,1981,Male,183.3 [169-198.6]
Madagascar,1981,Female,166.4 [153.5-180.5]
Madagascar,1980,Both sexes,172.6 [159.1-187.1]
Madagascar,1980,Male,180.9 [166.4-196.4]
Madagascar,1980,Female,163.9 [150.9-178.2]
Madagascar,1979,Both sexes,170.3 [156.8-185]
Madagascar,1979,Male,178.6 [164.1-194.4]
Madagascar,1979,Female,161.7 [148.4-176.1]
Madagascar,1978,Both sexes,168.2 [154.4-183.3]
Madagascar,1978,Male,176.4 [161.6-192.5]
Madagascar,1978,Female,159.4 [146-174.2]
Madagascar,1977,Both sexes,166.1 [151.8-181.6]
Madagascar,1977,Male,174.3 [159.3-191.1]
Madagascar,1977,Female,157.3 [143.5-172.3]
Madagascar,1976,Both sexes,163.9 [149.1-179.9]
Madagascar,1976,Male,172.2 [156.4-189.6]
Madagascar,1976,Female,155 [140.8-170.5]
Madagascar,1975,Both sexes,161.5 [146.3-178.3]
Madagascar,1975,Male,169.9 [153.5-188]
Madagascar,1975,Female,152.6 [138-168.7]
Madagascar,1974,Both sexes,158.9 [143.3-176.1]
Madagascar,1974,Male,167.2 [150.4-186]
Madagascar,1974,Female,149.9 [134.9-166.7]
Madagascar,1973,Both sexes,156.3 [140.2-174.2]
Madagascar,1973,Male,164.6 [147.3-184.1]
Madagascar,1973,Female,147.5 [131.9-164.6]
Madagascar,1972,Both sexes,153.9 [136.9-172.7]
Madagascar,1972,Male,162.2 [144.3-182.6]
Madagascar,1972,Female,145.1 [128.8-163.1]
Madagascar,1971,Both sexes,151.7 [133.7-172.1]
Madagascar,1971,Male,160 [140.8-181.8]
Madagascar,1971,Female,142.9 [125.7-162.3]
Madagascar,1970,Both sexes,149.6 [130.2-171.7]
Madagascar,1970,Male,157.9 [137.3-181.5]
Madagascar,1970,Female,140.8 [122.3-161.9]
Madagascar,1969,Both sexes,147.7 [126.5-172.3]
Madagascar,1969,Male,156.1 [133.5-182.2]
Madagascar,1969,Female,138.9 [119-162.3]
Madagascar,1968,Both sexes,145.8 [122.3-174]
Madagascar,1968,Male,154.1 [129.1-183.8]
Madagascar,1968,Female,137.1 [114.7-163.6]
Malawi,2019,Both sexes,41.63 [27.02-60.92]
Malawi,2019,Male,46 [29.8-67.32]
Malawi,2019,Female,37.15 [24.14-54.56]
Malawi,2018,Both sexes,43.89 [30.09-61.53]
Malawi,2018,Male,48.33 [33.16-67.65]
Malawi,2018,Female,39.23 [26.82-55.12]
Malawi,2017,Both sexes,46.86 [33.79-62.55]
Malawi,2017,Male,51.41 [37.13-68.64]
Malawi,2017,Female,42.01 [30.25-56.12]
Malawi,2016,Both sexes,50.05 [38.31-63.41]
Malawi,2016,Male,54.89 [41.97-69.66]
Malawi,2016,Female,44.92 [34.33-57.12]
Malawi,2015,Both sexes,53.76 [43.6-64.98]
Malawi,2015,Male,58.79 [47.68-71.02]
Malawi,2015,Female,48.45 [39.32-58.73]
Malawi,2014,Both sexes,57.99 [49.85-67.14]
Malawi,2014,Male,63.23 [54.36-73.28]
Malawi,2014,Female,52.47 [44.98-60.92]
Malawi,2013,Both sexes,63.88 [56.98-71.49]
Malawi,2013,Male,69.46 [61.84-77.78]
Malawi,2013,Female,58.05 [51.67-65.18]
Malawi,2012,Both sexes,71.19 [64.61-78.29]
Malawi,2012,Male,77.04 [69.88-84.84]
Malawi,2012,Female,65.04 [58.89-71.83]
Malawi,2011,Both sexes,78.59 [71.51-86.3]
Malawi,2011,Male,84.71 [77.12-93.21]
Malawi,2011,Female,72.11 [65.44-79.31]
Malawi,2010,Both sexes,84.92 [77.42-93.43]
Malawi,2010,Male,91.48 [83.16-100.8]
Malawi,2010,Female,78.1 [70.95-86.09]
Malawi,2009,Both sexes,89.81 [82.21-98.19]
Malawi,2009,Male,96.56 [88.19-105.7]
Malawi,2009,Female,82.77 [75.6-90.72]
Malawi,2008,Both sexes,94.47 [87.07-102.4]
Malawi,2008,Male,101.4 [93.41-110.1]
Malawi,2008,Female,87.21 [80.26-94.75]
Malawi,2007,Both sexes,99.43 [92.38-106.8]
Malawi,2007,Male,106.5 [98.85-114.7]
Malawi,2007,Female,92 [85.24-99.16]
Malawi,2006,Both sexes,103.6 [96.53-111.2]
Malawi,2006,Male,110.7 [103-119]
Malawi,2006,Female,96.04 [89.32-103.3]
Malawi,2005,Both sexes,109.7 [102.2-117.9]
Malawi,2005,Male,117.1 [108.8-126]
Malawi,2005,Female,102 [94.83-109.9]
Malawi,2004,Both sexes,118.8 [110.9-127.4]
Malawi,2004,Male,126.5 [117.9-135.9]
Malawi,2004,Female,110.7 [103.2-119]
Malawi,2003,Both sexes,130.5 [122.5-139.4]
Malawi,2003,Male,138.7 [129.8-148.4]
Malawi,2003,Female,122 [114.2-130.6]
Malawi,2002,Both sexes,144.3 [135.7-153.8]
Malawi,2002,Male,152.9 [143.5-163.2]
Malawi,2002,Female,135.3 [126.8-144.3]
Malawi,2001,Both sexes,159 [149.7-169]
Malawi,2001,Male,168 [158.1-178.9]
Malawi,2001,Female,149.4 [140.4-159]
Malawi,2000,Both sexes,172.6 [162.6-183.5]
Malawi,2000,Male,182 [171.3-193.7]
Malawi,2000,Female,162.8 [152.9-173.3]
Malawi,1999,Both sexes,183.4 [173-194.4]
Malawi,1999,Male,192.9 [181.8-204.9]
Malawi,1999,Female,173.3 [163.1-183.9]
Malawi,1998,Both sexes,191.3 [180.5-202.6]
Malawi,1998,Male,201 [189.5-213.2]
Malawi,1998,Female,181.2 [170.5-192.1]
Malawi,1997,Both sexes,197 [185.9-208.6]
Malawi,1997,Male,206.6 [194.7-219]
Malawi,1997,Female,187 [176-198.2]
Malawi,1996,Both sexes,201.4 [190.2-213.4]
Malawi,1996,Male,211 [198.9-223.9]
Malawi,1996,Female,191.5 [180.4-203.2]
Malawi,1995,Both sexes,206.3 [194.6-218.9]
Malawi,1995,Male,215.9 [203.3-229.3]
Malawi,1995,Female,196.3 [184.8-208.5]
Malawi,1994,Both sexes,212.8 [200.9-225.4]
Malawi,1994,Male,222.5 [210-236.1]
Malawi,1994,Female,202.6 [191-214.8]
Malawi,1993,Both sexes,220.2 [207.6-233.5]
Malawi,1993,Male,230.3 [216.9-244.4]
Malawi,1993,Female,209.6 [197.4-222.7]
Malawi,1992,Both sexes,227.8 [215-241.5]
Malawi,1992,Male,238.2 [224.6-253]
Malawi,1992,Female,216.9 [204-230.3]
Malawi,1991,Both sexes,235.4 [222.1-249.3]
Malawi,1991,Male,246.2 [232.1-261.2]
Malawi,1991,Female,224 [211-237.6]
Malawi,1990,Both sexes,242.8 [229-257.1]
Malawi,1990,Male,254 [239.4-269.6]
Malawi,1990,Female,230.9 [217.3-245.1]
Malawi,1989,Both sexes,248.9 [234.7-263.5]
Malawi,1989,Male,260.6 [245.5-276.3]
Malawi,1989,Female,236.7 [222.9-251.3]
Malawi,1988,Both sexes,253.5 [238.5-268.9]
Malawi,1988,Male,265.4 [249.9-282]
Malawi,1988,Female,241.2 [226.4-256.2]
Malawi,1987,Both sexes,255.5 [240-271.6]
Malawi,1987,Male,267.4 [251.3-284.9]
Malawi,1987,Female,242.9 [227.8-258.3]
Malawi,1986,Both sexes,254.5 [239.4-270.8]
Malawi,1986,Male,266.4 [250.2-283.9]
Malawi,1986,Female,242 [227.2-257.6]
Malawi,1985,Both sexes,251.4 [236-267.7]
Malawi,1985,Male,263.2 [246.9-280.6]
Malawi,1985,Female,238.9 [224-254.7]
Malawi,1984,Both sexes,247.1 [231.7-262.9]
Malawi,1984,Male,258.8 [242.6-276]
Malawi,1984,Female,234.8 [219.8-250.6]
Malawi,1983,Both sexes,244 [228.1-260.8]
Malawi,1983,Male,255.7 [238.9-273.6]
Malawi,1983,Female,231.8 [216.4-248.1]
Malawi,1982,Both sexes,244.4 [228.2-261.6]
Malawi,1982,Male,256 [239-274.5]
Malawi,1982,Female,232 [216.1-248.8]
Malawi,1981,Both sexes,248.6 [232.4-266]
Malawi,1981,Male,260.5 [243.3-279.2]
Malawi,1981,Female,236.2 [219.9-253]
Malawi,1980,Both sexes,255.9 [239-273.7]
Malawi,1980,Male,268.1 [250.2-287.4]
Malawi,1980,Female,243.2 [226.4-260.7]
Malawi,1979,Both sexes,264.5 [247.2-282.8]
Malawi,1979,Male,277 [258.8-296.8]
Malawi,1979,Female,251.4 [234.3-269.6]
Malawi,1978,Both sexes,275 [256.7-294.6]
Malawi,1978,Male,287.9 [268.7-309.1]
Malawi,1978,Female,261.4 [243.4-280.6]
Malawi,1977,Both sexes,285.2 [266.1-305.8]
Malawi,1977,Male,298.6 [278.2-320.7]
Malawi,1977,Female,271.1 [252.2-291.3]
Malawi,1976,Both sexes,294.9 [274.6-316.5]
Malawi,1976,Male,308.7 [287.1-331.9]
Malawi,1976,Female,280.3 [260.2-301.9]
Malawi,1975,Both sexes,304.3 [282.3-327.6]
Malawi,1975,Male,318.5 [295.1-343.2]
Malawi,1975,Female,289.3 [267.7-312.6]
Malawi,1974,Both sexes,313.5 [290-338.2]
Malawi,1974,Male,328.1 [303.1-354.7]
Malawi,1974,Female,298.1 [275-322.4]
Malawi,1973,Both sexes,322.2 [297.1-349]
Malawi,1973,Male,336.9 [310.7-365.8]
Malawi,1973,Female,306.3 [281.8-332.8]
Malawi,1972,Both sexes,329.9 [303.9-358.1]
Malawi,1972,Male,345.2 [317.8-375.2]
Malawi,1972,Female,313.6 [288.3-341.2]
Malawi,1971,Both sexes,336.4 [309.8-365.7]
Malawi,1971,Male,352.2 [323.5-383.3]
Malawi,1971,Female,319.9 [293.7-348.4]
Malawi,1970,Both sexes,341.3 [313.5-372.9]
Malawi,1970,Male,357.4 [327.3-391]
Malawi,1970,Female,324.4 [297.2-355.1]
Malawi,1969,Both sexes,344.7 [314.4-379.2]
Malawi,1969,Male,361 [328.6-397.4]
Malawi,1969,Female,327.8 [297.9-361.4]
Malawi,1968,Both sexes,347.5 [312.6-387.1]
Malawi,1968,Male,363.8 [326.3-405.3]
Malawi,1968,Female,330.1 [296.3-368.7]
Malawi,1967,Both sexes,349.4 [308.9-395.4]
Malawi,1967,Male,365.8 [323.3-413.7]
Malawi,1967,Female,332.1 [293.7-376.6]
Malawi,1966,Both sexes,351.2 [305.5-404.2]
Malawi,1966,Male,367.7 [319.6-423.3]
Malawi,1966,Female,334 [290.2-385.2]
Malawi,1965,Both sexes,353 [302.1-414.2]
Malawi,1965,Male,369.7 [315.5-434.2]
Malawi,1965,Female,335.4 [286.9-394.4]
Malaysia,2019,Both sexes,8.55 [8.14-8.99]
Malaysia,2019,Male,9.22 [8.76-9.71]
Malaysia,2019,Female,7.86 [7.46-8.28]
Malaysia,2018,Both sexes,8.43 [8.17-8.7]
Malaysia,2018,Male,9.09 [8.79-9.39]
Malaysia,2018,Female,7.74 [7.48-8.02]
Malaysia,2017,Both sexes,8.28 [8.1-8.46]
Malaysia,2017,Male,8.93 [8.71-9.14]
Malaysia,2017,Female,7.6 [7.41-7.8]
Malaysia,2016,Both sexes,8.15 [7.99-8.31]
Malaysia,2016,Male,8.79 [8.6-8.98]
Malaysia,2016,Female,7.48 [7.31-7.65]
Malaysia,2015,Both sexes,8.05 [7.9-8.21]
Malaysia,2015,Male,8.7 [8.52-8.89]
Malaysia,2015,Female,7.37 [7.2-7.54]
Malaysia,2014,Both sexes,7.99 [7.83-8.15]
Malaysia,2014,Male,8.66 [8.47-8.85]
Malaysia,2014,Female,7.28 [7.12-7.45]
Malaysia,2013,Both sexes,7.96 [7.81-8.11]
Malaysia,2013,Male,8.65 [8.47-8.83]
Malaysia,2013,Female,7.23 [7.07-7.39]
Malaysia,2012,Both sexes,7.96 [7.81-8.11]
Malaysia,2012,Male,8.67 [8.49-8.85]
Malaysia,2012,Female,7.22 [7.05-7.38]
Malaysia,2011,Both sexes,8 [7.86-8.15]
Malaysia,2011,Male,8.73 [8.55-8.91]
Malaysia,2011,Female,7.25 [7.09-7.41]
Malaysia,2010,Both sexes,8.06 [7.91-8.21]
Malaysia,2010,Male,8.79 [8.62-8.98]
Malaysia,2010,Female,7.28 [7.12-7.45]
Malaysia,2009,Both sexes,8.1 [7.94-8.25]
Malaysia,2009,Male,8.84 [8.65-9.03]
Malaysia,2009,Female,7.31 [7.14-7.49]
Malaysia,2008,Both sexes,8.1 [7.95-8.25]
Malaysia,2008,Male,8.85 [8.66-9.04]
Malaysia,2008,Female,7.31 [7.14-7.49]
Malaysia,2007,Both sexes,8.1 [7.95-8.26]
Malaysia,2007,Male,8.85 [8.65-9.05]
Malaysia,2007,Female,7.31 [7.13-7.5]
Malaysia,2006,Both sexes,8.13 [7.98-8.29]
Malaysia,2006,Male,8.89 [8.68-9.1]
Malaysia,2006,Female,7.34 [7.15-7.54]
Malaysia,2005,Both sexes,8.21 [8.05-8.37]
Malaysia,2005,Male,8.97 [8.75-9.19]
Malaysia,2005,Female,7.41 [7.21-7.62]
Malaysia,2004,Both sexes,8.33 [8.18-8.5]
Malaysia,2004,Male,9.1 [8.88-9.34]
Malaysia,2004,Female,7.52 [7.31-7.74]
Malaysia,2003,Both sexes,8.54 [8.38-8.7]
Malaysia,2003,Male,9.33 [9.09-9.57]
Malaysia,2003,Female,7.71 [7.48-7.94]
Malaysia,2002,Both sexes,8.89 [8.72-9.06]
Malaysia,2002,Male,9.73 [9.48-9.99]
Malaysia,2002,Female,7.99 [7.76-8.24]
Malaysia,2001,Both sexes,9.45 [9.27-9.63]
Malaysia,2001,Male,10.35 [10.08-10.64]
Malaysia,2001,Female,8.5 [8.25-8.77]
Malaysia,2000,Both sexes,10.19 [10-10.39]
Malaysia,2000,Male,11.18 [10.88-11.5]
Malaysia,2000,Female,9.15 [8.86-9.45]
Malaysia,1999,Both sexes,10.99 [10.78-11.2]
Malaysia,1999,Male,12.06 [11.72-12.4]
Malaysia,1999,Female,9.87 [9.54-10.19]
Malaysia,1998,Both sexes,11.73 [11.51-11.95]
Malaysia,1998,Male,12.89 [12.52-13.26]
Malaysia,1998,Female,10.51 [10.16-10.86]
Malaysia,1997,Both sexes,12.37 [12.14-12.61]
Malaysia,1997,Male,13.61 [13.22-14.01]
Malaysia,1997,Female,11.07 [10.69-11.45]
Malaysia,1996,Both sexes,12.9 [12.65-13.15]
Malaysia,1996,Male,14.19 [13.78-14.61]
Malaysia,1996,Female,11.54 [11.13-11.95]
Malaysia,1995,Both sexes,13.36 [13.11-13.62]
Malaysia,1995,Male,14.71 [14.28-15.15]
Malaysia,1995,Female,11.94 [11.51-12.37]
Malaysia,1994,Both sexes,13.85 [13.58-14.13]
Malaysia,1994,Male,15.25 [14.8-15.72]
Malaysia,1994,Female,12.38 [11.93-12.83]
Malaysia,1993,Both sexes,14.44 [14.17-14.73]
Malaysia,1993,Male,15.9 [15.42-16.39]
Malaysia,1993,Female,12.91 [12.43-13.38]
Malaysia,1992,Both sexes,15.11 [14.81-15.41]
Malaysia,1992,Male,16.65 [16.12-17.17]
Malaysia,1992,Female,13.49 [12.98-14]
Malaysia,1991,Both sexes,15.82 [15.48-16.16]
Malaysia,1991,Male,17.44 [16.86-18.02]
Malaysia,1991,Female,14.11 [13.57-14.65]
Malaysia,1990,Both sexes,16.57 [16.13-17]
Malaysia,1990,Male,18.26 [17.6-18.93]
Malaysia,1990,Female,14.77 [14.18-15.41]
Malaysia,1989,Both sexes,17.37 [16.81-17.95]
Malaysia,1989,Male,19.15 [18.37-19.96]
Malaysia,1989,Female,15.49 [14.8-16.21]
Malaysia,1988,Both sexes,18.25 [17.54-18.99]
Malaysia,1988,Male,20.13 [19.2-21.09]
Malaysia,1988,Female,16.27 [15.46-17.14]
Malaysia,1987,Both sexes,19.23 [18.35-20.16]
Malaysia,1987,Male,21.21 [20.12-22.37]
Malaysia,1987,Female,17.15 [16.18-18.17]
Malaysia,1986,Both sexes,20.33 [19.31-21.42]
Malaysia,1986,Male,22.42 [21.17-23.76]
Malaysia,1986,Female,18.13 [17.05-19.28]
Malaysia,1985,Both sexes,21.57 [20.4-22.84]
Malaysia,1985,Male,23.78 [22.4-25.32]
Malaysia,1985,Female,19.25 [18.01-20.54]
Malaysia,1984,Both sexes,22.96 [21.65-24.4]
Malaysia,1984,Male,25.3 [23.74-27.02]
Malaysia,1984,Female,20.49 [19.13-21.99]
Malaysia,1983,Both sexes,24.51 [23.06-26.12]
Malaysia,1983,Male,27.01 [25.26-28.93]
Malaysia,1983,Female,21.89 [20.4-23.54]
Malaysia,1982,Both sexes,26.24 [24.64-28.01]
Malaysia,1982,Male,28.91 [26.94-31.03]
Malaysia,1982,Female,23.46 [21.82-25.25]
Malaysia,1981,Both sexes,28.17 [26.35-30.06]
Malaysia,1981,Male,30.96 [28.81-33.24]
Malaysia,1981,Female,25.23 [23.39-27.13]
Malaysia,1980,Both sexes,30.24 [28.29-32.29]
Malaysia,1980,Male,33.22 [30.9-35.67]
Malaysia,1980,Female,27.09 [25.15-29.18]
Malaysia,1979,Both sexes,32.47 [30.46-34.67]
Malaysia,1979,Male,35.58 [33.14-38.18]
Malaysia,1979,Female,29.19 [27.13-31.43]
Malaysia,1978,Both sexes,34.86 [32.74-37.1]
Malaysia,1978,Male,38.15 [35.57-40.85]
Malaysia,1978,Female,31.39 [29.21-33.73]
Malaysia,1977,Both sexes,37.35 [35.14-39.65]
Malaysia,1977,Male,40.78 [38.12-43.55]
Malaysia,1977,Female,33.71 [31.41-36.15]
Malaysia,1976,Both sexes,39.9 [37.65-42.26]
Malaysia,1976,Male,43.45 [40.75-46.34]
Malaysia,1976,Female,36.14 [33.75-38.68]
Malaysia,1975,Both sexes,42.44 [40.11-44.89]
Malaysia,1975,Male,46.16 [43.37-49.12]
Malaysia,1975,Female,38.49 [36.02-41.16]
Malaysia,1974,Both sexes,44.91 [42.51-47.47]
Malaysia,1974,Male,48.73 [45.8-51.83]
Malaysia,1974,Female,40.85 [38.29-43.71]
Malaysia,1973,Both sexes,47.21 [44.67-49.96]
Malaysia,1973,Male,51.14 [48.01-54.38]
Malaysia,1973,Female,43.09 [40.32-46.07]
Malaysia,1972,Both sexes,49.37 [46.58-52.34]
Malaysia,1972,Male,53.41 [50.05-56.91]
Malaysia,1972,Female,45.15 [42.2-48.33]
Malaysia,1971,Both sexes,51.35 [48.22-54.55]
Malaysia,1971,Male,55.5 [51.87-59.37]
Malaysia,1971,Female,46.99 [43.78-50.45]
Malaysia,1970,Both sexes,53.27 [49.8-56.86]
Malaysia,1970,Male,57.42 [53.45-61.67]
Malaysia,1970,Female,48.87 [45.33-52.64]
Malaysia,1969,Both sexes,55.24 [51.41-59.3]
Malaysia,1969,Male,59.46 [55.07-64.22]
Malaysia,1969,Female,50.8 [46.85-54.95]
Malaysia,1968,Both sexes,57.42 [53.23-61.97]
Malaysia,1968,Male,61.78 [57.06-67.07]
Malaysia,1968,Female,52.89 [48.65-57.48]
Malaysia,1967,Both sexes,59.99 [55.4-65.11]
Malaysia,1967,Male,64.4 [59.24-70.23]
Malaysia,1967,Female,55.33 [50.69-60.42]
Malaysia,1966,Both sexes,62.99 [57.97-68.56]
Malaysia,1966,Male,67.47 [61.9-73.81]
Malaysia,1966,Female,58.22 [53.22-63.74]
Malaysia,1965,Both sexes,66.48 [61.08-72.57]
Malaysia,1965,Male,71.04 [64.94-77.88]
Malaysia,1965,Female,61.62 [56.2-67.69]
Malaysia,1964,Both sexes,70.58 [64.68-77.07]
Malaysia,1964,Male,75.27 [68.68-82.63]
Malaysia,1964,Female,65.56 [59.68-72.03]
Malaysia,1963,Both sexes,75.27 [68.85-82.31]
Malaysia,1963,Male,80.1 [73.1-88.02]
Malaysia,1963,Female,70.13 [63.76-77.19]
Malaysia,1962,Both sexes,80.53 [73.57-88.21]
Malaysia,1962,Male,85.49 [77.82-93.95]
Malaysia,1962,Female,75.27 [68.42-82.86]
Malaysia,1961,Both sexes,86.3 [78.79-94.54]
Malaysia,1961,Male,91.45 [83.1-100.6]
Malaysia,1961,Female,80.92 [73.44-89.18]
Malaysia,1960,Both sexes,92.57 [84.27-101.5]
Malaysia,1960,Male,97.82 [88.71-107.9]
Malaysia,1960,Female,87 [78.64-96.1]
Malaysia,1959,Both sexes,99.02 [89.95-109]
Malaysia,1959,Male,104.5 [94.5-115.4]
Malaysia,1959,Female,93.33 [84.12-103.4]
Malaysia,1958,Both sexes,105.6 [95.47-116.6]
Malaysia,1958,Male,111.1 [100-123.3]
Malaysia,1958,Female,99.77 [89.71-111]
Malaysia,1957,Both sexes,112.1 [101.1-124.7]
Malaysia,1957,Male,117.8 [105.6-131.4]
Malaysia,1957,Female,106.2 [94.99-118.7]
Malaysia,1956,Both sexes,118.8 [106.3-132.7]
Malaysia,1956,Male,124.6 [111-139.5]
Malaysia,1956,Female,112.7 [100.3-126.4]
Malaysia,1955,Both sexes,125.5 [111.5-141]
Malaysia,1955,Male,131.5 [116.4-148.1]
Malaysia,1955,Female,119.2 [105.3-134.6]
Malaysia,1954,Both sexes,132.6 [117.1-149.8]
Malaysia,1954,Male,138.6 [121.9-157.3]
Malaysia,1954,Female,126.2 [110.7-143.5]
Malaysia,1953,Both sexes,140.2 [122.6-160]
Malaysia,1953,Male,146.3 [127.6-167.4]
Malaysia,1953,Female,133.6 [116.3-153.5]
Malaysia,1952,Both sexes,148.2 [127.9-171.6]
Malaysia,1952,Male,154.7 [132.9-179]
Malaysia,1952,Female,141.3 [121.9-164.7]
Malaysia,1951,Both sexes,156.9 [133.2-184.8]
Malaysia,1951,Male,163.5 [138.1-192.6]
Malaysia,1951,Female,149.9 [127.3-177.5]
Malaysia,1950,Both sexes,166.3 [138-200]
Malaysia,1950,Male,173 [142.9-208.6]
Malaysia,1950,Female,159.3 [131.8-192.3]
Maldives,2019,Both sexes,7.62 [6.68-8.67]
Maldives,2019,Male,8.29 [7.24-9.45]
Maldives,2019,Female,6.91 [6.03-7.92]
Maldives,2018,Both sexes,8.2 [7.36-9.11]
Maldives,2018,Male,8.95 [8.01-9.96]
Maldives,2018,Female,7.41 [6.63-8.3]
Maldives,2017,Both sexes,8.82 [8.09-9.62]
Maldives,2017,Male,9.66 [8.82-10.59]
Maldives,2017,Female,7.95 [7.23-8.73]
Maldives,2016,Both sexes,9.48 [8.8-10.2]
Maldives,2016,Male,10.37 [9.58-11.22]
Maldives,2016,Female,8.54 [7.87-9.27]
Maldives,2015,Both sexes,10.15 [9.48-10.85]
Maldives,2015,Male,11.13 [10.35-11.95]
Maldives,2015,Female,9.12 [8.46-9.83]
Maldives,2014,Both sexes,10.83 [10.15-11.51]
Maldives,2014,Male,11.87 [11.08-12.69]
Maldives,2014,Female,9.72 [9.04-10.43]
Maldives,2013,Both sexes,11.52 [10.84-12.23]
Maldives,2013,Male,12.65 [11.83-13.48]
Maldives,2013,Female,10.31 [9.6-11.05]
Maldives,2012,Both sexes,12.23 [11.52-12.97]
Maldives,2012,Male,13.45 [12.6-14.33]
Maldives,2012,Female,10.95 [10.21-11.71]
Maldives,2011,Both sexes,13 [12.26-13.77]
Maldives,2011,Male,14.31 [13.43-15.24]
Maldives,2011,Female,11.63 [10.86-12.45]
Maldives,2010,Both sexes,13.87 [13.07-14.68]
Maldives,2010,Male,15.28 [14.33-16.26]
Maldives,2010,Female,12.39 [11.58-13.25]
Maldives,2009,Both sexes,14.86 [14.02-15.75]
Maldives,2009,Male,16.38 [15.37-17.46]
Maldives,2009,Female,13.26 [12.4-14.19]
Maldives,2008,Both sexes,16.04 [15.11-17.04]
Maldives,2008,Male,17.7 [16.56-18.9]
Maldives,2008,Female,14.3 [13.35-15.31]
Maldives,2007,Both sexes,17.47 [16.4-18.65]
Maldives,2007,Male,19.28 [18-20.69]
Maldives,2007,Female,15.56 [14.47-16.72]
Maldives,2006,Both sexes,19.22 [17.93-20.64]
Maldives,2006,Male,21.22 [19.72-22.89]
Maldives,2006,Female,17.12 [15.84-18.48]
Maldives,2005,Both sexes,21.34 [19.8-23.1]
Maldives,2005,Male,23.56 [21.76-25.62]
Maldives,2005,Female,19.01 [17.49-20.66]
Maldives,2004,Both sexes,26.91 [24.81-29.29]
Maldives,2004,Male,29.38 [26.96-32.18]
Maldives,2004,Female,24.31 [22.24-26.53]
Maldives,2003,Both sexes,26.98 [24.71-29.52]
Maldives,2003,Male,29.75 [27.13-32.68]
Maldives,2003,Female,24.08 [21.95-26.45]
Maldives,2002,Both sexes,30.52 [27.81-33.48]
Maldives,2002,Male,33.61 [30.51-37.06]
Maldives,2002,Female,27.29 [24.78-30.11]
Maldives,2001,Both sexes,34.52 [31.42-37.98]
Maldives,2001,Male,37.91 [34.37-41.84]
Maldives,2001,Female,30.98 [28.08-34.22]
Maldives,2000,Both sexes,38.87 [35.34-42.8]
Maldives,2000,Male,42.45 [38.41-46.91]
Maldives,2000,Female,35.1 [31.77-38.83]
Maldives,1999,Both sexes,43.42 [39.49-47.79]
Maldives,1999,Male,47.3 [42.81-52.2]
Maldives,1999,Female,39.34 [35.62-43.52]
Maldives,1998,Both sexes,48.09 [43.73-52.82]
Maldives,1998,Male,52.25 [47.33-57.53]
Maldives,1998,Female,43.72 [39.65-48.31]
Maldives,1997,Both sexes,52.81 [48.1-57.94]
Maldives,1997,Male,57.17 [51.87-62.98]
Maldives,1997,Female,48.24 [43.75-53.2]
Maldives,1996,Both sexes,57.56 [52.43-63.18]
Maldives,1996,Male,62.07 [56.39-68.39]
Maldives,1996,Female,52.81 [47.89-58.25]
Maldives,1995,Both sexes,62.3 [56.68-68.37]
Maldives,1995,Male,67.04 [60.89-73.83]
Maldives,1995,Female,57.26 [51.96-63.17]
Maldives,1994,Both sexes,67.01 [61.04-73.48]
Maldives,1994,Male,71.9 [65.37-79.2]
