Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Hungary,1970,Female,34.49 [33.62-35.38]
Hungary,1969,Both sexes,39.83 [38.87-40.85]
Hungary,1969,Male,43.87 [42.76-45.04]
Hungary,1969,Female,35.58 [34.63-36.57]
Hungary,1968,Both sexes,40.93 [40.02-41.86]
Hungary,1968,Male,45.11 [44.03-46.18]
Hungary,1968,Female,36.55 [35.67-37.45]
Hungary,1967,Both sexes,42.04 [41.01-43.12]
Hungary,1967,Male,46.32 [45.11-47.54]
Hungary,1967,Female,37.57 [36.58-38.59]
Hungary,1966,Both sexes,43.23 [42.21-44.25]
Hungary,1966,Male,47.57 [46.38-48.76]
Hungary,1966,Female,38.67 [37.68-39.65]
Hungary,1965,Both sexes,44.52 [43.49-45.54]
Hungary,1965,Male,49.03 [47.81-50.23]
Hungary,1965,Female,39.77 [38.77-40.79]
Hungary,1964,Both sexes,45.95 [44.82-47.11]
Hungary,1964,Male,50.59 [49.29-51.91]
Hungary,1964,Female,41.07 [39.99-42.2]
Hungary,1963,Both sexes,47.56 [46.54-48.66]
Hungary,1963,Male,52.33 [51.11-53.61]
Hungary,1963,Female,42.56 [41.55-43.65]
Hungary,1962,Both sexes,49.39 [48.18-50.63]
Hungary,1962,Male,54.32 [52.95-55.78]
Hungary,1962,Female,44.2 [43.04-45.4]
Hungary,1961,Both sexes,51.43 [50.23-52.62]
Hungary,1961,Male,56.65 [55.3-58.03]
Hungary,1961,Female,45.93 [44.78-47.1]
Hungary,1960,Both sexes,53.86 [52.59-55.13]
Hungary,1960,Male,59.34 [57.86-60.79]
Hungary,1960,Female,48.11 [46.89-49.34]
Hungary,1959,Both sexes,57.02 [55.61-58.48]
Hungary,1959,Male,62.88 [61.27-64.53]
Hungary,1959,Female,50.87 [49.54-52.27]
Hungary,1958,Both sexes,60.82 [59.5-62.23]
Hungary,1958,Male,67.14 [65.62-68.74]
Hungary,1958,Female,54.21 [52.92-55.55]
Hungary,1957,Both sexes,64.21 [62.61-65.85]
Hungary,1957,Male,70.85 [69.01-72.71]
Hungary,1957,Female,57.25 [55.76-58.79]
Hungary,1956,Both sexes,65.87 [64.31-67.48]
Hungary,1956,Male,72.41 [70.62-74.24]
Hungary,1956,Female,59 [57.55-60.53]
Hungary,1955,Both sexes,66.16 [64.63-67.78]
Hungary,1955,Male,72.72 [70.98-74.57]
Hungary,1955,Female,59.25 [57.84-60.72]
Hungary,1954,Both sexes,66.42 [64.8-68.1]
Hungary,1954,Male,72.88 [71.05-74.77]
Hungary,1954,Female,59.65 [58.13-61.16]
Hungary,1953,Both sexes,68.17 [66.56-69.84]
Hungary,1953,Male,74.8 [72.99-76.69]
Hungary,1953,Female,61.21 [59.7-62.73]
Hungary,1952,Both sexes,73.4 [71.39-75.42]
Hungary,1952,Male,80.4 [78.16-82.68]
Hungary,1952,Female,66.06 [64.19-67.9]
Hungary,1951,Both sexes,84.82 [82.72-86.95]
Hungary,1951,Male,92.48 [90.16-94.85]
Hungary,1951,Female,76.78 [74.81-78.75]
Hungary,1950,Both sexes,104 [100.1-108.1]
Hungary,1950,Male,112.9 [108.6-117.3]
Hungary,1950,Female,94.69 [91.05-98.5]
Iceland,2019,Both sexes,1.97 [1.5-2.6]
Iceland,2019,Male,2.12 [1.61-2.81]
Iceland,2019,Female,1.81 [1.37-2.39]
Iceland,2018,Both sexes,2.03 [1.59-2.6]
Iceland,2018,Male,2.19 [1.71-2.8]
Iceland,2018,Female,1.86 [1.46-2.39]
Iceland,2017,Both sexes,2.1 [1.69-2.61]
Iceland,2017,Male,2.27 [1.82-2.81]
Iceland,2017,Female,1.93 [1.55-2.39]
Iceland,2016,Both sexes,2.17 [1.8-2.62]
Iceland,2016,Male,2.34 [1.93-2.82]
Iceland,2016,Female,1.99 [1.65-2.41]
Iceland,2015,Both sexes,2.23 [1.89-2.63]
Iceland,2015,Male,2.41 [2.03-2.85]
Iceland,2015,Female,2.05 [1.73-2.42]
Iceland,2014,Both sexes,2.31 [1.98-2.67]
Iceland,2014,Male,2.48 [2.13-2.89]
Iceland,2014,Female,2.11 [1.82-2.46]
Iceland,2013,Both sexes,2.38 [2.07-2.73]
Iceland,2013,Male,2.56 [2.22-2.95]
Iceland,2013,Female,2.18 [1.89-2.52]
Iceland,2012,Both sexes,2.45 [2.14-2.8]
Iceland,2012,Male,2.64 [2.3-3.03]
Iceland,2012,Female,2.25 [1.96-2.58]
Iceland,2011,Both sexes,2.54 [2.21-2.89]
Iceland,2011,Male,2.73 [2.37-3.13]
Iceland,2011,Female,2.33 [2.01-2.67]
Iceland,2010,Both sexes,2.62 [2.28-2.99]
Iceland,2010,Male,2.83 [2.45-3.24]
Iceland,2010,Female,2.41 [2.08-2.76]
Iceland,2009,Both sexes,2.71 [2.36-3.1]
Iceland,2009,Male,2.92 [2.54-3.35]
Iceland,2009,Female,2.49 [2.15-2.86]
Iceland,2008,Both sexes,2.81 [2.45-3.22]
Iceland,2008,Male,3.03 [2.64-3.48]
Iceland,2008,Female,2.58 [2.24-2.96]
Iceland,2007,Both sexes,2.92 [2.55-3.33]
Iceland,2007,Male,3.15 [2.75-3.61]
Iceland,2007,Female,2.68 [2.33-3.07]
Iceland,2006,Both sexes,3.04 [2.66-3.46]
Iceland,2006,Male,3.27 [2.86-3.74]
Iceland,2006,Female,2.79 [2.43-3.19]
Iceland,2005,Both sexes,3.17 [2.78-3.6]
Iceland,2005,Male,3.41 [2.99-3.88]
Iceland,2005,Female,2.91 [2.55-3.32]
Iceland,2004,Both sexes,3.31 [2.92-3.75]
Iceland,2004,Male,3.56 [3.13-4.05]
Iceland,2004,Female,3.04 [2.67-3.46]
Iceland,2003,Both sexes,3.47 [3.07-3.92]
Iceland,2003,Male,3.73 [3.29-4.23]
Iceland,2003,Female,3.19 [2.81-3.62]
Iceland,2002,Both sexes,3.64 [3.23-4.1]
Iceland,2002,Male,3.92 [3.47-4.44]
Iceland,2002,Female,3.34 [2.95-3.78]
Iceland,2001,Both sexes,3.82 [3.4-4.3]
Iceland,2001,Male,4.12 [3.66-4.65]
Iceland,2001,Female,3.51 [3.12-3.97]
Iceland,2000,Both sexes,4.03 [3.59-4.51]
Iceland,2000,Male,4.34 [3.86-4.88]
Iceland,2000,Female,3.7 [3.29-4.16]
Iceland,1999,Both sexes,4.25 [3.8-4.74]
Iceland,1999,Male,4.58 [4.08-5.14]
Iceland,1999,Female,3.9 [3.47-4.37]
Iceland,1998,Both sexes,4.48 [4.02-4.99]
Iceland,1998,Male,4.83 [4.32-5.39]
Iceland,1998,Female,4.12 [3.67-4.61]
Iceland,1997,Both sexes,4.73 [4.24-5.24]
Iceland,1997,Male,5.09 [4.57-5.68]
Iceland,1997,Female,4.34 [3.88-4.84]
Iceland,1996,Both sexes,4.98 [4.48-5.52]
Iceland,1996,Male,5.36 [4.81-5.97]
Iceland,1996,Female,4.57 [4.09-5.1]
Iceland,1995,Both sexes,5.24 [4.72-5.8]
Iceland,1995,Male,5.65 [5.08-6.27]
Iceland,1995,Female,4.81 [4.32-5.35]
Iceland,1994,Both sexes,5.51 [4.97-6.08]
Iceland,1994,Male,5.93 [5.34-6.57]
Iceland,1994,Female,5.06 [4.55-5.61]
Iceland,1993,Both sexes,5.76 [5.21-6.35]
Iceland,1993,Male,6.22 [5.61-6.86]
Iceland,1993,Female,5.28 [4.76-5.85]
Iceland,1992,Both sexes,6.01 [5.45-6.62]
Iceland,1992,Male,6.49 [5.87-7.15]
Iceland,1992,Female,5.52 [4.98-6.09]
Iceland,1991,Both sexes,6.26 [5.68-6.86]
Iceland,1991,Male,6.75 [6.11-7.43]
Iceland,1991,Female,5.74 [5.19-6.33]
Iceland,1990,Both sexes,6.48 [5.9-7.11]
Iceland,1990,Male,6.99 [6.35-7.69]
Iceland,1990,Female,5.95 [5.39-6.55]
Iceland,1989,Both sexes,6.7 [6.11-7.34]
Iceland,1989,Male,7.23 [6.58-7.95]
Iceland,1989,Female,6.15 [5.58-6.77]
Iceland,1988,Both sexes,6.92 [6.32-7.57]
Iceland,1988,Male,7.5 [6.82-8.23]
Iceland,1988,Female,6.32 [5.74-6.94]
Iceland,1987,Both sexes,7.14 [6.52-7.81]
Iceland,1987,Male,7.74 [7.03-8.47]
Iceland,1987,Female,6.52 [5.93-7.17]
Iceland,1986,Both sexes,7.37 [6.74-8.06]
Iceland,1986,Male,7.99 [7.27-8.75]
Iceland,1986,Female,6.74 [6.12-7.39]
Iceland,1985,Both sexes,7.64 [6.98-8.32]
Iceland,1985,Male,8.27 [7.53-9.05]
Iceland,1985,Female,6.97 [6.34-7.64]
Iceland,1984,Both sexes,7.94 [7.25-8.64]
Iceland,1984,Male,8.59 [7.83-9.4]
Iceland,1984,Female,7.24 [6.58-7.93]
Iceland,1983,Both sexes,8.28 [7.58-9.01]
Iceland,1983,Male,9.01 [8.21-9.83]
Iceland,1983,Female,7.52 [6.85-8.23]
Iceland,1982,Both sexes,8.67 [7.97-9.44]
Iceland,1982,Male,9.44 [8.64-10.3]
Iceland,1982,Female,7.87 [7.19-8.61]
Iceland,1981,Both sexes,9.13 [8.4-9.93]
Iceland,1981,Male,9.93 [9.12-10.84]
Iceland,1981,Female,8.29 [7.58-9.05]
Iceland,1980,Both sexes,9.65 [8.91-10.46]
Iceland,1980,Male,10.53 [9.68-11.46]
Iceland,1980,Female,8.72 [8-9.5]
Iceland,1979,Both sexes,10.22 [9.45-11.05]
Iceland,1979,Male,11.15 [10.28-12.11]
Iceland,1979,Female,9.23 [8.49-10.06]
Iceland,1978,Both sexes,10.83 [10.03-11.7]
Iceland,1978,Male,11.85 [10.95-12.85]
Iceland,1978,Female,9.76 [8.99-10.62]
Iceland,1977,Both sexes,11.48 [10.64-12.38]
Iceland,1977,Male,12.56 [11.61-13.59]
Iceland,1977,Female,10.34 [9.52-11.21]
Iceland,1976,Both sexes,12.15 [11.27-13.08]
Iceland,1976,Male,13.31 [12.32-14.37]
Iceland,1976,Female,10.91 [10.07-11.83]
Iceland,1975,Both sexes,12.81 [11.92-13.76]
Iceland,1975,Male,14.05 [13.03-15.15]
Iceland,1975,Female,11.5 [10.64-12.45]
Iceland,1974,Both sexes,13.47 [12.56-14.46]
Iceland,1974,Male,14.8 [13.74-15.91]
Iceland,1974,Female,12.08 [11.2-13.04]
Iceland,1973,Both sexes,14.11 [13.18-15.12]
Iceland,1973,Male,15.5 [14.43-16.67]
Iceland,1973,Female,12.66 [11.75-13.64]
Iceland,1972,Both sexes,14.73 [13.79-15.77]
Iceland,1972,Male,16.2 [15.11-17.39]
Iceland,1972,Female,13.2 [12.26-14.19]
Iceland,1971,Both sexes,15.35 [14.37-16.4]
Iceland,1971,Male,16.87 [15.74-18.1]
Iceland,1971,Female,13.74 [12.77-14.77]
Iceland,1970,Both sexes,15.96 [14.95-17.05]
Iceland,1970,Male,17.57 [16.4-18.82]
Iceland,1970,Female,14.26 [13.25-15.32]
Iceland,1969,Both sexes,16.57 [15.52-17.68]
Iceland,1969,Male,18.25 [17.04-19.54]
Iceland,1969,Female,14.81 [13.78-15.92]
Iceland,1968,Both sexes,17.21 [16.13-18.36]
Iceland,1968,Male,18.95 [17.7-20.27]
Iceland,1968,Female,15.37 [14.31-16.51]
Iceland,1967,Both sexes,17.85 [16.74-19.02]
Iceland,1967,Male,19.67 [18.39-21.02]
Iceland,1967,Female,15.95 [14.86-17.12]
Iceland,1966,Both sexes,18.5 [17.38-19.69]
Iceland,1966,Male,20.38 [19.09-21.75]
Iceland,1966,Female,16.52 [15.41-17.72]
Iceland,1965,Both sexes,19.14 [18.04-20.3]
Iceland,1965,Male,21.07 [19.77-22.47]
Iceland,1965,Female,17.1 [15.98-18.29]
Iceland,1964,Both sexes,19.73 [18.61-20.93]
Iceland,1964,Male,21.73 [20.41-23.16]
Iceland,1964,Female,17.63 [16.51-18.85]
Iceland,1963,Both sexes,20.25 [19.12-21.49]
Iceland,1963,Male,22.29 [20.95-23.74]
Iceland,1963,Female,18.1 [16.96-19.32]
Iceland,1962,Both sexes,20.68 [19.55-21.95]
Iceland,1962,Male,22.78 [21.44-24.26]
Iceland,1962,Female,18.48 [17.35-19.75]
Iceland,1961,Both sexes,21.09 [19.91-22.37]
Iceland,1961,Male,23.22 [21.85-24.73]
Iceland,1961,Female,18.84 [17.68-20.12]
Iceland,1960,Both sexes,21.47 [20.28-22.76]
Iceland,1960,Male,23.62 [22.21-25.16]
Iceland,1960,Female,19.2 [18.01-20.49]
Iceland,1959,Both sexes,21.88 [20.65-23.19]
Iceland,1959,Male,24.05 [22.6-25.6]
Iceland,1959,Female,19.57 [18.36-20.88]
Iceland,1958,Both sexes,22.34 [21.1-23.69]
Iceland,1958,Male,24.57 [23.06-26.14]
Iceland,1958,Female,19.99 [18.76-21.34]
Iceland,1957,Both sexes,22.9 [21.64-24.26]
Iceland,1957,Male,25.17 [23.64-26.78]
Iceland,1957,Female,20.51 [19.25-21.88]
Iceland,1956,Both sexes,23.57 [22.25-24.96]
Iceland,1956,Male,25.87 [24.28-27.52]
Iceland,1956,Female,21.15 [19.85-22.58]
Iceland,1955,Both sexes,24.34 [22.99-25.77]
Iceland,1955,Male,26.69 [25.11-28.37]
Iceland,1955,Female,21.87 [20.54-23.33]
Iceland,1954,Both sexes,25.21 [23.83-26.69]
Iceland,1954,Male,27.63 [26-29.35]
Iceland,1954,Female,22.68 [21.28-24.17]
Iceland,1953,Both sexes,26.2 [24.69-27.76]
Iceland,1953,Male,28.67 [26.9-30.49]
Iceland,1953,Female,23.59 [22.09-25.16]
Iceland,1952,Both sexes,27.26 [25.58-29.04]
Iceland,1952,Male,29.81 [27.84-31.9]
Iceland,1952,Female,24.58 [22.91-26.37]
Iceland,1951,Both sexes,28.43 [26.31-30.69]
Iceland,1951,Male,31 [28.62-33.57]
Iceland,1951,Female,25.7 [23.64-27.93]
Iceland,1950,Both sexes,29.62 [26.82-32.69]
Iceland,1950,Male,32.29 [29.22-35.71]
Iceland,1950,Female,26.82 [24.2-29.72]
India,2019,Both sexes,34.27 [30.66-37.94]
India,2019,Male,33.73 [30.11-37.45]
India,2019,Female,34.85 [31.07-38.64]
India,2018,Both sexes,36.29 [33.01-39.6]
India,2018,Male,35.52 [32.28-38.89]
India,2018,Female,37.09 [33.64-40.54]
India,2017,Both sexes,38.52 [35.63-41.52]
India,2017,Male,37.63 [34.71-40.67]
India,2017,Female,39.46 [36.39-42.61]
India,2016,Both sexes,40.95 [38.33-43.66]
India,2016,Male,39.81 [37.16-42.6]
India,2016,Female,42.13 [39.33-45.01]
India,2015,Both sexes,43.52 [41.06-46.04]
India,2015,Male,42.12 [39.66-44.71]
India,2015,Female,44.97 [42.31-47.72]
India,2014,Both sexes,46.22 [43.8-48.67]
India,2014,Male,44.58 [42.13-47.09]
India,2014,Female,47.94 [45.31-50.6]
India,2013,Both sexes,49.07 [46.62-51.54]
India,2013,Male,47.14 [44.72-49.64]
India,2013,Female,51.09 [48.43-53.79]
India,2012,Both sexes,52.02 [49.52-54.59]
India,2012,Male,49.83 [47.33-52.35]
India,2012,Female,54.33 [51.62-57.13]
India,2011,Both sexes,55.09 [52.47-57.82]
India,2011,Male,52.57 [49.99-55.24]
India,2011,Female,57.71 [54.92-60.65]
India,2010,Both sexes,58.23 [55.5-61.22]
India,2010,Male,55.41 [52.78-58.26]
India,2010,Female,61.2 [58.28-64.34]
India,2009,Both sexes,61.45 [58.53-64.61]
India,2009,Male,58.45 [55.69-61.5]
India,2009,Female,64.58 [61.52-67.97]
India,2008,Both sexes,64.69 [61.66-68]
India,2008,Male,61.46 [58.56-64.61]
India,2008,Female,68.09 [64.88-71.6]
India,2007,Both sexes,67.95 [64.83-71.39]
India,2007,Male,64.52 [61.51-67.78]
India,2007,Female,71.55 [68.23-75.23]
India,2006,Both sexes,71.2 [68.03-74.7]
India,2006,Male,67.67 [64.56-71.03]
India,2006,Female,74.92 [71.55-78.62]
India,2005,Both sexes,74.47 [71.24-77.99]
India,2005,Male,70.64 [67.51-73.99]
India,2005,Female,78.53 [75.08-82.27]
India,2004,Both sexes,77.77 [74.51-81.33]
India,2004,Male,73.89 [70.71-77.29]
India,2004,Female,81.88 [78.4-85.63]
India,2003,Both sexes,81.15 [77.83-84.69]
India,2003,Male,76.71 [73.5-80.09]
India,2003,Female,85.8 [82.27-89.61]
India,2002,Both sexes,84.61 [81.19-88.14]
India,2002,Male,80.07 [76.77-83.49]
India,2002,Female,89.35 [85.72-93.21]
India,2001,Both sexes,88.16 [84.73-91.73]
India,2001,Male,83.58 [80.24-86.97]
India,2001,Female,92.97 [89.27-96.85]
India,2000,Both sexes,91.78 [88.3-95.34]
India,2000,Male,87.09 [83.73-90.52]
India,2000,Female,96.68 [92.92-100.6]
India,1999,Both sexes,95.41 [91.87-99.1]
India,1999,Male,90.79 [87.35-94.34]
India,1999,Female,100.3 [96.47-104.2]
India,1998,Both sexes,99.01 [95.45-102.8]
India,1998,Male,93.96 [90.53-97.63]
India,1998,Female,104.3 [100.5-108.3]
India,1997,Both sexes,102.6 [98.94-106.5]
India,1997,Male,97.51 [93.9-101.2]
India,1997,Female,107.9 [104.1-112.1]
India,1996,Both sexes,106.1 [102.3-110]
India,1996,Male,101.1 [97.4-104.9]
India,1996,Female,111.3 [107.3-115.5]
India,1995,Both sexes,109.5 [105.7-113.5]
India,1995,Male,104.6 [100.8-108.5]
India,1995,Female,114.7 [110.5-119]
India,1994,Both sexes,112.8 [108.9-116.8]
India,1994,Male,108.1 [104.2-112.1]
India,1994,Female,117.8 [113.6-122.2]
India,1993,Both sexes,116.1 [112.1-120.2]
India,1993,Male,111.6 [107.6-115.7]
India,1993,Female,120.8 [116.6-125.3]
India,1992,Both sexes,119.4 [115.3-123.5]
India,1992,Male,115.1 [111-119.3]
India,1992,Female,123.8 [119.6-128.3]
India,1991,Both sexes,122.7 [118.6-127.1]
India,1991,Male,118.6 [114.4-122.9]
India,1991,Female,127.1 [122.7-131.7]
India,1990,Both sexes,126.2 [122-130.8]
India,1990,Male,122.1 [117.9-126.6]
India,1990,Female,130.6 [126.1-135.4]
India,1989,Both sexes,130 [125.6-134.6]
India,1989,Male,125.8 [121.3-130.4]
India,1989,Female,134.4 [129.7-139.4]
India,1988,Both sexes,133.8 [129.2-138.6]
India,1988,Male,129.6 [124.9-134.4]
India,1988,Female,138.3 [133.4-143.4]
India,1987,Both sexes,137.8 [133-142.7]
India,1987,Male,133.4 [128.6-138.5]
India,1987,Female,142.3 [137.2-147.7]
India,1986,Both sexes,141.7 [136.7-146.8]
India,1986,Male,137.5 [132.5-142.7]
India,1986,Female,146.1 [140.8-151.7]
India,1985,Both sexes,145.6 [140.4-150.9]
India,1985,Male,141.4 [136.3-146.9]
India,1985,Female,149.9 [144.4-155.7]
India,1984,Both sexes,149.5 [144.2-155.2]
India,1984,Male,145.4 [140-151]
India,1984,Female,153.9 [148.2-160]
India,1983,Both sexes,153.6 [148.2-159.6]
India,1983,Male,149.5 [144-155.4]
India,1983,Female,158 [152.3-164.3]
India,1982,Both sexes,158 [152.3-164.2]
India,1982,Male,153.7 [147.9-160]
India,1982,Female,162.6 [156.5-169.1]
India,1981,Both sexes,162.8 [156.9-169.2]
India,1981,Male,158.2 [152.3-164.7]
India,1981,Female,167.5 [161.3-174.3]
India,1980,Both sexes,167.9 [161.8-174.6]
India,1980,Male,163.3 [157.1-170.1]
India,1980,Female,172.9 [166.3-180]
India,1979,Both sexes,173.3 [166.9-180.5]
India,1979,Male,168.6 [162.1-175.7]
India,1979,Female,178.4 [171.5-185.8]
India,1978,Both sexes,178.9 [172-186.4]
India,1978,Male,174.1 [167.1-181.6]
India,1978,Female,183.9 [176.6-191.7]
India,1977,Both sexes,184.4 [177-192.2]
India,1977,Male,179.6 [172.1-187.5]
India,1977,Female,189.4 [181.6-197.6]
India,1976,Both sexes,189.6 [182-197.7]
India,1976,Male,184.8 [176.9-193.1]
India,1976,Female,194.7 [186.5-203.4]
India,1975,Both sexes,194.5 [186.5-203.1]
India,1975,Male,189.5 [181.4-198.2]
India,1975,Female,199.8 [191.1-209]
India (until 1975),1974,Both sexes,199 [190.7-208]
India (until 1975),1974,Male,193.8 [185.3-202.9]
India (until 1975),1974,Female,204.5 [195.4-214]
India (until 1975),1973,Both sexes,202.9 [194.2-212.4]
India (until 1975),1973,Male,197.6 [188.8-207]
India (until 1975),1973,Female,208.7 [199.2-218.7]
India (until 1975),1972,Both sexes,206.6 [197.5-216.3]
India (until 1975),1972,Male,201.2 [191.9-211]
India (until 1975),1972,Female,212.3 [202.4-222.8]
India (until 1975),1971,Both sexes,209.9 [200.2-220]
India (until 1975),1971,Male,204.6 [194.7-214.8]
India (until 1975),1971,Female,215.6 [205.3-226.5]
India (until 1975),1970,Both sexes,213 [202.6-223.6]
India (until 1975),1970,Male,207.7 [197.2-218.3]
India (until 1975),1970,Female,218.6 [207.8-229.9]
India (until 1975),1969,Both sexes,215.8 [204.8-226.8]
India (until 1975),1969,Male,210.5 [199.3-221.6]
India (until 1975),1969,Female,221.5 [210-233.4]
India (until 1975),1968,Both sexes,218.4 [206.7-230.2]
India (until 1975),1968,Male,213.1 [201.1-225.1]
India (until 1975),1968,Female,224.2 [211.7-236.8]
India (until 1975),1967,Both sexes,221.1 [208.1-233.7]
India (until 1975),1967,Male,215.3 [202.3-228.4]
India (until 1975),1967,Female,227.1 [213.2-240.6]
India (until 1975),1966,Both sexes,223.5 [209.3-237.4]
India (until 1975),1966,Male,217.6 [203.2-231.8]
India (until 1975),1966,Female,229.7 [214.6-244.4]
India (until 1975),1965,Both sexes,226.1 [210.7-241.3]
India (until 1975),1965,Male,220.1 [204.5-235.4]
India (until 1975),1965,Female,232.6 [216.2-248.5]
India (until 1975),1964,Both sexes,228.8 [212.3-245.2]
India (until 1975),1964,Male,222.7 [205.7-239.4]
India (until 1975),1964,Female,235.4 [218.1-252.6]
India (until 1975),1963,Both sexes,231.7 [213.9-249.4]
India (until 1975),1963,Male,225.3 [207.5-243.2]
India (until 1975),1963,Female,238.4 [219.6-257.2]
India (until 1975),1962,Both sexes,234.9 [215.9-253.8]
India (until 1975),1962,Male,228.2 [209.2-247.3]
India (until 1975),1962,Female,241.6 [221.5-262]
India (until 1975),1961,Both sexes,238.1 [217.9-258.8]
India (until 1975),1961,Male,231.2 [211.3-251.8]
India (until 1975),1961,Female,245.1 [223.8-266.9]
India (until 1975),1960,Both sexes,241.4 [220-263.8]
India (until 1975),1960,Male,234.5 [213.1-256.6]
India (until 1975),1960,Female,248.5 [225.7-272.2]
India (until 1975),1959,Both sexes,245 [222-269.7]
India (until 1975),1959,Male,237.9 [215.1-262.2]
India (until 1975),1959,Female,252.3 [227.8-278.3]
India (until 1975),1958,Both sexes,248.8 [223.6-276.1]
India (until 1975),1958,Male,241.5 [216.7-268.3]
India (until 1975),1958,Female,256.4 [229.6-285.1]
India (until 1975),1957,Both sexes,252.9 [224.7-282.9]
India (until 1975),1957,Male,245.5 [217.6-274.9]
India (until 1975),1957,Female,260.6 [231.5-292.6]
India (until 1975),1956,Both sexes,257.1 [225.6-291.3]
India (until 1975),1956,Male,249.6 [218.3-282.7]
India (until 1975),1956,Female,264.9 [232.2-301.2]
India (until 1975),1955,Both sexes,261.3 [225.7-300.9]
India (until 1975),1955,Male,253.5 [218.7-292.3]
India (until 1975),1955,Female,269.6 [232.5-310.7]
India (until 1975),1954,Both sexes,265.4 [225.7-311.4]
India (until 1975),1954,Male,257.5 [218.4-302.4]
India (until 1975),1954,Female,274 [232.8-321.6]
India (until 1975),1953,Both sexes,269.7 [225-322.7]
India (until 1975),1953,Male,261.5 [218-313]
India (until 1975),1953,Female,278.3 [232.4-333.4]
Indonesia,2019,Both sexes,23.88 [20.05-28.85]
Indonesia,2019,Male,26.4 [22.14-31.95]
Indonesia,2019,Female,21.24 [17.75-25.71]
Indonesia,2018,Both sexes,24.76 [21.27-29.2]
Indonesia,2018,Male,27.34 [23.49-32.27]
Indonesia,2018,Female,22.04 [18.86-26.04]
Indonesia,2017,Both sexes,25.7 [22.43-29.72]
Indonesia,2017,Male,28.4 [24.79-32.91]
Indonesia,2017,Female,22.88 [19.89-26.5]
Indonesia,2016,Both sexes,26.72 [23.59-30.44]
Indonesia,2016,Male,29.49 [26.04-33.67]
Indonesia,2016,Female,23.78 [20.93-27.17]
Indonesia,2015,Both sexes,27.77 [24.81-31.28]
Indonesia,2015,Male,30.67 [27.35-34.6]
Indonesia,2015,Female,24.76 [22.04-27.94]
Indonesia,2014,Both sexes,28.91 [26.08-32.21]
Indonesia,2014,Male,31.88 [28.69-35.6]
Indonesia,2014,Female,25.78 [23.17-28.79]
Indonesia,2013,Both sexes,30.08 [27.35-33.17]
Indonesia,2013,Male,33.13 [30.07-36.66]
Indonesia,2013,Female,26.86 [24.31-29.72]
Indonesia,2012,Both sexes,31.31 [28.67-34.26]
Indonesia,2012,Male,34.44 [31.48-37.83]
Indonesia,2012,Female,27.98 [25.53-30.78]
Indonesia,2011,Both sexes,32.56 [30.04-35.44]
Indonesia,2011,Male,35.77 [32.89-39.03]
Indonesia,2011,Female,29.2 [26.82-31.89]
Indonesia,2010,Both sexes,33.89 [31.43-36.67]
Indonesia,2010,Male,37.19 [34.39-40.36]
Indonesia,2010,Female,30.44 [28.12-33.07]
Indonesia,2009,Both sexes,35.3 [32.88-37.99]
Indonesia,2009,Male,38.65 [35.91-41.74]
Indonesia,2009,Female,31.75 [29.43-34.29]
Indonesia,2008,Both sexes,36.77 [34.34-39.41]
Indonesia,2008,Male,40.19 [37.43-43.23]
Indonesia,2008,Female,33.15 [30.84-35.68]
Indonesia,2007,Both sexes,38.32 [35.88-40.94]
Indonesia,2007,Male,41.88 [39.13-44.87]
Indonesia,2007,Female,34.57 [32.21-37.06]
Indonesia,2006,Both sexes,39.96 [37.51-42.6]
Indonesia,2006,Male,43.59 [40.84-46.61]
Indonesia,2006,Female,36.13 [33.75-38.66]
Indonesia,2005,Both sexes,41.7 [39.21-44.36]
Indonesia,2005,Male,45.45 [42.65-48.48]
Indonesia,2005,Female,37.73 [35.35-40.31]
Indonesia,2004,Both sexes,49.58 [46.71-52.64]
Indonesia,2004,Male,53.42 [50.22-56.85]
Indonesia,2004,Female,45.53 [42.73-48.51]
Indonesia,2003,Both sexes,45.52 [42.97-48.24]
Indonesia,2003,Male,49.53 [46.65-52.62]
Indonesia,2003,Female,41.31 [38.83-43.94]
Indonesia,2002,Both sexes,47.63 [45.05-50.36]
Indonesia,2002,Male,51.72 [48.75-54.82]
Indonesia,2002,Female,43.31 [40.81-45.99]
Indonesia,2001,Both sexes,49.86 [47.24-52.62]
Indonesia,2001,Male,54.07 [51.02-57.22]
Indonesia,2001,Female,45.41 [42.87-48.13]
Indonesia,2000,Both sexes,52.2 [49.58-55.04]
Indonesia,2000,Male,56.52 [53.48-59.7]
Indonesia,2000,Female,47.67 [45.11-50.44]
Indonesia,1999,Both sexes,54.7 [51.99-57.6]
Indonesia,1999,Male,59.14 [56.02-62.34]
Indonesia,1999,Female,50.05 [47.46-52.94]
Indonesia,1998,Both sexes,57.34 [54.55-60.28]
Indonesia,1998,Male,62.01 [58.87-65.32]
Indonesia,1998,Female,52.43 [49.73-55.39]
Indonesia,1997,Both sexes,60.13 [57.27-63.17]
Indonesia,1997,Male,64.99 [61.73-68.38]
Indonesia,1997,Female,55.01 [52.21-58.06]
Indonesia,1996,Both sexes,63.08 [60.13-66.25]
Indonesia,1996,Male,68.14 [64.84-71.66]
Indonesia,1996,Female,57.76 [54.89-60.89]
Indonesia,1995,Both sexes,66.2 [63.17-69.47]
Indonesia,1995,Male,71.45 [68.04-75.09]
Indonesia,1995,Female,60.68 [57.73-63.93]
