Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Rwanda,1988,Male,97.62 [91.9-103.6]
Rwanda,1988,Female,84.36 [79.4-89.81]
Rwanda,1987,Both sexes,92.6 [87.3-98.08]
Rwanda,1987,Male,99.08 [93.11-105.4]
Rwanda,1987,Female,85.7 [80.54-91.27]
Rwanda,1986,Both sexes,94.65 [89.26-100.4]
Rwanda,1986,Male,101.3 [95.17-107.8]
Rwanda,1986,Female,87.68 [82.33-93.4]
Rwanda,1985,Both sexes,97.42 [91.61-103.5]
Rwanda,1985,Male,104.2 [97.8-111.1]
Rwanda,1985,Female,90.32 [84.59-96.31]
Rwanda,1984,Both sexes,101.1 [95.09-107.3]
Rwanda,1984,Male,108 [101.3-115.1]
Rwanda,1984,Female,93.78 [87.87-99.98]
Rwanda,1983,Both sexes,105.7 [99.61-112.4]
Rwanda,1983,Male,112.9 [106-120.3]
Rwanda,1983,Female,98.2 [92.11-104.8]
Rwanda,1982,Both sexes,112 [105.4-119.3]
Rwanda,1982,Male,119.6 [112.2-127.7]
Rwanda,1982,Female,104.2 [97.61-111.4]
Rwanda,1981,Both sexes,120.2 [112.9-128.1]
Rwanda,1981,Male,128.1 [120.1-136.9]
Rwanda,1981,Female,111.8 [104.7-119.7]
Rwanda,1980,Both sexes,129.2 [121.1-138.5]
Rwanda,1980,Male,137.7 [128.7-147.9]
Rwanda,1980,Female,120.3 [112.3-129.3]
Rwanda,1979,Both sexes,137.9 [128.7-147.9]
Rwanda,1979,Male,146.9 [136.8-157.8]
Rwanda,1979,Female,128.5 [119.5-138.5]
Rwanda,1978,Both sexes,144.8 [134.9-155.4]
Rwanda,1978,Male,154.2 [143.1-165.8]
Rwanda,1978,Female,134.9 [125.1-145.5]
Rwanda,1977,Both sexes,148.3 [138.1-159.3]
Rwanda,1977,Male,158 [146.6-170.1]
Rwanda,1977,Female,138.1 [128.1-149.1]
Rwanda,1976,Both sexes,148.1 [138.2-159.1]
Rwanda,1976,Male,157.8 [146.8-169.9]
Rwanda,1976,Female,138 [128.1-148.8]
Rwanda,1975,Both sexes,145.6 [135.7-156.5]
Rwanda,1975,Male,155.1 [144-167.2]
Rwanda,1975,Female,135.6 [125.7-146.4]
Rwanda,1974,Both sexes,142.1 [132.3-153.1]
Rwanda,1974,Male,151.5 [140.5-163.6]
Rwanda,1974,Female,132.4 [122.6-143.2]
Rwanda,1973,Both sexes,138.6 [129-149.4]
Rwanda,1973,Male,147.8 [136.9-159.9]
Rwanda,1973,Female,129.1 [119.3-139.8]
Rwanda,1972,Both sexes,135.5 [126.1-146.1]
Rwanda,1972,Male,144.5 [134-156.2]
Rwanda,1972,Female,126.1 [116.7-136.7]
Rwanda,1971,Both sexes,133 [124.1-143.2]
Rwanda,1971,Male,141.8 [131.9-153.3]
Rwanda,1971,Female,123.6 [114.8-134]
Rwanda,1970,Both sexes,130.8 [122.1-141.1]
Rwanda,1970,Male,139.6 [129.8-151.2]
Rwanda,1970,Female,121.7 [112.9-132]
Rwanda,1969,Both sexes,129 [120.2-139.2]
Rwanda,1969,Male,137.7 [127.7-149.2]
Rwanda,1969,Female,119.9 [111-130]
Rwanda,1968,Both sexes,127.4 [118.4-137.8]
Rwanda,1968,Male,135.9 [125.6-147.7]
Rwanda,1968,Female,118.4 [109.3-128.8]
Rwanda,1967,Both sexes,126 [116.7-136.8]
Rwanda,1967,Male,134.5 [124-146.7]
Rwanda,1967,Female,117.1 [107.6-128]
Rwanda,1966,Both sexes,125 [115.4-136.4]
Rwanda,1966,Male,133.5 [122.7-146.1]
Rwanda,1966,Female,116.1 [106.5-127.2]
Rwanda,1965,Both sexes,124.5 [114.4-136.2]
Rwanda,1965,Male,132.9 [121.5-146.1]
Rwanda,1965,Female,115.6 [105.5-127.2]
Rwanda,1964,Both sexes,124.5 [113.9-136.8]
Rwanda,1964,Male,132.9 [121.2-146.8]
Rwanda,1964,Female,115.6 [105.1-127.7]
Rwanda,1963,Both sexes,125.1 [114-138.3]
Rwanda,1963,Male,133.6 [121.3-148.4]
Rwanda,1963,Female,116.2 [105.3-128.9]
Rwanda,1962,Both sexes,126.3 [114.5-140.7]
Rwanda,1962,Male,134.7 [121.7-150.7]
Rwanda,1962,Female,117.3 [105.6-131.3]
Rwanda,1961,Both sexes,128.1 [115.7-143.6]
Rwanda,1961,Male,136.6 [123.1-153.7]
Rwanda,1961,Female,119 [107-134.1]
Rwanda,1960,Both sexes,130.6 [117.6-147.1]
Rwanda,1960,Male,139.3 [124.9-157.3]
Rwanda,1960,Female,121.5 [108.8-137.6]
Rwanda,1959,Both sexes,133.9 [119.4-151.9]
Rwanda,1959,Male,142.6 [127-162.4]
Rwanda,1959,Female,124.4 [110.6-142.3]
Rwanda,1958,Both sexes,137.9 [120.6-159.5]
Rwanda,1958,Male,146.8 [128.2-170.5]
Rwanda,1958,Female,128.2 [111.8-149.2]
Rwanda,1957,Both sexes,141.9 [120.1-170.7]
Rwanda,1957,Male,151.1 [127.5-182.3]
Rwanda,1957,Female,132 [111.3-159.6]
Saint Kitts and Nevis,2019,Both sexes,12.88 [9.2-18.08]
Saint Kitts and Nevis,2019,Male,14.15 [10.12-20.01]
Saint Kitts and Nevis,2019,Female,11.51 [8.23-16.21]
Saint Kitts and Nevis,2018,Both sexes,13.23 [9.79-17.98]
Saint Kitts and Nevis,2018,Male,14.57 [10.74-19.84]
Saint Kitts and Nevis,2018,Female,11.83 [8.73-16.1]
Saint Kitts and Nevis,2017,Both sexes,13.55 [10.37-17.73]
Saint Kitts and Nevis,2017,Male,14.93 [11.39-19.58]
Saint Kitts and Nevis,2017,Female,12.1 [9.23-15.91]
Saint Kitts and Nevis,2016,Both sexes,13.87 [10.92-17.6]
Saint Kitts and Nevis,2016,Male,15.26 [12.02-19.48]
Saint Kitts and Nevis,2016,Female,12.37 [9.7-15.78]
Saint Kitts and Nevis,2015,Both sexes,14.13 [11.47-17.43]
Saint Kitts and Nevis,2015,Male,15.54 [12.57-19.24]
Saint Kitts and Nevis,2015,Female,12.62 [10.16-15.62]
Saint Kitts and Nevis,2014,Both sexes,14.32 [11.88-17.2]
Saint Kitts and Nevis,2014,Male,15.77 [13.06-19.05]
Saint Kitts and Nevis,2014,Female,12.8 [10.59-15.46]
Saint Kitts and Nevis,2013,Both sexes,14.45 [12.26-16.99]
Saint Kitts and Nevis,2013,Male,15.91 [13.45-18.82]
Saint Kitts and Nevis,2013,Female,12.91 [10.88-15.27]
Saint Kitts and Nevis,2012,Both sexes,14.51 [12.51-16.77]
Saint Kitts and Nevis,2012,Male,15.99 [13.75-18.56]
Saint Kitts and Nevis,2012,Female,12.97 [11.1-15.1]
Saint Kitts and Nevis,2011,Both sexes,14.57 [12.7-16.66]
Saint Kitts and Nevis,2011,Male,16.05 [13.97-18.44]
Saint Kitts and Nevis,2011,Female,13.02 [11.25-14.99]
Saint Kitts and Nevis,2010,Both sexes,14.65 [12.82-16.71]
Saint Kitts and Nevis,2010,Male,16.13 [14.08-18.49]
Saint Kitts and Nevis,2010,Female,13.08 [11.34-15.02]
Saint Kitts and Nevis,2009,Both sexes,14.75 [12.94-16.85]
Saint Kitts and Nevis,2009,Male,16.25 [14.2-18.62]
Saint Kitts and Nevis,2009,Female,13.18 [11.44-15.17]
Saint Kitts and Nevis,2008,Both sexes,14.92 [13.1-17.04]
Saint Kitts and Nevis,2008,Male,16.42 [14.38-18.87]
Saint Kitts and Nevis,2008,Female,13.3 [11.59-15.33]
Saint Kitts and Nevis,2007,Both sexes,15.16 [13.32-17.29]
Saint Kitts and Nevis,2007,Male,16.71 [14.61-19.19]
Saint Kitts and Nevis,2007,Female,13.52 [11.8-15.55]
Saint Kitts and Nevis,2006,Both sexes,15.51 [13.65-17.68]
Saint Kitts and Nevis,2006,Male,17.09 [14.95-19.54]
Saint Kitts and Nevis,2006,Female,13.82 [12.09-15.87]
Saint Kitts and Nevis,2005,Both sexes,15.96 [14.08-18.13]
Saint Kitts and Nevis,2005,Male,17.59 [15.43-20.05]
Saint Kitts and Nevis,2005,Female,14.23 [12.47-16.31]
Saint Kitts and Nevis,2004,Both sexes,16.53 [14.63-18.73]
Saint Kitts and Nevis,2004,Male,18.24 [16.02-20.7]
Saint Kitts and Nevis,2004,Female,14.74 [12.94-16.83]
Saint Kitts and Nevis,2003,Both sexes,17.25 [15.28-19.44]
Saint Kitts and Nevis,2003,Male,19.03 [16.76-21.54]
Saint Kitts and Nevis,2003,Female,15.37 [13.51-17.51]
Saint Kitts and Nevis,2002,Both sexes,18.05 [16.07-20.29]
Saint Kitts and Nevis,2002,Male,19.91 [17.59-22.51]
Saint Kitts and Nevis,2002,Female,16.1 [14.19-18.27]
Saint Kitts and Nevis,2001,Both sexes,18.93 [16.91-21.19]
Saint Kitts and Nevis,2001,Male,20.87 [18.5-23.53]
Saint Kitts and Nevis,2001,Female,16.88 [14.93-19.07]
Saint Kitts and Nevis,2000,Both sexes,19.83 [17.77-22.15]
Saint Kitts and Nevis,2000,Male,21.86 [19.46-24.57]
Saint Kitts and Nevis,2000,Female,17.67 [15.71-19.94]
Saint Kitts and Nevis,1999,Both sexes,20.69 [18.6-23.04]
Saint Kitts and Nevis,1999,Male,22.83 [20.36-25.58]
Saint Kitts and Nevis,1999,Female,18.46 [16.44-20.73]
Saint Kitts and Nevis,1998,Both sexes,21.49 [19.36-23.86]
Saint Kitts and Nevis,1998,Male,23.69 [21.22-26.46]
Saint Kitts and Nevis,1998,Female,19.2 [17.14-21.51]
Saint Kitts and Nevis,1997,Both sexes,22.18 [20.03-24.55]
Saint Kitts and Nevis,1997,Male,24.45 [21.94-27.24]
Saint Kitts and Nevis,1997,Female,19.8 [17.71-22.13]
Saint Kitts and Nevis,1996,Both sexes,22.77 [20.61-25.15]
Saint Kitts and Nevis,1996,Male,25.08 [22.55-27.88]
Saint Kitts and Nevis,1996,Female,20.33 [18.22-22.65]
Saint Kitts and Nevis,1995,Both sexes,23.26 [21.07-25.65]
Saint Kitts and Nevis,1995,Male,25.61 [23.07-28.47]
Saint Kitts and Nevis,1995,Female,20.75 [18.64-23.1]
Saint Kitts and Nevis,1994,Both sexes,23.66 [21.48-26.07]
Saint Kitts and Nevis,1994,Male,26.04 [23.49-28.86]
Saint Kitts and Nevis,1994,Female,21.13 [18.99-23.53]
Saint Kitts and Nevis,1993,Both sexes,24.03 [21.8-26.42]
Saint Kitts and Nevis,1993,Male,26.46 [23.88-29.27]
Saint Kitts and Nevis,1993,Female,21.46 [19.3-23.83]
Saint Kitts and Nevis,1992,Both sexes,24.4 [22.17-26.84]
Saint Kitts and Nevis,1992,Male,26.86 [24.28-29.69]
Saint Kitts and Nevis,1992,Female,21.79 [19.57-24.21]
Saint Kitts and Nevis,1991,Both sexes,24.84 [22.59-27.3]
Saint Kitts and Nevis,1991,Male,27.33 [24.74-30.21]
Saint Kitts and Nevis,1991,Female,22.2 [19.97-24.61]
Saint Kitts and Nevis,1990,Both sexes,25.41 [23.15-27.87]
Saint Kitts and Nevis,1990,Male,27.97 [25.35-30.86]
Saint Kitts and Nevis,1990,Female,22.7 [20.45-25.19]
Saint Kitts and Nevis,1989,Both sexes,26.15 [23.85-28.64]
Saint Kitts and Nevis,1989,Male,28.76 [26.07-31.65]
Saint Kitts and Nevis,1989,Female,23.39 [21.11-25.93]
Saint Kitts and Nevis,1988,Both sexes,27.08 [24.73-29.63]
Saint Kitts and Nevis,1988,Male,29.75 [27.04-32.72]
Saint Kitts and Nevis,1988,Female,24.23 [21.91-26.82]
Saint Kitts and Nevis,1987,Both sexes,28.21 [25.85-30.84]
Saint Kitts and Nevis,1987,Male,30.98 [28.18-34.05]
Saint Kitts and Nevis,1987,Female,25.27 [22.91-27.96]
Saint Kitts and Nevis,1986,Both sexes,29.6 [27.16-32.28]
Saint Kitts and Nevis,1986,Male,32.48 [29.56-35.63]
Saint Kitts and Nevis,1986,Female,26.56 [24.12-29.32]
Saint Kitts and Nevis,1985,Both sexes,31.22 [28.69-33.98]
Saint Kitts and Nevis,1985,Male,34.24 [31.24-37.46]
Saint Kitts and Nevis,1985,Female,28.05 [25.54-30.88]
Saint Kitts and Nevis,1984,Both sexes,33.05 [30.44-35.95]
Saint Kitts and Nevis,1984,Male,36.21 [33.12-39.53]
Saint Kitts and Nevis,1984,Female,29.76 [27.13-32.7]
Saint Kitts and Nevis,1983,Both sexes,35.12 [32.41-38.11]
Saint Kitts and Nevis,1983,Male,38.41 [35.26-41.86]
Saint Kitts and Nevis,1983,Female,31.69 [28.95-34.72]
Saint Kitts and Nevis,1982,Both sexes,37.35 [34.56-40.37]
Saint Kitts and Nevis,1982,Male,40.76 [37.54-44.39]
Saint Kitts and Nevis,1982,Female,33.73 [30.89-36.86]
Saint Kitts and Nevis,1981,Both sexes,39.57 [36.74-42.67]
Saint Kitts and Nevis,1981,Male,43.14 [39.73-46.8]
Saint Kitts and Nevis,1981,Female,35.85 [32.91-39.12]
Saint Kitts and Nevis,1980,Both sexes,41.72 [38.73-44.88]
Saint Kitts and Nevis,1980,Male,45.38 [41.92-49.16]
Saint Kitts and Nevis,1980,Female,37.83 [34.78-41.21]
Saint Kitts and Nevis,1979,Both sexes,43.71 [40.62-46.96]
Saint Kitts and Nevis,1979,Male,47.5 [43.84-51.42]
Saint Kitts and Nevis,1979,Female,39.7 [36.53-43.17]
Saint Kitts and Nevis,1978,Both sexes,45.54 [42.41-48.89]
Saint Kitts and Nevis,1978,Male,49.41 [45.68-53.42]
Saint Kitts and Nevis,1978,Female,41.45 [38.11-44.98]
Saint Kitts and Nevis,1977,Both sexes,47.24 [43.99-50.65]
Saint Kitts and Nevis,1977,Male,51.2 [47.38-55.29]
Saint Kitts and Nevis,1977,Female,43 [39.53-46.68]
Saint Kitts and Nevis,1976,Both sexes,48.89 [45.5-52.38]
Saint Kitts and Nevis,1976,Male,52.91 [48.96-57.16]
Saint Kitts and Nevis,1976,Female,44.61 [41.04-48.43]
Saint Kitts and Nevis,1975,Both sexes,50.62 [47.07-54.38]
Saint Kitts and Nevis,1975,Male,54.71 [50.5-59.18]
Saint Kitts and Nevis,1975,Female,46.25 [42.53-50.33]
Saint Kitts and Nevis,1974,Both sexes,52.48 [48.52-56.76]
Saint Kitts and Nevis,1974,Male,56.65 [51.96-61.86]
Saint Kitts and Nevis,1974,Female,48.04 [43.95-52.52]
Saint Kitts and Nevis,1973,Both sexes,54.5 [49.76-59.83]
Saint Kitts and Nevis,1973,Male,58.78 [53.2-64.97]
Saint Kitts and Nevis,1973,Female,49.98 [45.27-55.39]
Saint Kitts and Nevis,1972,Both sexes,56.71 [50.67-63.68]
Saint Kitts and Nevis,1972,Male,61.06 [54.23-68.93]
Saint Kitts and Nevis,1972,Female,52.1 [46.31-58.91]
Saint Lucia,2019,Both sexes,20.01 [17.48-23.03]
Saint Lucia,2019,Male,21.82 [18.95-25.15]
Saint Lucia,2019,Female,18.15 [15.71-20.94]
Saint Lucia,2018,Both sexes,19.69 [17.45-22.36]
Saint Lucia,2018,Male,21.47 [18.91-24.4]
Saint Lucia,2018,Female,17.84 [15.67-20.35]
Saint Lucia,2017,Both sexes,19.34 [17.34-21.68]
Saint Lucia,2017,Male,21.08 [18.83-23.68]
Saint Lucia,2017,Female,17.52 [15.58-19.75]
Saint Lucia,2016,Both sexes,18.97 [17.21-21.05]
Saint Lucia,2016,Male,20.66 [18.64-22.96]
Saint Lucia,2016,Female,17.18 [15.44-19.18]
Saint Lucia,2015,Both sexes,18.6 [17.03-20.41]
Saint Lucia,2015,Male,20.25 [18.42-22.31]
Saint Lucia,2015,Female,16.86 [15.28-18.64]
Saint Lucia,2014,Both sexes,18.25 [16.82-19.85]
Saint Lucia,2014,Male,19.86 [18.21-21.73]
Saint Lucia,2014,Female,16.55 [15.11-18.14]
Saint Lucia,2013,Both sexes,17.92 [16.59-19.36]
Saint Lucia,2013,Male,19.48 [17.96-21.2]
Saint Lucia,2013,Female,16.25 [14.91-17.71]
Saint Lucia,2012,Both sexes,17.59 [16.37-18.94]
Saint Lucia,2012,Male,19.12 [17.68-20.74]
Saint Lucia,2012,Female,15.98 [14.73-17.34]
Saint Lucia,2011,Both sexes,17.29 [16.15-18.54]
Saint Lucia,2011,Male,18.79 [17.42-20.3]
Saint Lucia,2011,Female,15.71 [14.52-16.99]
Saint Lucia,2010,Both sexes,17.02 [15.92-18.2]
Saint Lucia,2010,Male,18.49 [17.18-19.92]
Saint Lucia,2010,Female,15.46 [14.32-16.71]
Saint Lucia,2009,Both sexes,16.77 [15.7-17.89]
Saint Lucia,2009,Male,18.21 [16.94-19.6]
Saint Lucia,2009,Female,15.23 [14.12-16.44]
Saint Lucia,2008,Both sexes,16.53 [15.51-17.62]
Saint Lucia,2008,Male,17.95 [16.72-19.29]
Saint Lucia,2008,Female,15.02 [13.93-16.2]
Saint Lucia,2007,Both sexes,16.31 [15.32-17.39]
Saint Lucia,2007,Male,17.72 [16.52-19.02]
Saint Lucia,2007,Female,14.84 [13.76-15.98]
Saint Lucia,2006,Both sexes,16.14 [15.17-17.17]
Saint Lucia,2006,Male,17.53 [16.34-18.81]
Saint Lucia,2006,Female,14.67 [13.63-15.8]
Saint Lucia,2005,Both sexes,15.98 [15.03-16.99]
Saint Lucia,2005,Male,17.35 [16.21-18.61]
Saint Lucia,2005,Female,14.52 [13.49-15.63]
Saint Lucia,2004,Both sexes,15.85 [14.93-16.85]
Saint Lucia,2004,Male,17.22 [16.08-18.43]
Saint Lucia,2004,Female,14.41 [13.41-15.48]
Saint Lucia,2003,Both sexes,15.74 [14.85-16.73]
Saint Lucia,2003,Male,17.11 [16-18.32]
Saint Lucia,2003,Female,14.31 [13.34-15.36]
Saint Lucia,2002,Both sexes,15.67 [14.8-16.64]
Saint Lucia,2002,Male,17.04 [15.96-18.23]
Saint Lucia,2002,Female,14.24 [13.29-15.28]
Saint Lucia,2001,Both sexes,15.64 [14.79-16.59]
Saint Lucia,2001,Male,17.01 [15.95-18.19]
Saint Lucia,2001,Female,14.21 [13.27-15.23]
Saint Lucia,2000,Both sexes,15.65 [14.81-16.58]
Saint Lucia,2000,Male,17.03 [15.99-18.18]
Saint Lucia,2000,Female,14.2 [13.28-15.2]
Saint Lucia,1999,Both sexes,15.7 [14.87-16.61]
Saint Lucia,1999,Male,17.09 [16.06-18.22]
Saint Lucia,1999,Female,14.23 [13.32-15.23]
Saint Lucia,1998,Both sexes,15.78 [14.96-16.67]
Saint Lucia,1998,Male,17.19 [16.17-18.3]
Saint Lucia,1998,Female,14.3 [13.41-15.29]
Saint Lucia,1997,Both sexes,15.91 [15.08-16.78]
Saint Lucia,1997,Male,17.34 [16.32-18.42]
Saint Lucia,1997,Female,14.41 [13.51-15.39]
Saint Lucia,1996,Both sexes,16.06 [15.24-16.94]
Saint Lucia,1996,Male,17.52 [16.51-18.58]
Saint Lucia,1996,Female,14.54 [13.65-15.52]
Saint Lucia,1995,Both sexes,16.25 [15.44-17.12]
Saint Lucia,1995,Male,17.73 [16.72-18.8]
Saint Lucia,1995,Female,14.7 [13.82-15.68]
Saint Lucia,1994,Both sexes,16.47 [15.68-17.34]
Saint Lucia,1994,Male,17.98 [16.96-19.04]
Saint Lucia,1994,Female,14.89 [14.02-15.87]
Saint Lucia,1993,Both sexes,16.73 [15.93-17.58]
Saint Lucia,1993,Male,18.27 [17.24-19.33]
Saint Lucia,1993,Female,15.11 [14.26-16.08]
Saint Lucia,1992,Both sexes,17.02 [16.22-17.87]
Saint Lucia,1992,Male,18.6 [17.56-19.67]
Saint Lucia,1992,Female,15.37 [14.5-16.34]
Saint Lucia,1991,Both sexes,17.35 [16.55-18.21]
Saint Lucia,1991,Male,18.96 [17.93-20.04]
Saint Lucia,1991,Female,15.66 [14.79-16.63]
Saint Lucia,1990,Both sexes,17.72 [16.92-18.59]
Saint Lucia,1990,Male,19.35 [18.32-20.44]
Saint Lucia,1990,Female,16 [15.12-16.99]
Saint Lucia,1989,Both sexes,18.14 [17.32-19]
Saint Lucia,1989,Male,19.8 [18.77-20.9]
Saint Lucia,1989,Female,16.38 [15.48-17.38]
Saint Lucia,1988,Both sexes,18.6 [17.79-19.47]
Saint Lucia,1988,Male,20.31 [19.25-21.41]
Saint Lucia,1988,Female,16.81 [15.89-17.8]
Saint Lucia,1987,Both sexes,19.12 [18.29-19.99]
Saint Lucia,1987,Male,20.87 [19.8-21.99]
Saint Lucia,1987,Female,17.28 [16.33-18.28]
Saint Lucia,1986,Both sexes,19.7 [18.87-20.59]
Saint Lucia,1986,Male,21.49 [20.41-22.64]
Saint Lucia,1986,Female,17.82 [16.86-18.84]
Saint Lucia,1985,Both sexes,20.35 [19.51-21.26]
Saint Lucia,1985,Male,22.21 [21.11-23.37]
Saint Lucia,1985,Female,18.42 [17.43-19.46]
Saint Lucia,1984,Both sexes,21.1 [20.23-22.02]
Saint Lucia,1984,Male,23.01 [21.89-24.18]
Saint Lucia,1984,Female,19.11 [18.1-20.15]
Saint Lucia,1983,Both sexes,21.94 [21.05-22.87]
Saint Lucia,1983,Male,23.9 [22.76-25.1]
Saint Lucia,1983,Female,19.89 [18.84-20.94]
Saint Lucia,1982,Both sexes,22.9 [21.98-23.85]
Saint Lucia,1982,Male,24.92 [23.77-26.15]
Saint Lucia,1982,Female,20.77 [19.7-21.87]
Saint Lucia,1981,Both sexes,24 [23.05-25]
Saint Lucia,1981,Male,26.11 [24.92-27.38]
Saint Lucia,1981,Female,21.79 [20.68-22.91]
Saint Lucia,1980,Both sexes,25.28 [24.29-26.32]
Saint Lucia,1980,Male,27.49 [26.26-28.79]
Saint Lucia,1980,Female,22.97 [21.81-24.15]
Saint Lucia,1979,Both sexes,26.76 [25.74-27.83]
Saint Lucia,1979,Male,29.05 [27.77-30.42]
Saint Lucia,1979,Female,24.36 [23.14-25.59]
Saint Lucia,1978,Both sexes,28.47 [27.41-29.58]
Saint Lucia,1978,Male,30.89 [29.55-32.32]
Saint Lucia,1978,Female,25.94 [24.68-27.22]
Saint Lucia,1977,Both sexes,30.44 [29.34-31.59]
Saint Lucia,1977,Male,32.96 [31.56-34.45]
Saint Lucia,1977,Female,27.79 [26.45-29.16]
Saint Lucia,1976,Both sexes,32.69 [31.52-33.89]
Saint Lucia,1976,Male,35.29 [33.79-36.88]
Saint Lucia,1976,Female,29.93 [28.55-31.37]
Saint Lucia,1975,Both sexes,35.25 [33.98-36.54]
Saint Lucia,1975,Male,37.96 [36.39-39.62]
Saint Lucia,1975,Female,32.38 [30.87-33.93]
Saint Lucia,1974,Both sexes,38.16 [36.81-39.55]
Saint Lucia,1974,Male,40.97 [39.29-42.72]
Saint Lucia,1974,Female,35.19 [33.6-36.86]
Saint Lucia,1973,Both sexes,41.44 [39.97-42.96]
Saint Lucia,1973,Male,44.36 [42.52-46.24]
Saint Lucia,1973,Female,38.39 [36.66-40.21]
Saint Lucia,1972,Both sexes,45.14 [43.54-46.8]
Saint Lucia,1972,Male,48.15 [46.16-50.22]
Saint Lucia,1972,Female,41.99 [40.08-43.97]
Saint Lucia,1971,Both sexes,49.24 [47.49-51.09]
Saint Lucia,1971,Male,52.36 [50.16-54.6]
Saint Lucia,1971,Female,45.99 [43.9-48.18]
Saint Lucia,1970,Both sexes,53.79 [51.84-55.84]
Saint Lucia,1970,Male,56.96 [54.55-59.46]
Saint Lucia,1970,Female,50.48 [48.18-52.9]
Saint Lucia,1969,Both sexes,58.77 [56.62-60.98]
Saint Lucia,1969,Male,62 [59.38-64.71]
Saint Lucia,1969,Female,55.38 [52.89-58.05]
Saint Lucia,1968,Both sexes,64.17 [61.84-66.61]
Saint Lucia,1968,Male,67.44 [64.67-70.33]
Saint Lucia,1968,Female,60.75 [57.98-63.63]
Saint Lucia,1967,Both sexes,69.95 [67.46-72.55]
Saint Lucia,1967,Male,73.19 [70.21-76.27]
Saint Lucia,1967,Female,66.54 [63.57-69.67]
Saint Lucia,1966,Both sexes,76 [73.38-78.76]
Saint Lucia,1966,Male,79.18 [75.97-82.44]
Saint Lucia,1966,Female,72.67 [69.5-75.99]
Saint Lucia,1965,Both sexes,82.25 [79.48-85.15]
Saint Lucia,1965,Male,85.34 [81.98-88.73]
Saint Lucia,1965,Female,79 [75.76-82.5]
Saint Lucia,1964,Both sexes,88.55 [85.75-91.44]
Saint Lucia,1964,Male,91.49 [88.09-94.91]
Saint Lucia,1964,Female,85.45 [82.17-89.08]
Saint Lucia,1963,Both sexes,94.72 [91.99-97.58]
Saint Lucia,1963,Male,97.46 [94.05-100.8]
Saint Lucia,1963,Female,91.9 [88.57-95.51]
Saint Lucia,1962,Both sexes,100.6 [97.92-103.4]
Saint Lucia,1962,Male,103.1 [99.67-106.4]
Saint Lucia,1962,Female,98.02 [94.7-101.6]
Saint Lucia,1961,Both sexes,106 [103.3-108.7]
Saint Lucia,1961,Male,108.2 [104.8-111.6]
Saint Lucia,1961,Female,103.7 [100.4-107.2]
Saint Lucia,1960,Both sexes,110.6 [108-113.2]
Saint Lucia,1960,Male,112.5 [109.2-115.9]
Saint Lucia,1960,Female,108.5 [105.3-111.9]
Saint Lucia,1959,Both sexes,114.3 [111.7-116.7]
Saint Lucia,1959,Male,116 [112.7-119.3]
Saint Lucia,1959,Female,112.4 [109.2-115.7]
Saint Lucia,1958,Both sexes,117 [114.6-119.4]
Saint Lucia,1958,Male,118.5 [115.2-121.8]
Saint Lucia,1958,Female,115.5 [112.3-118.8]
Saint Lucia,1957,Both sexes,119 [116.6-121.4]
Saint Lucia,1957,Male,120 [116.9-123.4]
Saint Lucia,1957,Female,117.9 [114.7-121.2]
Saint Lucia,1956,Both sexes,120.5 [118.1-123]
Saint Lucia,1956,Male,121.1 [117.9-124.4]
Saint Lucia,1956,Female,119.9 [116.6-123.2]
Saint Lucia,1955,Both sexes,121.6 [119.2-124.1]
Saint Lucia,1955,Male,121.8 [118.5-125.2]
Saint Lucia,1955,Female,121.3 [117.9-124.8]
Saint Lucia,1954,Both sexes,122.5 [120-125]
Saint Lucia,1954,Male,122.5 [119.2-125.9]
Saint Lucia,1954,Female,122.5 [119-126]
Saint Lucia,1953,Both sexes,123.3 [120.7-126]
Saint Lucia,1953,Male,123.1 [119.5-126.8]
Saint Lucia,1953,Female,123.5 [119.9-127.2]
Saint Lucia,1952,Both sexes,124 [121.1-127.1]
Saint Lucia,1952,Male,123.8 [119.8-127.7]
Saint Lucia,1952,Female,124.3 [120.4-128.4]
Saint Lucia,1951,Both sexes,124.7 [121.1-128.4]
Saint Lucia,1951,Male,124.3 [119.9-128.9]
Saint Lucia,1951,Female,125 [120.5-129.7]
Saint Lucia,1950,Both sexes,125.3 [120.8-130.1]
Saint Lucia,1950,Male,125 [119.8-130.4]
Saint Lucia,1950,Female,125.6 [120.4-131.2]
Saint Vincent and the Grenadines,2019,Both sexes,13.39 [10.52-16.86]
Saint Vincent and the Grenadines,2019,Male,14.5 [11.38-18.32]
Saint Vincent and the Grenadines,2019,Female,12.2 [9.57-15.5]
Saint Vincent and the Grenadines,2018,Both sexes,13.83 [11.23-16.93]
Saint Vincent and the Grenadines,2018,Male,14.99 [12.12-18.4]
Saint Vincent and the Grenadines,2018,Female,12.57 [10.2-15.47]
Saint Vincent and the Grenadines,2017,Both sexes,14.28 [11.95-17.01]
Saint Vincent and the Grenadines,2017,Male,15.48 [12.93-18.5]
Saint Vincent and the Grenadines,2017,Female,13 [10.84-15.57]
Saint Vincent and the Grenadines,2016,Both sexes,14.74 [12.65-17.1]
Saint Vincent and the Grenadines,2016,Male,15.99 [13.69-18.62]
Saint Vincent and the Grenadines,2016,Female,13.43 [11.48-15.69]
Saint Vincent and the Grenadines,2015,Both sexes,15.22 [13.41-17.25]
Saint Vincent and the Grenadines,2015,Male,16.51 [14.47-18.83]
