Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Philippines,2007,Female,29.64 [27.09-32.52]
Philippines,2006,Both sexes,33.63 [30.95-36.62]
Philippines,2006,Male,36.98 [33.87-40.37]
Philippines,2006,Female,30.09 [27.57-32.93]
Philippines,2005,Both sexes,34.25 [31.56-37.23]
Philippines,2005,Male,37.67 [34.58-41.06]
Philippines,2005,Female,30.62 [28.14-33.42]
Philippines,2004,Both sexes,34.9 [32.2-37.89]
Philippines,2004,Male,38.36 [35.29-41.73]
Philippines,2004,Female,31.23 [28.72-34.03]
Philippines,2003,Both sexes,35.57 [32.89-38.53]
Philippines,2003,Male,39.09 [36.02-42.44]
Philippines,2003,Female,31.85 [29.35-34.68]
Philippines,2002,Both sexes,36.26 [33.58-39.2]
Philippines,2002,Male,39.85 [36.83-43.2]
Philippines,2002,Female,32.46 [29.97-35.25]
Philippines,2001,Both sexes,36.93 [34.32-39.89]
Philippines,2001,Male,40.63 [37.64-44.02]
Philippines,2001,Female,33.04 [30.58-35.83]
Philippines,2000,Both sexes,37.66 [35.05-40.58]
Philippines,2000,Male,41.47 [38.48-44.78]
Philippines,2000,Female,33.68 [31.21-36.44]
Philippines,1999,Both sexes,38.48 [35.8-41.39]
Philippines,1999,Male,42.34 [39.28-45.7]
Philippines,1999,Female,34.42 [31.9-37.18]
Philippines,1998,Both sexes,39.45 [36.69-42.42]
Philippines,1998,Male,43.4 [40.22-46.8]
Philippines,1998,Female,35.28 [32.7-38.09]
Philippines,1997,Both sexes,40.62 [37.79-43.67]
Philippines,1997,Male,44.7 [41.43-48.16]
Philippines,1997,Female,36.33 [33.71-39.18]
Philippines,1996,Both sexes,42.03 [39.03-45.15]
Philippines,1996,Male,46.19 [42.83-49.76]
Philippines,1996,Female,37.64 [34.91-40.56]
Philippines,1995,Both sexes,43.67 [40.59-46.93]
Philippines,1995,Male,47.96 [44.45-51.63]
Philippines,1995,Female,39.18 [36.34-42.21]
Philippines,1994,Both sexes,45.61 [42.39-48.98]
Philippines,1994,Male,50.07 [46.41-53.87]
Philippines,1994,Female,40.92 [37.97-44.08]
Philippines,1993,Both sexes,47.82 [44.49-51.33]
Philippines,1993,Male,52.44 [48.63-56.44]
Philippines,1993,Female,43 [39.87-46.27]
Philippines,1992,Both sexes,50.39 [46.93-54.06]
Philippines,1992,Male,55.12 [51.2-59.28]
Philippines,1992,Female,45.43 [42.18-48.87]
Philippines,1991,Both sexes,53.31 [49.68-57.19]
Philippines,1991,Male,58.25 [54.13-62.6]
Philippines,1991,Female,48.12 [44.72-51.76]
Philippines,1990,Both sexes,56.61 [52.8-60.67]
Philippines,1990,Male,61.75 [57.44-66.32]
Philippines,1990,Female,51.2 [47.62-55.01]
Philippines,1989,Both sexes,60.13 [56.09-64.53]
Philippines,1989,Male,65.4 [60.89-70.34]
Philippines,1989,Female,54.6 [50.78-58.75]
Philippines,1988,Both sexes,63.69 [59.32-68.51]
Philippines,1988,Male,69.11 [64.25-74.56]
Philippines,1988,Female,58.04 [53.88-62.55]
Philippines,1987,Both sexes,67.08 [62.35-72.27]
Philippines,1987,Male,72.66 [67.49-78.44]
Philippines,1987,Female,61.25 [56.79-66.07]
Philippines,1986,Both sexes,70.12 [65.13-75.57]
Philippines,1986,Male,75.79 [70.3-81.87]
Philippines,1986,Female,64.17 [59.42-69.25]
Philippines,1985,Both sexes,72.62 [67.47-78.17]
Philippines,1985,Male,78.37 [72.73-84.57]
Philippines,1985,Female,66.57 [61.67-71.79]
Philippines,1984,Both sexes,74.55 [69.32-80.17]
Philippines,1984,Male,80.36 [74.63-86.59]
Philippines,1984,Female,68.43 [63.45-73.71]
Philippines,1983,Both sexes,76.07 [70.78-81.78]
Philippines,1983,Male,81.98 [76.15-88.33]
Philippines,1983,Female,69.86 [64.8-75.29]
Philippines,1982,Both sexes,77.35 [71.97-83.16]
Philippines,1982,Male,83.32 [77.34-89.76]
Philippines,1982,Female,71.1 [65.95-76.72]
Philippines,1981,Both sexes,78.47 [72.96-84.47]
Philippines,1981,Male,84.51 [78.34-91.05]
Philippines,1981,Female,72.19 [66.91-77.9]
Philippines,1980,Both sexes,79.48 [73.9-85.63]
Philippines,1980,Male,85.5 [79.35-92.3]
Philippines,1980,Female,73.16 [67.79-79.03]
Philippines,1979,Both sexes,80.42 [74.75-86.72]
Philippines,1979,Male,86.44 [80.12-93.31]
Philippines,1979,Female,74.07 [68.65-80.09]
Philippines,1978,Both sexes,81.14 [75.34-87.52]
Philippines,1978,Male,87.14 [80.78-94.12]
Philippines,1978,Female,74.86 [69.28-80.94]
Philippines,1977,Both sexes,81.71 [75.86-88.13]
Philippines,1977,Male,87.68 [81.19-94.73]
Philippines,1977,Female,75.45 [69.81-81.59]
Philippines,1976,Both sexes,82.08 [76.05-88.57]
Philippines,1976,Male,88.03 [81.41-95.13]
Philippines,1976,Female,75.81 [70.09-81.97]
Philippines,1975,Both sexes,82.25 [76.1-88.88]
Philippines,1975,Male,88.13 [81.44-95.32]
Philippines,1975,Female,76.02 [70.06-82.34]
Philippines,1974,Both sexes,82.35 [76-88.93]
Philippines,1974,Male,88.18 [81.29-95.49]
Philippines,1974,Female,76.12 [70.11-82.53]
Philippines,1973,Both sexes,82.42 [75.93-89.24]
Philippines,1973,Male,88.24 [81.17-95.7]
Philippines,1973,Female,76.31 [70.07-82.83]
Philippines,1972,Both sexes,82.68 [76.06-89.69]
Philippines,1972,Male,88.49 [81.15-96.16]
Philippines,1972,Female,76.58 [70.18-83.34]
Philippines,1971,Both sexes,83.13 [76.2-90.38]
Philippines,1971,Male,88.89 [81.33-96.74]
Philippines,1971,Female,77.02 [70.41-84.04]
Philippines,1970,Both sexes,83.79 [76.65-91.26]
Philippines,1970,Male,89.6 [81.82-97.59]
Philippines,1970,Female,77.68 [70.9-84.94]
Philippines,1969,Both sexes,84.78 [77.42-92.46]
Philippines,1969,Male,90.54 [82.46-98.92]
Philippines,1969,Female,78.7 [71.69-86.25]
Philippines,1968,Both sexes,86.08 [78.33-94.05]
Philippines,1968,Male,91.86 [83.41-100.6]
Philippines,1968,Female,80 [72.67-87.78]
Philippines,1967,Both sexes,87.58 [79.6-95.91]
Philippines,1967,Male,93.42 [84.68-102.5]
Philippines,1967,Female,81.51 [73.9-89.63]
Philippines,1966,Both sexes,89.31 [80.92-98.15]
Philippines,1966,Male,95.13 [86.11-104.8]
Philippines,1966,Female,83.21 [75.25-91.83]
Philippines,1965,Both sexes,91.09 [82.34-100.6]
Philippines,1965,Male,96.91 [87.49-107.2]
Philippines,1965,Female,84.98 [76.63-94.15]
Philippines,1964,Both sexes,93.02 [83.88-103.3]
Philippines,1964,Male,98.85 [89.01-109.8]
Philippines,1964,Female,86.86 [78.06-96.66]
Philippines,1963,Both sexes,95.1 [85.34-106]
Philippines,1963,Male,101 [90.52-112.8]
Philippines,1963,Female,88.91 [79.66-99.35]
Philippines,1962,Both sexes,97.44 [87.07-109.2]
Philippines,1962,Male,103.3 [92.32-116.1]
Philippines,1962,Female,91.19 [81.32-102.4]
Philippines,1961,Both sexes,100.1 [89.06-112.9]
Philippines,1961,Male,106.2 [94.3-119.9]
Philippines,1961,Female,93.87 [83.18-106]
Philippines,1960,Both sexes,103.4 [91.51-117.1]
Philippines,1960,Male,109.5 [96.76-124.3]
Philippines,1960,Female,97.01 [85.51-110.2]
Philippines,1959,Both sexes,107.1 [94.3-122.2]
Philippines,1959,Male,113.4 [99.7-129.4]
Philippines,1959,Female,100.6 [88.27-114.9]
Philippines,1958,Both sexes,111.3 [97.33-127.7]
Philippines,1958,Male,117.6 [102.7-135]
Philippines,1958,Female,104.5 [91.45-120.2]
Philippines,1957,Both sexes,115.8 [100.7-133.9]
Philippines,1957,Male,122.4 [106.1-141.4]
Philippines,1957,Female,108.9 [94.61-126]
Philippines,1956,Both sexes,120.6 [104.1-140.4]
Philippines,1956,Male,127.2 [109.5-148.1]
Philippines,1956,Female,113.5 [97.88-132.4]
Philippines,1955,Both sexes,125.6 [107.1-148.1]
Philippines,1955,Male,132.5 [112.8-156.2]
Philippines,1955,Female,118.5 [100.9-139.7]
Philippines,1954,Both sexes,130.9 [109.9-156.8]
Philippines,1954,Male,137.9 [115.4-165.2]
Philippines,1954,Female,123.6 [103.6-148.2]
Philippines,1953,Both sexes,136.4 [112.2-166.3]
Philippines,1953,Male,143.5 [118-175.3]
Philippines,1953,Female,129 [105.7-157.8]
Poland,2019,Both sexes,4.39 [4.24-4.55]
Poland,2019,Male,4.76 [4.58-4.94]
Poland,2019,Female,4.01 [3.85-4.16]
Poland,2018,Both sexes,4.47 [4.37-4.59]
Poland,2018,Male,4.86 [4.73-4.99]
Poland,2018,Female,4.07 [3.96-4.19]
Poland,2017,Both sexes,4.58 [4.48-4.68]
Poland,2017,Male,4.97 [4.85-5.1]
Poland,2017,Female,4.16 [4.05-4.27]
Poland,2016,Both sexes,4.7 [4.6-4.8]
Poland,2016,Male,5.11 [4.99-5.24]
Poland,2016,Female,4.27 [4.16-4.38]
Poland,2015,Both sexes,4.85 [4.74-4.95]
Poland,2015,Male,5.27 [5.14-5.4]
Poland,2015,Female,4.41 [4.29-4.52]
Poland,2014,Both sexes,5.02 [4.92-5.13]
Poland,2014,Male,5.46 [5.33-5.59]
Poland,2014,Female,4.57 [4.46-4.68]
Poland,2013,Both sexes,5.22 [5.1-5.34]
Poland,2013,Male,5.66 [5.53-5.81]
Poland,2013,Female,4.75 [4.63-4.87]
Poland,2012,Both sexes,5.42 [5.31-5.54]
Poland,2012,Male,5.89 [5.76-6.04]
Poland,2012,Female,4.93 [4.81-5.05]
Poland,2011,Both sexes,5.66 [5.54-5.79]
Poland,2011,Male,6.15 [6.01-6.3]
Poland,2011,Female,5.14 [5.02-5.28]
Poland,2010,Both sexes,5.96 [5.82-6.09]
Poland,2010,Male,6.47 [6.32-6.64]
Poland,2010,Female,5.41 [5.28-5.56]
Poland,2009,Both sexes,6.32 [6.19-6.46]
Poland,2009,Male,6.89 [6.74-7.06]
Poland,2009,Female,5.72 [5.58-5.86]
Poland,2008,Both sexes,6.7 [6.56-6.86]
Poland,2008,Male,7.31 [7.13-7.5]
Poland,2008,Female,6.06 [5.91-6.23]
Poland,2007,Both sexes,7.03 [6.88-7.19]
Poland,2007,Male,7.66 [7.49-7.85]
Poland,2007,Female,6.36 [6.2-6.52]
Poland,2006,Both sexes,7.3 [7.14-7.45]
Poland,2006,Male,7.96 [7.78-8.15]
Poland,2006,Female,6.6 [6.44-6.76]
Poland,2005,Both sexes,7.55 [7.39-7.72]
Poland,2005,Male,8.23 [8.03-8.43]
Poland,2005,Female,6.84 [6.67-7.01]
Poland,2004,Both sexes,7.82 [7.66-7.98]
Poland,2004,Male,8.55 [8.36-8.75]
Poland,2004,Female,7.05 [6.89-7.22]
Poland,2003,Both sexes,8.11 [7.94-8.3]
Poland,2003,Male,8.86 [8.66-9.08]
Poland,2003,Female,7.32 [7.15-7.51]
Poland,2002,Both sexes,8.43 [8.26-8.62]
Poland,2002,Male,9.2 [8.99-9.42]
Poland,2002,Female,7.62 [7.44-7.81]
Poland,2001,Both sexes,8.81 [8.63-9]
Poland,2001,Male,9.64 [9.42-9.86]
Poland,2001,Female,7.94 [7.75-8.13]
Poland,2000,Both sexes,9.3 [9.09-9.51]
Poland,2000,Male,10.17 [9.92-10.42]
Poland,2000,Female,8.39 [8.19-8.6]
Poland,1999,Both sexes,9.96 [9.72-10.19]
Poland,1999,Male,10.89 [10.62-11.16]
Poland,1999,Female,8.98 [8.74-9.2]
Poland,1998,Both sexes,10.84 [10.56-11.09]
Poland,1998,Male,11.84 [11.53-12.14]
Poland,1998,Female,9.78 [9.51-10.04]
Poland,1997,Both sexes,11.99 [11.74-12.24]
Poland,1997,Male,13.11 [12.82-13.41]
Poland,1997,Female,10.81 [10.55-11.06]
Poland,1996,Both sexes,13.3 [13-13.63]
Poland,1996,Male,14.59 [14.25-14.96]
Poland,1996,Female,11.95 [11.65-12.27]
Poland,1995,Both sexes,14.49 [14.13-14.91]
Poland,1995,Male,15.91 [15.5-16.38]
Poland,1995,Female,13 [12.65-13.39]
Poland,1994,Both sexes,15.34 [15.01-15.69]
Poland,1994,Male,16.88 [16.5-17.28]
Poland,1994,Female,13.72 [13.4-14.07]
Poland,1993,Both sexes,15.94 [15.58-16.29]
Poland,1993,Male,17.64 [17.23-18.05]
Poland,1993,Female,14.16 [13.82-14.5]
Poland,1992,Both sexes,16.45 [16.08-16.8]
Poland,1992,Male,18.27 [17.84-18.68]
Poland,1992,Female,14.53 [14.18-14.88]
Poland,1991,Both sexes,16.92 [16.56-17.29]
Poland,1991,Male,18.88 [18.46-19.3]
Poland,1991,Female,14.87 [14.52-15.21]
Poland,1990,Both sexes,17.38 [17-17.76]
Poland,1990,Male,19.45 [19-19.89]
Poland,1990,Female,15.21 [14.86-15.58]
Poland,1989,Both sexes,17.84 [17.48-18.2]
Poland,1989,Male,20.03 [19.6-20.45]
Poland,1989,Female,15.55 [15.2-15.9]
Poland,1988,Both sexes,18.34 [17.94-18.74]
Poland,1988,Male,20.62 [20.15-21.08]
Poland,1988,Female,15.94 [15.57-16.31]
Poland,1987,Both sexes,18.91 [18.51-19.31]
Poland,1987,Male,21.27 [20.8-21.73]
Poland,1987,Female,16.45 [16.07-16.82]
Poland,1986,Both sexes,19.58 [19.16-20]
Poland,1986,Male,22 [21.51-22.48]
Poland,1986,Female,17.05 [16.66-17.44]
Poland,1985,Both sexes,20.34 [19.9-20.79]
Poland,1985,Male,22.86 [22.35-23.38]
Poland,1985,Female,17.69 [17.28-18.11]
Poland,1984,Both sexes,21.16 [20.73-21.6]
Poland,1984,Male,23.79 [23.29-24.32]
Poland,1984,Female,18.4 [17.99-18.81]
Poland,1983,Both sexes,21.96 [21.49-22.46]
Poland,1983,Male,24.76 [24.21-25.35]
Poland,1983,Female,19.02 [18.59-19.48]
Poland,1982,Both sexes,22.66 [22.19-23.14]
Poland,1982,Male,25.6 [25.05-26.16]
Poland,1982,Female,19.57 [19.14-20.02]
Poland,1981,Both sexes,23.29 [22.79-23.77]
Poland,1981,Male,26.42 [25.83-26.99]
Poland,1981,Female,20 [19.55-20.45]
Poland,1980,Both sexes,23.95 [23.41-24.48]
Poland,1980,Male,27.23 [26.6-27.84]
Poland,1980,Female,20.51 [20.03-20.99]
Poland,1979,Both sexes,24.7 [24.2-25.22]
Poland,1979,Male,28.12 [27.51-28.73]
Poland,1979,Female,21.13 [20.66-21.6]
Poland,1978,Both sexes,25.49 [24.94-26.07]
Poland,1978,Male,29.01 [28.36-29.68]
Poland,1978,Female,21.79 [21.28-22.32]
Poland,1977,Both sexes,26.23 [25.68-26.81]
Poland,1977,Male,29.79 [29.14-30.48]
Poland,1977,Female,22.49 [21.99-23.02]
Poland,1976,Both sexes,26.98 [26.4-27.56]
Poland,1976,Male,30.58 [29.9-31.26]
Poland,1976,Female,23.19 [22.67-23.73]
Poland,1975,Both sexes,27.86 [27.22-28.47]
Poland,1975,Male,31.55 [30.81-32.27]
Poland,1975,Female,23.97 [23.4-24.53]
Poland,1974,Both sexes,28.98 [28.31-29.61]
Poland,1974,Male,32.78 [32-33.51]
Poland,1974,Female,24.98 [24.38-25.56]
Poland,1973,Both sexes,30.45 [29.72-31.13]
Poland,1973,Male,34.51 [33.66-35.32]
Poland,1973,Female,26.19 [25.52-26.81]
Poland,1972,Both sexes,32.35 [31.67-33.04]
Poland,1972,Male,36.57 [35.79-37.36]
Poland,1972,Female,27.91 [27.28-28.56]
Poland,1971,Both sexes,34.43 [33.68-35.27]
Poland,1971,Male,38.78 [37.91-39.76]
Poland,1971,Female,29.88 [29.17-30.64]
Poland,1970,Both sexes,36.24 [35.41-37.2]
Poland,1970,Male,40.68 [39.73-41.8]
Poland,1970,Female,31.57 [30.81-32.44]
Poland,1969,Both sexes,37.55 [36.78-38.34]
Poland,1969,Male,42.13 [41.23-43.04]
Poland,1969,Female,32.74 [32.01-33.47]
Poland,1968,Both sexes,38.78 [37.87-39.64]
Poland,1968,Male,43.44 [42.39-44.43]
Poland,1968,Female,33.87 [33.04-34.66]
Poland,1967,Both sexes,40.46 [39.49-41.37]
Poland,1967,Male,45.35 [44.23-46.4]
Poland,1967,Female,35.33 [34.45-36.16]
Poland,1966,Both sexes,42.78 [41.82-43.68]
Poland,1966,Male,47.93 [46.81-48.97]
Poland,1966,Female,37.37 [36.5-38.21]
Poland,1965,Both sexes,45.65 [44.65-46.63]
Poland,1965,Male,51.07 [49.92-52.19]
Poland,1965,Female,39.96 [39.03-40.87]
Poland,1964,Both sexes,48.94 [47.94-50.03]
Poland,1964,Male,54.55 [53.4-55.79]
Poland,1964,Female,43.06 [42.13-44.07]
Poland,1963,Both sexes,52.49 [51.39-53.78]
Poland,1963,Male,58.44 [57.16-59.88]
Poland,1963,Female,46.26 [45.22-47.45]
Poland,1962,Both sexes,56.13 [54.96-57.33]
Poland,1962,Male,62.16 [60.84-63.52]
Poland,1962,Female,49.8 [48.72-50.91]
Poland,1961,Both sexes,60.1 [58.66-61.42]
Poland,1961,Male,66.34 [64.72-67.84]
Poland,1961,Female,53.54 [52.22-54.78]
Poland,1960,Both sexes,65.12 [63.45-66.57]
Poland,1960,Male,71.9 [70.05-73.56]
Poland,1960,Female,57.98 [56.46-59.32]
Poland,1959,Both sexes,71.44 [69.97-72.97]
Poland,1959,Male,78.42 [76.75-80.11]
Poland,1959,Female,64.12 [62.76-65.52]
Poland,1958,Both sexes,78.15 [76.36-80.24]
Poland,1958,Male,86.03 [84.04-88.39]
Poland,1958,Female,69.87 [68.24-71.77]
Poland,1957,Both sexes,83.88 [82.06-85.98]
Poland,1957,Male,91.94 [89.93-94.27]
Poland,1957,Female,75.41 [73.71-77.31]
Poland,1956,Both sexes,88.6 [86.76-90.49]
Poland,1956,Male,97.2 [95.17-99.32]
Poland,1956,Female,79.57 [77.9-81.3]
Poland,1955,Both sexes,93.28 [91.01-95.37]
Poland,1955,Male,102.5 [99.96-104.8]
Poland,1955,Female,83.61 [81.58-85.52]
Poland,1954,Both sexes,98.59 [96.41-100.7]
Poland,1954,Male,108.2 [105.7-110.5]
Poland,1954,Female,88.53 [86.55-90.46]
Poland,1953,Both sexes,104.4 [102.1-106.7]
Poland,1953,Male,114.5 [111.9-117.1]
Poland,1953,Female,93.86 [91.79-95.96]
Poland,1952,Both sexes,110.4 [108-113]
Poland,1952,Male,120.8 [118.1-123.7]
Poland,1952,Female,99.44 [97.23-101.8]
Poland,1951,Both sexes,115.6 [112.9-118.5]
Poland,1951,Male,126.2 [123.3-129.4]
Poland,1951,Female,104.5 [102.1-107.2]
Poland,1950,Both sexes,119.2 [114.9-123.4]
Poland,1950,Male,129.2 [124.5-133.8]
Poland,1950,Female,108.6 [104.8-112.5]
Portugal,2019,Both sexes,3.68 [3.43-3.95]
Portugal,2019,Male,4.03 [3.75-4.34]
Portugal,2019,Female,3.31 [3.07-3.57]
Portugal,2018,Both sexes,3.67 [3.49-3.86]
Portugal,2018,Male,4.02 [3.81-4.24]
Portugal,2018,Female,3.29 [3.11-3.48]
Portugal,2017,Both sexes,3.65 [3.49-3.81]
Portugal,2017,Male,4 [3.82-4.2]
Portugal,2017,Female,3.28 [3.12-3.44]
Portugal,2016,Both sexes,3.63 [3.48-3.79]
Portugal,2016,Male,3.98 [3.8-4.17]
Portugal,2016,Female,3.26 [3.1-3.42]
Portugal,2015,Both sexes,3.62 [3.47-3.78]
Portugal,2015,Male,3.97 [3.79-4.16]
Portugal,2015,Female,3.25 [3.1-3.41]
Portugal,2014,Both sexes,3.62 [3.48-3.78]
Portugal,2014,Male,3.97 [3.8-4.16]
Portugal,2014,Female,3.25 [3.11-3.41]
Portugal,2013,Both sexes,3.64 [3.49-3.8]
Portugal,2013,Male,3.99 [3.81-4.17]
Portugal,2013,Female,3.28 [3.13-3.44]
Portugal,2012,Both sexes,3.68 [3.54-3.83]
Portugal,2012,Male,4.02 [3.86-4.2]
Portugal,2012,Female,3.31 [3.17-3.47]
Portugal,2011,Both sexes,3.73 [3.59-3.88]
Portugal,2011,Male,4.08 [3.92-4.26]
Portugal,2011,Female,3.37 [3.22-3.52]
Portugal,2010,Both sexes,3.81 [3.67-3.96]
Portugal,2010,Male,4.16 [3.99-4.35]
Portugal,2010,Female,3.44 [3.29-3.59]
Portugal,2009,Both sexes,3.91 [3.77-4.06]
Portugal,2009,Male,4.27 [4.1-4.45]
Portugal,2009,Female,3.53 [3.38-3.68]
Portugal,2008,Both sexes,4.03 [3.88-4.18]
Portugal,2008,Male,4.39 [4.22-4.58]
Portugal,2008,Female,3.64 [3.49-3.8]
Portugal,2007,Both sexes,4.17 [4.02-4.32]
Portugal,2007,Male,4.56 [4.38-4.73]
Portugal,2007,Female,3.77 [3.62-3.93]
Portugal,2006,Both sexes,4.37 [4.2-4.52]
Portugal,2006,Male,4.77 [4.58-4.95]
Portugal,2006,Female,3.94 [3.78-4.11]
Portugal,2005,Both sexes,4.64 [4.47-4.81]
Portugal,2005,Male,5.07 [4.87-5.26]
Portugal,2005,Female,4.2 [4.03-4.37]
Portugal,2004,Both sexes,5.03 [4.86-5.2]
Portugal,2004,Male,5.49 [5.29-5.69]
Portugal,2004,Female,4.55 [4.38-4.72]
Portugal,2003,Both sexes,5.51 [5.34-5.69]
Portugal,2003,Male,6.01 [5.8-6.22]
Portugal,2003,Female,4.99 [4.81-5.17]
Portugal,2002,Both sexes,6.05 [5.88-6.25]
Portugal,2002,Male,6.61 [6.4-6.83]
Portugal,2002,Female,5.46 [5.29-5.66]
Portugal,2001,Both sexes,6.62 [6.44-6.83]
Portugal,2001,Male,7.24 [7.02-7.48]
Portugal,2001,Female,5.98 [5.79-6.18]
Portugal,2000,Both sexes,7.19 [6.98-7.41]
Portugal,2000,Male,7.89 [7.64-8.14]
Portugal,2000,Female,6.45 [6.25-6.67]
Portugal,1999,Both sexes,7.7 [7.49-7.92]
Portugal,1999,Male,8.45 [8.2-8.71]
Portugal,1999,Female,6.92 [6.7-7.13]
Portugal,1998,Both sexes,8.17 [7.96-8.4]
Portugal,1998,Male,8.97 [8.71-9.25]
Portugal,1998,Female,7.34 [7.11-7.57]
Portugal,1997,Both sexes,8.63 [8.41-8.86]
Portugal,1997,Male,9.5 [9.24-9.78]
Portugal,1997,Female,7.72 [7.49-7.95]
Portugal,1996,Both sexes,9.13 [8.89-9.36]
Portugal,1996,Male,10.05 [9.77-10.34]
Portugal,1996,Female,8.16 [7.91-8.4]
Portugal,1995,Both sexes,9.73 [9.47-9.99]
Portugal,1995,Male,10.74 [10.43-11.06]
Portugal,1995,Female,8.66 [8.4-8.93]
Portugal,1994,Both sexes,10.49 [10.24-10.75]
Portugal,1994,Male,11.59 [11.28-11.9]
Portugal,1994,Female,9.35 [9.09-9.61]
Portugal,1993,Both sexes,11.42 [11.14-11.69]
Portugal,1993,Male,12.64 [12.31-12.97]
Portugal,1993,Female,10.14 [9.86-10.42]
Portugal,1992,Both sexes,12.46 [12.18-12.74]
Portugal,1992,Male,13.81 [13.47-14.16]
Portugal,1992,Female,11.04 [10.75-11.33]
Portugal,1991,Both sexes,13.58 [13.3-13.88]
Portugal,1991,Male,15.08 [14.72-15.45]
Portugal,1991,Female,12.02 [11.72-12.32]
Portugal,1990,Both sexes,14.74 [14.43-15.08]
Portugal,1990,Male,16.37 [15.99-16.77]
Portugal,1990,Female,13.03 [12.71-13.37]
Portugal,1989,Both sexes,15.89 [15.57-16.22]
Portugal,1989,Male,17.62 [17.23-18.03]
Portugal,1989,Female,14.06 [13.72-14.41]
Portugal,1988,Both sexes,17.02 [16.66-17.41]
Portugal,1988,Male,18.9 [18.45-19.35]
Portugal,1988,Female,15.05 [14.68-15.44]
Portugal,1987,Both sexes,18.16 [17.79-18.54]
Portugal,1987,Male,20.17 [19.71-20.64]
Portugal,1987,Female,16.04 [15.67-16.44]
Portugal,1986,Both sexes,19.3 [18.91-19.71]
Portugal,1986,Male,21.47 [20.99-21.98]
Portugal,1986,Female,17.02 [16.61-17.44]
Portugal,1985,Both sexes,20.44 [20-20.89]
Portugal,1985,Male,22.76 [22.23-23.31]
Portugal,1985,Female,18 [17.56-18.45]
Portugal,1984,Both sexes,21.59 [21.17-22.04]
Portugal,1984,Male,24.04 [23.52-24.59]
Portugal,1984,Female,19.02 [18.59-19.47]
Portugal,1983,Both sexes,22.82 [22.34-23.32]
Portugal,1983,Male,25.37 [24.78-25.98]
Portugal,1983,Female,20.14 [19.66-20.63]
Portugal,1982,Both sexes,24.21 [23.71-24.71]
Portugal,1982,Male,26.94 [26.34-27.55]
Portugal,1982,Female,21.33 [20.84-21.84]
Portugal,1981,Both sexes,25.79 [25.27-26.34]
Portugal,1981,Male,28.71 [28.07-29.37]
Portugal,1981,Female,22.73 [22.2-23.28]
Portugal,1980,Both sexes,27.62 [27.02-28.22]
Portugal,1980,Male,30.81 [30.1-31.52]
Portugal,1980,Female,24.26 [23.68-24.86]
Portugal,1979,Both sexes,29.73 [29.12-30.34]
Portugal,1979,Male,33.19 [32.46-33.91]
Portugal,1979,Female,26.09 [25.5-26.71]
Portugal,1978,Both sexes,32.32 [31.63-33.03]
Portugal,1978,Male,36.05 [35.21-36.88]
Portugal,1978,Female,28.4 [27.72-29.11]
Portugal,1977,Both sexes,35.58 [34.85-36.33]
Portugal,1977,Male,39.71 [38.84-40.59]
Portugal,1977,Female,31.23 [30.52-31.97]
Portugal,1976,Both sexes,39.43 [38.62-40.3]
Portugal,1976,Male,43.85 [42.9-44.85]
Portugal,1976,Female,34.79 [34.01-35.62]
Portugal,1975,Both sexes,43.58 [42.65-44.58]
Portugal,1975,Male,48.26 [47.16-49.4]
Portugal,1975,Female,38.68 [37.78-39.6]
Portugal,1974,Both sexes,47.83 [46.84-48.82]
Portugal,1974,Male,52.73 [51.6-53.91]
Portugal,1974,Female,42.67 [41.69-43.62]
Portugal,1973,Both sexes,52.44 [51.25-53.62]
Portugal,1973,Male,57.51 [56.15-58.87]
Portugal,1973,Female,47.11 [45.95-48.26]
Portugal,1972,Both sexes,57.79 [56.6-59.02]
Portugal,1972,Male,63.18 [61.8-64.59]
Portugal,1972,Female,52.13 [50.96-53.33]
Portugal,1971,Both sexes,63.51 [62.21-64.91]
Portugal,1971,Male,69.18 [67.66-70.79]
Portugal,1971,Female,57.57 [56.3-58.92]
Portugal,1970,Both sexes,68.55 [67-70.23]
Portugal,1970,Male,74.2 [72.46-76.09]
Portugal,1970,Female,62.61 [61.09-64.23]
Portugal,1969,Both sexes,72.16 [70.63-73.77]
Portugal,1969,Male,77.9 [76.19-79.72]
Portugal,1969,Female,66.13 [64.65-67.69]
Portugal,1968,Both sexes,74.86 [73.28-76.5]
Portugal,1968,Male,80.65 [78.87-82.5]
Portugal,1968,Female,68.77 [67.25-70.38]
Portugal,1967,Both sexes,77.45 [75.8-79.12]
Portugal,1967,Male,83.38 [81.53-85.21]
Portugal,1967,Female,71.22 [69.6-72.86]
Portugal,1966,Both sexes,80.6 [78.83-82.39]
Portugal,1966,Male,86.65 [84.69-88.67]
Portugal,1966,Female,74.25 [72.52-75.99]
Portugal,1965,Both sexes,85.01 [83.07-86.97]
Portugal,1965,Male,91.07 [88.94-93.25]
Portugal,1965,Female,78.61 [76.74-80.52]
Portugal,1964,Both sexes,90.94 [89.03-92.86]
Portugal,1964,Male,96.97 [94.83-99.08]
Portugal,1964,Female,84.61 [82.76-86.49]
Portugal,1963,Both sexes,97.73 [95.62-99.89]
Portugal,1963,Male,103.9 [101.6-106.3]
Portugal,1963,Female,91.23 [89.19-93.33]
Portugal,1962,Both sexes,104.4 [102.2-106.7]
Portugal,1962,Male,110.8 [108.4-113.4]
