Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Saint Kitts and Nevis,1990,Male,33.44 [30.37-36.88]
Saint Kitts and Nevis,1990,Female,27.34 [24.69-30.24]
Saint Kitts and Nevis,1989,Both sexes,31.36 [28.61-34.36]
Saint Kitts and Nevis,1989,Male,34.4 [31.26-37.83]
Saint Kitts and Nevis,1989,Female,28.16 [25.5-31.12]
Saint Kitts and Nevis,1988,Both sexes,32.48 [29.67-35.54]
Saint Kitts and Nevis,1988,Male,35.54 [32.34-39.05]
Saint Kitts and Nevis,1988,Female,29.23 [26.49-32.27]
Saint Kitts and Nevis,1987,Both sexes,33.86 [31.02-37.01]
Saint Kitts and Nevis,1987,Male,37.03 [33.75-40.63]
Saint Kitts and Nevis,1987,Female,30.49 [27.68-33.61]
Saint Kitts and Nevis,1986,Both sexes,35.54 [32.61-38.76]
Saint Kitts and Nevis,1986,Male,38.82 [35.46-42.57]
Saint Kitts and Nevis,1986,Female,32.05 [29.15-35.29]
Saint Kitts and Nevis,1985,Both sexes,37.5 [34.46-40.81]
Saint Kitts and Nevis,1985,Male,40.9 [37.42-44.7]
Saint Kitts and Nevis,1985,Female,33.9 [30.94-37.26]
Saint Kitts and Nevis,1984,Both sexes,39.72 [36.57-43.2]
Saint Kitts and Nevis,1984,Male,43.31 [39.71-47.2]
Saint Kitts and Nevis,1984,Female,36.01 [32.88-39.48]
Saint Kitts and Nevis,1983,Both sexes,42.23 [38.97-45.82]
Saint Kitts and Nevis,1983,Male,45.96 [42.23-50.01]
Saint Kitts and Nevis,1983,Female,38.33 [35.09-41.91]
Saint Kitts and Nevis,1982,Both sexes,44.92 [41.56-48.55]
Saint Kitts and Nevis,1982,Male,48.73 [44.98-52.98]
Saint Kitts and Nevis,1982,Female,40.87 [37.53-44.56]
Saint Kitts and Nevis,1981,Both sexes,47.61 [44.2-51.34]
Saint Kitts and Nevis,1981,Male,51.6 [47.62-55.94]
Saint Kitts and Nevis,1981,Female,43.41 [39.98-47.24]
Saint Kitts and Nevis,1980,Both sexes,50.23 [46.63-54.04]
Saint Kitts and Nevis,1980,Male,54.31 [50.18-58.74]
Saint Kitts and Nevis,1980,Female,45.92 [42.33-49.87]
Saint Kitts and Nevis,1979,Both sexes,52.64 [48.93-56.57]
Saint Kitts and Nevis,1979,Male,56.85 [52.56-61.39]
Saint Kitts and Nevis,1979,Female,48.2 [44.47-52.3]
Saint Kitts and Nevis,1978,Both sexes,54.89 [51.11-58.91]
Saint Kitts and Nevis,1978,Male,59.13 [54.71-63.85]
Saint Kitts and Nevis,1978,Female,50.38 [46.52-54.57]
Saint Kitts and Nevis,1977,Both sexes,56.96 [53.04-61.08]
Saint Kitts and Nevis,1977,Male,61.32 [56.8-66.11]
Saint Kitts and Nevis,1977,Female,52.32 [48.27-56.6]
Saint Kitts and Nevis,1976,Both sexes,58.99 [54.9-63.2]
Saint Kitts and Nevis,1976,Male,63.38 [58.66-68.34]
Saint Kitts and Nevis,1976,Female,54.34 [50.13-58.77]
Saint Kitts and Nevis,1975,Both sexes,61.09 [56.81-65.63]
Saint Kitts and Nevis,1975,Male,65.58 [60.62-70.89]
Saint Kitts and Nevis,1975,Female,56.35 [51.9-61.08]
Saint Kitts and Nevis,1974,Both sexes,63.36 [58.58-68.53]
Saint Kitts and Nevis,1974,Male,67.88 [62.35-74.04]
Saint Kitts and Nevis,1974,Female,58.58 [53.76-63.83]
Saint Kitts and Nevis,1973,Both sexes,65.82 [60.1-72.26]
Saint Kitts and Nevis,1973,Male,70.47 [63.89-77.75]
Saint Kitts and Nevis,1973,Female,60.94 [55.34-67.36]
Saint Kitts and Nevis,1972,Both sexes,68.53 [61.24-76.96]
Saint Kitts and Nevis,1972,Male,73.19 [65.09-82.55]
Saint Kitts and Nevis,1972,Female,63.58 [56.58-71.68]
Saint Lucia,2019,Both sexes,22.33 [19.51-25.69]
Saint Lucia,2019,Male,24.33 [21.12-28.02]
Saint Lucia,2019,Female,20.27 [17.56-23.36]
Saint Lucia,2018,Both sexes,22.01 [19.5-25]
Saint Lucia,2018,Male,23.98 [21.12-27.26]
Saint Lucia,2018,Female,19.97 [17.56-22.74]
Saint Lucia,2017,Both sexes,21.67 [19.43-24.29]
Saint Lucia,2017,Male,23.61 [21.09-26.5]
Saint Lucia,2017,Female,19.64 [17.48-22.12]
Saint Lucia,2016,Both sexes,21.31 [19.33-23.64]
Saint Lucia,2016,Male,23.2 [20.96-25.78]
Saint Lucia,2016,Female,19.31 [17.39-21.53]
Saint Lucia,2015,Both sexes,20.95 [19.18-22.98]
Saint Lucia,2015,Male,22.8 [20.77-25.11]
Saint Lucia,2015,Female,19 [17.24-20.97]
Saint Lucia,2014,Both sexes,20.61 [18.99-22.42]
Saint Lucia,2014,Male,22.42 [20.58-24.52]
Saint Lucia,2014,Female,18.7 [17.1-20.47]
Saint Lucia,2013,Both sexes,20.29 [18.79-21.93]
Saint Lucia,2013,Male,22.06 [20.35-23.97]
Saint Lucia,2013,Female,18.42 [16.93-20.03]
Saint Lucia,2012,Both sexes,19.99 [18.6-21.51]
Saint Lucia,2012,Male,21.73 [20.11-23.51]
Saint Lucia,2012,Female,18.16 [16.77-19.67]
Saint Lucia,2011,Both sexes,19.7 [18.4-21.12]
Saint Lucia,2011,Male,21.41 [19.89-23.1]
Saint Lucia,2011,Female,17.91 [16.59-19.34]
Saint Lucia,2010,Both sexes,19.45 [18.19-20.8]
Saint Lucia,2010,Male,21.13 [19.67-22.73]
Saint Lucia,2010,Female,17.68 [16.41-19.04]
Saint Lucia,2009,Both sexes,19.22 [17.99-20.51]
Saint Lucia,2009,Male,20.87 [19.44-22.43]
Saint Lucia,2009,Female,17.47 [16.23-18.81]
Saint Lucia,2008,Both sexes,19.01 [17.83-20.26]
Saint Lucia,2008,Male,20.65 [19.26-22.15]
Saint Lucia,2008,Female,17.28 [16.06-18.58]
Saint Lucia,2007,Both sexes,18.82 [17.68-20.06]
Saint Lucia,2007,Male,20.44 [19.09-21.91]
Saint Lucia,2007,Female,17.12 [15.93-18.38]
Saint Lucia,2006,Both sexes,18.67 [17.56-19.87]
Saint Lucia,2006,Male,20.27 [18.95-21.72]
Saint Lucia,2006,Female,16.99 [15.82-18.22]
Saint Lucia,2005,Both sexes,18.55 [17.46-19.73]
Saint Lucia,2005,Male,20.14 [18.86-21.57]
Saint Lucia,2005,Female,16.87 [15.72-18.1]
Saint Lucia,2004,Both sexes,18.46 [17.39-19.63]
Saint Lucia,2004,Male,20.05 [18.78-21.44]
Saint Lucia,2004,Female,16.79 [15.67-18]
Saint Lucia,2003,Both sexes,18.41 [17.36-19.56]
Saint Lucia,2003,Male,20 [18.75-21.37]
Saint Lucia,2003,Female,16.74 [15.65-17.92]
Saint Lucia,2002,Both sexes,18.39 [17.37-19.53]
Saint Lucia,2002,Male,19.99 [18.77-21.34]
Saint Lucia,2002,Female,16.72 [15.64-17.9]
Saint Lucia,2001,Both sexes,18.42 [17.42-19.54]
Saint Lucia,2001,Male,20.03 [18.82-21.36]
Saint Lucia,2001,Female,16.74 [15.68-17.9]
Saint Lucia,2000,Both sexes,18.5 [17.51-19.6]
Saint Lucia,2000,Male,20.13 [18.93-21.44]
Saint Lucia,2000,Female,16.8 [15.76-17.93]
Saint Lucia,1999,Both sexes,18.63 [17.65-19.71]
Saint Lucia,1999,Male,20.27 [19.09-21.56]
Saint Lucia,1999,Female,16.89 [15.88-18.03]
Saint Lucia,1998,Both sexes,18.8 [17.82-19.86]
Saint Lucia,1998,Male,20.46 [19.3-21.74]
Saint Lucia,1998,Female,17.05 [16.04-18.17]
Saint Lucia,1997,Both sexes,19.03 [18.04-20.07]
Saint Lucia,1997,Male,20.72 [19.55-21.97]
Saint Lucia,1997,Female,17.24 [16.22-18.36]
Saint Lucia,1996,Both sexes,19.29 [18.3-20.34]
Saint Lucia,1996,Male,21.02 [19.85-22.26]
Saint Lucia,1996,Female,17.48 [16.46-18.58]
Saint Lucia,1995,Both sexes,19.59 [18.62-20.64]
Saint Lucia,1995,Male,21.35 [20.18-22.6]
Saint Lucia,1995,Female,17.75 [16.73-18.86]
Saint Lucia,1994,Both sexes,19.94 [18.98-20.99]
Saint Lucia,1994,Male,21.74 [20.56-23]
Saint Lucia,1994,Female,18.05 [17.04-19.16]
Saint Lucia,1993,Both sexes,20.34 [19.38-21.38]
Saint Lucia,1993,Male,22.19 [21-23.43]
Saint Lucia,1993,Female,18.4 [17.41-19.52]
Saint Lucia,1992,Both sexes,20.79 [19.81-21.83]
Saint Lucia,1992,Male,22.68 [21.47-23.94]
Saint Lucia,1992,Female,18.8 [17.8-19.91]
Saint Lucia,1991,Both sexes,21.28 [20.3-22.34]
Saint Lucia,1991,Male,23.22 [22.02-24.49]
Saint Lucia,1991,Female,19.24 [18.23-20.36]
Saint Lucia,1990,Both sexes,21.84 [20.85-22.91]
Saint Lucia,1990,Male,23.82 [22.61-25.1]
Saint Lucia,1990,Female,19.74 [18.72-20.89]
Saint Lucia,1989,Both sexes,22.45 [21.45-23.52]
Saint Lucia,1989,Male,24.48 [23.26-25.77]
Saint Lucia,1989,Female,20.31 [19.25-21.45]
Saint Lucia,1988,Both sexes,23.13 [22.13-24.21]
Saint Lucia,1988,Male,25.21 [23.97-26.52]
Saint Lucia,1988,Female,20.95 [19.87-22.1]
Saint Lucia,1987,Both sexes,23.89 [22.86-24.98]
Saint Lucia,1987,Male,26.03 [24.77-27.37]
Saint Lucia,1987,Female,21.64 [20.53-22.81]
Saint Lucia,1986,Both sexes,24.74 [23.7-25.86]
Saint Lucia,1986,Male,26.95 [25.66-28.33]
Saint Lucia,1986,Female,22.42 [21.29-23.63]
Saint Lucia,1985,Both sexes,25.69 [24.62-26.84]
Saint Lucia,1985,Male,27.99 [26.68-29.37]
Saint Lucia,1985,Female,23.29 [22.13-24.51]
Saint Lucia,1984,Both sexes,26.76 [25.66-27.93]
Saint Lucia,1984,Male,29.09 [27.76-30.51]
Saint Lucia,1984,Female,24.33 [23.14-25.56]
Saint Lucia,1983,Both sexes,27.98 [26.85-29.17]
Saint Lucia,1983,Male,30.39 [29.02-31.84]
Saint Lucia,1983,Female,25.45 [24.22-26.71]
Saint Lucia,1982,Both sexes,29.36 [28.18-30.58]
Saint Lucia,1982,Male,31.81 [30.39-33.3]
Saint Lucia,1982,Female,26.79 [25.51-28.09]
Saint Lucia,1981,Both sexes,30.94 [29.71-32.22]
Saint Lucia,1981,Male,33.52 [32.04-35.05]
Saint Lucia,1981,Female,28.25 [26.93-29.62]
Saint Lucia,1980,Both sexes,32.77 [31.48-34.11]
Saint Lucia,1980,Male,35.41 [33.88-37.02]
Saint Lucia,1980,Female,30 [28.61-31.42]
Saint Lucia,1979,Both sexes,34.88 [33.55-36.28]
Saint Lucia,1979,Male,37.65 [36.06-39.31]
Saint Lucia,1979,Female,31.97 [30.52-33.48]
Saint Lucia,1978,Both sexes,37.32 [35.93-38.78]
Saint Lucia,1978,Male,40.2 [38.55-41.93]
Saint Lucia,1978,Female,34.3 [32.78-35.89]
Saint Lucia,1977,Both sexes,40.14 [38.69-41.66]
Saint Lucia,1977,Male,43.11 [41.37-44.92]
Saint Lucia,1977,Female,37.01 [35.43-38.7]
Saint Lucia,1976,Both sexes,43.36 [41.81-44.96]
Saint Lucia,1976,Male,46.4 [44.53-48.34]
Saint Lucia,1976,Female,40.15 [38.45-41.94]
Saint Lucia,1975,Both sexes,47.04 [45.35-48.77]
Saint Lucia,1975,Male,50.17 [48.18-52.25]
Saint Lucia,1975,Female,43.71 [41.88-45.64]
Saint Lucia,1974,Both sexes,51.24 [49.43-53.1]
Saint Lucia,1974,Male,54.42 [52.28-56.61]
Saint Lucia,1974,Female,47.87 [45.87-49.96]
Saint Lucia,1973,Both sexes,56 [54.01-58.05]
Saint Lucia,1973,Male,59.26 [56.93-61.65]
Saint Lucia,1973,Female,52.55 [50.39-54.85]
Saint Lucia,1972,Both sexes,61.38 [59.2-63.64]
Saint Lucia,1972,Male,64.68 [62.11-67.31]
Saint Lucia,1972,Female,57.91 [55.52-60.44]
Saint Lucia,1971,Both sexes,67.4 [65-69.93]
Saint Lucia,1971,Male,70.74 [67.91-73.63]
Saint Lucia,1971,Female,63.9 [61.22-66.74]
Saint Lucia,1970,Both sexes,74.11 [71.42-76.93]
Saint Lucia,1970,Male,77.45 [74.33-80.61]
Saint Lucia,1970,Female,70.63 [67.62-73.76]
Saint Lucia,1969,Both sexes,81.51 [78.54-84.59]
Saint Lucia,1969,Male,84.82 [81.4-88.28]
Saint Lucia,1969,Female,78.06 [74.77-81.53]
Saint Lucia,1968,Both sexes,89.62 [86.36-93.01]
Saint Lucia,1968,Male,92.88 [89.25-96.63]
Saint Lucia,1968,Female,86.2 [82.61-89.97]
Saint Lucia,1967,Both sexes,98.36 [94.86-102]
Saint Lucia,1967,Male,101.5 [97.6-105.6]
Saint Lucia,1967,Female,95.06 [91.15-99.14]
Saint Lucia,1966,Both sexes,107.6 [103.9-111.5]
Saint Lucia,1966,Male,110.7 [106.5-115]
Saint Lucia,1966,Female,104.5 [100.3-108.8]
Saint Lucia,1965,Both sexes,117.3 [113.4-121.5]
Saint Lucia,1965,Male,120.2 [115.8-124.8]
Saint Lucia,1965,Female,114.3 [110-119]
Saint Lucia,1964,Both sexes,127.2 [123.2-131.4]
Saint Lucia,1964,Male,130 [125.4-134.6]
Saint Lucia,1964,Female,124.4 [120-129.2]
Saint Lucia,1963,Both sexes,137.1 [133.2-141.3]
Saint Lucia,1963,Male,139.6 [135.1-144.1]
Saint Lucia,1963,Female,134.6 [130.1-139.4]
Saint Lucia,1962,Both sexes,146.8 [142.8-150.8]
Saint Lucia,1962,Male,149 [144.5-153.5]
Saint Lucia,1962,Female,144.4 [139.9-149.2]
Saint Lucia,1961,Both sexes,155.8 [151.9-159.8]
Saint Lucia,1961,Male,157.8 [153.3-162.4]
Saint Lucia,1961,Female,153.7 [149.2-158.3]
Saint Lucia,1960,Both sexes,163.9 [160-167.7]
Saint Lucia,1960,Male,165.7 [161.2-170.2]
Saint Lucia,1960,Female,161.9 [157.5-166.5]
Saint Lucia,1959,Both sexes,170.7 [166.9-174.3]
Saint Lucia,1959,Male,172.3 [167.8-176.8]
Saint Lucia,1959,Female,168.9 [164.5-173.3]
Saint Lucia,1958,Both sexes,176.2 [172.5-179.8]
Saint Lucia,1958,Male,177.5 [173.1-181.9]
Saint Lucia,1958,Female,174.8 [170.4-179.3]
Saint Lucia,1957,Both sexes,180.7 [177.1-184.3]
Saint Lucia,1957,Male,181.7 [177.3-186.1]
Saint Lucia,1957,Female,179.7 [175.3-184.1]
Saint Lucia,1956,Both sexes,184.4 [180.7-188.2]
Saint Lucia,1956,Male,185.1 [180.7-189.7]
Saint Lucia,1956,Female,183.7 [179.2-188.3]
Saint Lucia,1955,Both sexes,187.7 [184-191.6]
Saint Lucia,1955,Male,188.1 [183.7-192.9]
Saint Lucia,1955,Female,187.2 [182.6-192]
Saint Lucia,1954,Both sexes,190.7 [186.9-194.7]
Saint Lucia,1954,Male,191 [186.4-195.8]
Saint Lucia,1954,Female,190.5 [185.7-195.5]
Saint Lucia,1953,Both sexes,193.7 [189.6-197.9]
Saint Lucia,1953,Male,193.8 [188.8-198.8]
Saint Lucia,1953,Female,193.7 [188.6-198.8]
Saint Lucia,1952,Both sexes,196.6 [191.9-201.4]
Saint Lucia,1952,Male,196.6 [191-202.2]
Saint Lucia,1952,Female,196.6 [190.9-202.3]
Saint Lucia,1951,Both sexes,199.4 [193.7-205.4]
Saint Lucia,1951,Male,199.4 [192.9-206.2]
Saint Lucia,1951,Female,199.4 [192.9-206.2]
Saint Lucia,1950,Both sexes,202.3 [195-210]
Saint Lucia,1950,Male,202.3 [194.4-210.5]
Saint Lucia,1950,Female,202.3 [194.3-210.6]
Saint Vincent and the Grenadines,2019,Both sexes,14.62 [11.5-18.42]
Saint Vincent and the Grenadines,2019,Male,15.84 [12.43-19.99]
Saint Vincent and the Grenadines,2019,Female,13.35 [10.47-16.91]
Saint Vincent and the Grenadines,2018,Both sexes,15.13 [12.28-18.52]
Saint Vincent and the Grenadines,2018,Male,16.4 [13.28-20.11]
Saint Vincent and the Grenadines,2018,Female,13.77 [11.16-16.93]
Saint Vincent and the Grenadines,2017,Both sexes,15.65 [13.1-18.64]
Saint Vincent and the Grenadines,2017,Male,16.96 [14.16-20.25]
Saint Vincent and the Grenadines,2017,Female,14.26 [11.89-17.05]
Saint Vincent and the Grenadines,2016,Both sexes,16.19 [13.9-18.78]
Saint Vincent and the Grenadines,2016,Male,17.56 [15.04-20.43]
Saint Vincent and the Grenadines,2016,Female,14.76 [12.63-17.23]
Saint Vincent and the Grenadines,2015,Both sexes,16.76 [14.76-18.99]
Saint Vincent and the Grenadines,2015,Male,18.16 [15.93-20.7]
Saint Vincent and the Grenadines,2015,Female,15.28 [13.41-17.45]
Saint Vincent and the Grenadines,2014,Both sexes,17.35 [15.57-19.36]
Saint Vincent and the Grenadines,2014,Male,18.8 [16.77-21.09]
Saint Vincent and the Grenadines,2014,Female,15.81 [14.11-17.79]
Saint Vincent and the Grenadines,2013,Both sexes,17.96 [16.29-19.84]
Saint Vincent and the Grenadines,2013,Male,19.46 [17.56-21.62]
Saint Vincent and the Grenadines,2013,Female,16.38 [14.76-18.25]
Saint Vincent and the Grenadines,2012,Both sexes,18.59 [16.93-20.41]
Saint Vincent and the Grenadines,2012,Male,20.12 [18.24-22.2]
Saint Vincent and the Grenadines,2012,Female,16.97 [15.36-18.78]
Saint Vincent and the Grenadines,2011,Both sexes,19.21 [17.54-21.02]
Saint Vincent and the Grenadines,2011,Male,20.79 [18.92-22.86]
Saint Vincent and the Grenadines,2011,Female,17.52 [15.91-19.34]
Saint Vincent and the Grenadines,2010,Both sexes,19.78 [18.13-21.61]
Saint Vincent and the Grenadines,2010,Male,21.42 [19.52-23.5]
Saint Vincent and the Grenadines,2010,Female,18.07 [16.45-19.86]
Saint Vincent and the Grenadines,2009,Both sexes,20.31 [18.63-22.15]
Saint Vincent and the Grenadines,2009,Male,21.96 [20.04-24.06]
Saint Vincent and the Grenadines,2009,Female,18.56 [16.93-20.37]
Saint Vincent and the Grenadines,2008,Both sexes,20.73 [19.07-22.56]
Saint Vincent and the Grenadines,2008,Male,22.4 [20.47-24.51]
Saint Vincent and the Grenadines,2008,Female,18.96 [17.29-20.78]
Saint Vincent and the Grenadines,2007,Both sexes,21.05 [19.36-22.9]
Saint Vincent and the Grenadines,2007,Male,22.74 [20.8-24.86]
Saint Vincent and the Grenadines,2007,Female,19.26 [17.59-21.08]
Saint Vincent and the Grenadines,2006,Both sexes,21.28 [19.57-23.12]
Saint Vincent and the Grenadines,2006,Male,22.98 [21.08-25.1]
Saint Vincent and the Grenadines,2006,Female,19.49 [17.8-21.32]
Saint Vincent and the Grenadines,2005,Both sexes,21.46 [19.77-23.29]
Saint Vincent and the Grenadines,2005,Male,23.16 [21.24-25.27]
Saint Vincent and the Grenadines,2005,Female,19.64 [18-21.49]
Saint Vincent and the Grenadines,2004,Both sexes,21.6 [19.9-23.42]
Saint Vincent and the Grenadines,2004,Male,23.31 [21.4-25.4]
Saint Vincent and the Grenadines,2004,Female,19.78 [18.15-21.62]
Saint Vincent and the Grenadines,2003,Both sexes,21.72 [20.07-23.54]
Saint Vincent and the Grenadines,2003,Male,23.46 [21.56-25.5]
Saint Vincent and the Grenadines,2003,Female,19.92 [18.3-21.74]
Saint Vincent and the Grenadines,2002,Both sexes,21.89 [20.21-23.7]
Saint Vincent and the Grenadines,2002,Male,23.6 [21.71-25.7]
Saint Vincent and the Grenadines,2002,Female,20.06 [18.43-21.9]
Saint Vincent and the Grenadines,2001,Both sexes,22.04 [20.41-23.82]
Saint Vincent and the Grenadines,2001,Male,23.75 [21.89-25.81]
Saint Vincent and the Grenadines,2001,Female,20.22 [18.61-22.02]
Saint Vincent and the Grenadines,2000,Both sexes,22.19 [20.55-23.98]
Saint Vincent and the Grenadines,2000,Male,23.89 [22.05-25.91]
Saint Vincent and the Grenadines,2000,Female,20.36 [18.78-22.15]
Saint Vincent and the Grenadines,1999,Both sexes,22.28 [20.67-24.05]
Saint Vincent and the Grenadines,1999,Male,23.98 [22.17-25.96]
Saint Vincent and the Grenadines,1999,Female,20.47 [18.89-22.23]
Saint Vincent and the Grenadines,1998,Both sexes,22.32 [20.74-24.06]
Saint Vincent and the Grenadines,1998,Male,24.02 [22.22-25.98]
Saint Vincent and the Grenadines,1998,Female,20.51 [18.96-22.24]
Saint Vincent and the Grenadines,1997,Both sexes,22.3 [20.72-24.02]
Saint Vincent and the Grenadines,1997,Male,24 [22.2-25.95]
Saint Vincent and the Grenadines,1997,Female,20.52 [18.95-22.19]
Saint Vincent and the Grenadines,1996,Both sexes,22.25 [20.66-23.93]
Saint Vincent and the Grenadines,1996,Male,23.93 [22.18-25.85]
Saint Vincent and the Grenadines,1996,Female,20.48 [18.91-22.18]
Saint Vincent and the Grenadines,1995,Both sexes,22.2 [20.62-23.88]
Saint Vincent and the Grenadines,1995,Male,23.88 [22.11-25.77]
Saint Vincent and the Grenadines,1995,Female,20.44 [18.87-22.09]
Saint Vincent and the Grenadines,1994,Both sexes,22.2 [20.64-23.89]
Saint Vincent and the Grenadines,1994,Male,23.87 [22.11-25.79]
Saint Vincent and the Grenadines,1994,Female,20.44 [18.91-22.11]
Saint Vincent and the Grenadines,1993,Both sexes,22.33 [20.78-24]
Saint Vincent and the Grenadines,1993,Male,24 [22.27-25.91]
Saint Vincent and the Grenadines,1993,Female,20.56 [19.03-22.2]
Saint Vincent and the Grenadines,1992,Both sexes,22.61 [21.06-24.27]
Saint Vincent and the Grenadines,1992,Male,24.29 [22.53-26.18]
Saint Vincent and the Grenadines,1992,Female,20.83 [19.27-22.48]
Saint Vincent and the Grenadines,1991,Both sexes,23.08 [21.53-24.74]
Saint Vincent and the Grenadines,1991,Male,24.79 [23.03-26.68]
Saint Vincent and the Grenadines,1991,Female,21.27 [19.71-22.92]
Saint Vincent and the Grenadines,1990,Both sexes,23.77 [22.22-25.45]
Saint Vincent and the Grenadines,1990,Male,25.53 [23.78-27.44]
Saint Vincent and the Grenadines,1990,Female,21.91 [20.37-23.59]
Saint Vincent and the Grenadines,1989,Both sexes,24.73 [23.13-26.44]
Saint Vincent and the Grenadines,1989,Male,26.55 [24.77-28.51]
Saint Vincent and the Grenadines,1989,Female,22.8 [21.2-24.48]
Saint Vincent and the Grenadines,1988,Both sexes,25.98 [24.34-27.76]
Saint Vincent and the Grenadines,1988,Male,27.87 [26.05-29.89]
Saint Vincent and the Grenadines,1988,Female,23.98 [22.36-25.72]
Saint Vincent and the Grenadines,1987,Both sexes,27.61 [25.92-29.44]
Saint Vincent and the Grenadines,1987,Male,29.6 [27.7-31.67]
Saint Vincent and the Grenadines,1987,Female,25.5 [23.82-27.29]
Saint Vincent and the Grenadines,1986,Both sexes,29.67 [27.9-31.55]
Saint Vincent and the Grenadines,1986,Male,31.75 [29.77-33.87]
Saint Vincent and the Grenadines,1986,Female,27.47 [25.73-29.35]
Saint Vincent and the Grenadines,1985,Both sexes,32.25 [30.43-34.19]
Saint Vincent and the Grenadines,1985,Male,34.43 [32.35-36.62]
Saint Vincent and the Grenadines,1985,Female,29.95 [28.09-31.91]
Saint Vincent and the Grenadines,1984,Both sexes,35.37 [33.42-37.4]
Saint Vincent and the Grenadines,1984,Male,37.74 [35.52-40.04]
Saint Vincent and the Grenadines,1984,Female,32.88 [30.96-34.91]
Saint Vincent and the Grenadines,1983,Both sexes,39.06 [37.01-41.15]
Saint Vincent and the Grenadines,1983,Male,41.55 [39.24-43.93]
Saint Vincent and the Grenadines,1983,Female,36.43 [34.36-38.61]
Saint Vincent and the Grenadines,1982,Both sexes,43.25 [41.07-45.52]
Saint Vincent and the Grenadines,1982,Male,45.85 [43.4-48.39]
Saint Vincent and the Grenadines,1982,Female,40.51 [38.26-42.83]
Saint Vincent and the Grenadines,1981,Both sexes,47.87 [45.52-50.27]
Saint Vincent and the Grenadines,1981,Male,50.6 [48-53.33]
Saint Vincent and the Grenadines,1981,Female,44.97 [42.59-47.47]
Saint Vincent and the Grenadines,1980,Both sexes,52.86 [50.37-55.4]
Saint Vincent and the Grenadines,1980,Male,55.74 [52.91-58.69]
Saint Vincent and the Grenadines,1980,Female,49.76 [47.21-52.5]
Saint Vincent and the Grenadines,1979,Both sexes,58.14 [55.52-60.91]
Saint Vincent and the Grenadines,1979,Male,61.17 [58.15-64.27]
Saint Vincent and the Grenadines,1979,Female,54.96 [52.21-57.86]
Saint Vincent and the Grenadines,1978,Both sexes,63.57 [60.86-66.42]
Saint Vincent and the Grenadines,1978,Male,66.7 [63.55-69.91]
Saint Vincent and the Grenadines,1978,Female,60.28 [57.43-63.31]
Saint Vincent and the Grenadines,1977,Both sexes,68.55 [65.74-71.46]
Saint Vincent and the Grenadines,1977,Male,71.81 [68.55-75.11]
Saint Vincent and the Grenadines,1977,Female,65.13 [62.18-68.34]
Saint Vincent and the Grenadines,1976,Both sexes,72.37 [69.56-75.35]
Saint Vincent and the Grenadines,1976,Male,75.59 [72.3-78.93]
Saint Vincent and the Grenadines,1976,Female,68.94 [65.95-72.23]
Saint Vincent and the Grenadines,1975,Both sexes,74.68 [71.82-77.7]
Saint Vincent and the Grenadines,1975,Male,77.91 [74.6-81.36]
Saint Vincent and the Grenadines,1975,Female,71.25 [68.18-74.52]
Saint Vincent and the Grenadines,1974,Both sexes,75.39 [72.5-78.38]
Saint Vincent and the Grenadines,1974,Male,78.64 [75.33-82.12]
Saint Vincent and the Grenadines,1974,Female,71.98 [68.84-75.28]
Saint Vincent and the Grenadines,1973,Both sexes,74.88 [71.93-77.99]
Saint Vincent and the Grenadines,1973,Male,78.06 [74.7-81.59]
Saint Vincent and the Grenadines,1973,Female,71.54 [68.39-74.81]
Saint Vincent and the Grenadines,1972,Both sexes,74.08 [70.84-77.43]
Saint Vincent and the Grenadines,1972,Male,77.25 [73.62-81]
Saint Vincent and the Grenadines,1972,Female,70.76 [67.39-74.16]
Saint Vincent and the Grenadines,1971,Both sexes,73.96 [70.37-77.62]
Saint Vincent and the Grenadines,1971,Male,77.02 [73.08-81.13]
Saint Vincent and the Grenadines,1971,Female,70.69 [67.02-74.45]
Saint Vincent and the Grenadines,1970,Both sexes,75.06 [71.09-79.22]
Saint Vincent and the Grenadines,1970,Male,78.04 [73.72-82.64]
Saint Vincent and the Grenadines,1970,Female,71.9 [67.86-76.05]
Saint Vincent and the Grenadines,1969,Both sexes,77.79 [73.38-82.42]
Saint Vincent and the Grenadines,1969,Male,80.74 [75.98-85.78]
Saint Vincent and the Grenadines,1969,Female,74.7 [70.24-79.4]
Saint Vincent and the Grenadines,1968,Both sexes,82.41 [77.67-87.55]
Saint Vincent and the Grenadines,1968,Male,85.32 [80.12-90.82]
Saint Vincent and the Grenadines,1968,Female,79.39 [74.51-84.55]
Saint Vincent and the Grenadines,1967,Both sexes,89.03 [83.97-94.63]
Saint Vincent and the Grenadines,1967,Male,91.89 [86.45-97.84]
Saint Vincent and the Grenadines,1967,Female,86.04 [80.87-91.65]
Saint Vincent and the Grenadines,1966,Both sexes,97.7 [92.53-103.4]
Saint Vincent and the Grenadines,1966,Male,100.5 [94.94-106.6]
Saint Vincent and the Grenadines,1966,Female,94.79 [89.49-100.5]
Saint Vincent and the Grenadines,1965,Both sexes,108.4 [103.3-114]
Saint Vincent and the Grenadines,1965,Male,111.1 [105.7-117.2]
Saint Vincent and the Grenadines,1965,Female,105.6 [100.3-111.3]
Saint Vincent and the Grenadines,1964,Both sexes,121.2 [116.2-126.3]
Saint Vincent and the Grenadines,1964,Male,123.7 [118.4-129.5]
